step,polarization,modularity,poa,dS,C_out,dL,deltacon,n_comm,max_comm_share,ari_camp,in_gini,parse_fail,Q_rand_mean,Q_rand_sd,Q_norm,z_Q,swap_fail
1,0.5225489691820432,0.5701279286344476,2.3329014848818175,,,,,5,0.26,0.37433973016636785,0.32112,0,0.26785915596510146,0.012121257261425114,0.30226877266934615,24.93708087784682,0
2,0.6091098794848946,0.7066317889269449,1.362086758773326,0.452,0.5480000000000002,0.5705560979987652,0.1907912317780248,5,0.26,0.38737154564666787,0.19952,0,0.3151896947570477,0.018046501125082326,0.39144209416989717,21.69074722334086,0
3,0.6191253313208935,0.7311097992916175,1.2254333022471433,0.08,0.9199999999999998,0.20711144821974883,0.3779000653451122,5,0.26,0.39733529046463045,0.18144,0,0.3238204165963906,0.0156391940580047,0.40728938269522685,26.042862642705142,0
4,0.6188190154831147,0.7575334444394397,1.2556741453029971,0.048,0.9519999999999998,0.22482366136987542,0.3871523518283323,5,0.26,0.39733529046463045,0.17008,0,0.32633102112517454,0.018022963804400452,0.43120242331426517,23.9251672474082,0
5,0.6188602158055067,0.745891161431702,1.1318176628933665,0.06,0.9399999999999998,0.17501266671885854,0.40487388841268823,5,0.26,0.39733529046463045,0.15328,0,0.33434989043097146,0.016164014995468084,0.4115412710007305,25.460337120208973,0
6,0.6185083850599544,0.7589481373265157,1.1732159547665875,0.04,0.96,0.11911157542077411,0.42956054556139817,5,0.26,0.39733529046463045,0.17104,0,0.33166887326515704,0.019562923127573014,0.42727926406135863,21.841279101032132,0
7,0.6211052862731637,0.760250516044286,1.1836811778600942,0.028,0.9719999999999999,0.09146808496325687,0.41613720939648013,5,0.26,0.39733529046463045,0.18272,0,0.33968380559204353,0.016393309261573983,0.4205667104522424,25.654778040334623,0
8,0.617536179732166,0.7663212198685172,1.1887490999535233,0.028,0.9719999999999999,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18032,0,0.3391800584368152,0.014349868832856542,0.427141161431702,29.766206674564675,0
9,0.6198565163063153,0.760250516044286,1.1405674275345103,0.028,0.9719999999999999,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18224,0,0.332055732782886,0.014154021683253297,0.42819478326140004,30.25251711801671,0
10,0.6180368998971049,0.7663212198685172,1.1852503108283419,0.024,0.976,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18608,0,0.3335395361577794,0.012694654456930432,0.4327816837107378,34.09164740789521,0
11,0.6202472646242662,0.7602505160442861,1.1457476432681861,0.016,0.9840000000000001,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18192,0,0.34240007506098696,0.019754047065878227,0.417850440983299,21.152649864091135,0
12,0.6182692682050823,0.7663212198685172,1.1956995815212301,0.02,0.98,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18416,0,0.3327542914536158,0.012375336396461073,0.4335669284149014,35.03475901785481,0
13,0.6198019017385932,0.7527678738975417,1.1275934031690016,0.02,0.98,0.17119197430320046,0.4146018412716189,5,0.26,0.39733529046463045,0.17344,0,0.34330901670106956,0.019396120922905893,0.4094588571964722,21.11034772488559,0
14,0.6188625071230974,0.7589481373265157,1.1634115738342206,0.024,0.976,0.10823326907948361,0.4693174814457277,5,0.26,0.39733529046463045,0.1816,0,0.33059486851716574,0.019982481424233735,0.42835326880934993,21.436440235588805,0
15,0.6211418355698343,0.7602505160442861,1.1799939883692516,0.02,0.98,0.09146808496325687,0.41613720939648013,5,0.26,0.39733529046463045,0.18352,0,0.332374741977857,0.017321990435641064,0.42787577406642907,24.701305294918548,0
16,0.6175460672974963,0.7663212198685172,1.1834990695895695,0.02,0.98,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18608,0,0.3369921018991965,0.011175928717335295,0.4293291179693207,38.41552043038502,0
17,0.6197686162694198,0.760250516044286,1.1403534643152535,0.016,0.9840000000000001,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18192,0,0.33687840120097573,0.012828517271082349,0.4233721148433102,33.0024199910977,0
18,0.6179893978655592,0.7663212198685172,1.1831016800504777,0.016,0.9840000000000001,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18608,0,0.3306325328707086,0.01476882662789068,0.4356886869978086,29.500562094419735,0
19,0.6201955807192895,0.760250516044286,1.1536217428307933,0.02,0.98,0.11461457371422805,0.46965700376535985,5,0.26,0.39733529046463045,0.18,0,0.33465471945956093,0.01770734183878123,0.42559579658472513,24.034990709481793,0
