step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,61.8337,33.6887,95.5224,11.8496,5.46565,17.3153,5.51665,5.51665,0.647322,0.352678,3.57105,1.9456
2,45.3758,26.0647,71.4406,10.4454,6.49045,16.9358,4.21831,4.21831,0.635155,0.364845,2.67928,1.53903
3,43.3786,24.3848,67.7634,10.6292,6.76725,17.3964,3.89525,3.89525,0.640148,0.359852,2.49354,1.40171
4,44.3807,24.5579,68.9386,10.463,6.80779,17.2708,3.99163,3.99163,0.643772,0.356228,2.5697,1.42193
5,43.996,24.2814,68.2774,10.7819,8.16979,18.9517,3.6027,3.6027,0.644371,0.355629,2.32148,1.28122
6,37.9974,21.2995,59.2969,8.6809,4.61948,13.3004,4.45828,4.45828,0.640799,0.359201,2.85686,1.60142
7,42.5199,23.6056,66.1255,10.4378,7.65846,18.0963,3.65409,3.65409,0.643018,0.356982,2.34965,1.30444
8,39.4461,22.1014,61.5475,10.2881,7.70306,17.9911,3.42099,3.42099,0.640905,0.359095,2.19253,1.22846
9,39.3729,22.0619,61.4348,10.2541,7.73919,17.9933,3.41432,3.41432,0.640889,0.359111,2.1882,1.22612
10,39.3968,22.0679,61.4647,10.2379,7.70586,17.9437,3.42541,3.42541,0.640967,0.359033,2.19558,1.22984
11,39.3341,21.9474,61.2815,8.33019,4.67746,13.0077,4.71119,4.71119,0.64186,0.35814,3.02392,1.68727
12,39.3149,21.9531,61.268,8.34528,4.29913,12.6444,4.84546,4.84546,0.641687,0.358313,3.10927,1.73619
13,39.4347,21.967,61.4017,8.31565,4.43668,12.7523,4.81494,4.81494,0.642241,0.357759,3.09235,1.72259
14,39.577,21.956,61.533,8.4029,4.44594,12.8488,4.789,4.789,0.643183,0.356817,3.0802,1.7088
15,39.8923,22.0827,61.9751,8.53843,4.43738,12.9758,4.7762,4.7762,0.643684,0.356316,3.07436,1.70184
16,37.2875,20.5048,57.7924,7.41205,4.07453,11.4866,5.0313,5.0313,0.645198,0.354802,3.24618,1.78511
17,37.2082,20.3642,57.5724,7.64063,4.01178,11.6524,4.94081,4.94081,0.646285,0.353715,3.19317,1.74764
18,37.2943,20.3562,57.6505,8.24888,4.62208,12.871,4.47911,4.47911,0.646904,0.353096,2.89755,1.58156
19,37.2168,20.4483,57.6651,8.36108,4.65861,13.0197,4.42907,4.42907,0.645396,0.354604,2.8585,1.57057
20,37.161,20.4408,57.6017,8.3615,4.68395,13.0454,4.41547,4.41547,0.645136,0.354864,2.84858,1.56689
21,37.6968,20.6881,58.3848,8.40074,4.6228,13.0235,4.48302,4.48302,0.64566,0.35434,2.89451,1.58851
22,35.7688,19.7238,55.4926,7.48299,4.51978,12.0028,4.62331,4.62331,0.644569,0.355431,2.98004,1.64327
23,36.2281,19.828,56.0561,8.22523,4.39267,12.6179,4.44259,4.44259,0.646282,0.353718,2.87116,1.57142
24,36.1374,19.7649,55.9023,7.91491,4.38601,12.3009,4.54456,4.54456,0.646438,0.353562,2.93778,1.60678
25,36.2219,19.8031,56.0251,7.59687,4.33621,11.9331,4.69493,4.69493,0.646531,0.353469,3.03542,1.65952
26,36.2678,19.8052,56.0731,7.39598,4.39777,11.7938,4.75447,4.75447,0.646796,0.353204,3.07517,1.6793
27,36.1119,19.8016,55.9135,7.39634,4.39886,11.7952,4.74036,4.74036,0.645853,0.354147,3.06158,1.67878
28,36.1053,19.8337,55.939,7.46847,4.39471,11.8632,4.71534,4.71534,0.64544,0.35456,3.04347,1.67187
29,36.1019,19.8392,55.9411,7.46773,4.39358,11.8613,4.71626,4.71626,0.645356,0.354644,3.04367,1.67259
30,36.0169,19.8421,55.8589,7.46855,4.39152,11.8601,4.70983,4.70983,0.644783,0.355217,3.03682,1.67301
31,36.0538,19.8305,55.8843,7.46542,4.40542,11.8708,4.7077,4.7077,0.645151,0.354849,3.03718,1.67052
32,36.0234,19.842,55.8654,7.46565,4.40658,11.8722,4.70556,4.70556,0.644825,0.355175,3.03426,1.6713
33,36.0071,19.8412,55.8483,7.46398,4.40524,11.8692,4.70531,4.70531,0.64473,0.35527,3.03365,1.67165
34,36.0363,19.8416,55.8779,7.46414,4.40942,11.8736,4.70608,4.70608,0.644912,0.355088,3.03501,1.67107
35,36.0162,19.8415,55.8577,7.46327,4.40411,11.8674,4.70683,4.70683,0.644785,0.355215,3.0349,1.67194
