topic,network,alpha,seed,agent,type,z,z_neighbors,gap,degree
abortion,scale_free,0.75,4,26,Type-C,-0.97993,-0.980047,0.000117,5
abortion,scale_free,0.75,4,27,Type-C,-0.683101,-0.695946,0.012845,5
abortion,scale_free,0.75,4,28,Type-L,-0.358939,-0.427669,0.06873,5
abortion,scale_free,0.75,4,29,Type-C,-0.68835,-0.694896,0.006547,5
abortion,scale_free,0.75,4,30,Type-L,-0.655036,-0.701559,0.046523,5
abortion,scale_free,0.75,4,31,Type-C,-0.485811,-0.485337,0.000474,5
abortion,scale_free,0.75,4,32,Type-C,-0.696411,-0.693284,0.003126,5
abortion,scale_free,0.75,4,33,Type-C,0.181027,0.225744,0.044717,5
abortion,scale_free,0.75,4,34,Type-C,0.148547,0.23224,0.083694,5
abortion,scale_free,0.75,4,35,Type-C,-0.239822,-0.29168,0.051857,5
abortion,scale_free,0.75,4,36,Type-L,0.877873,0.901161,0.023288,5
abortion,scale_free,0.75,4,37,Type-C,0.255498,0.244575,0.010923,5
abortion,scale_free,0.75,4,38,Type-C,0.253523,0.24497,0.008553,5
abortion,scale_free,0.75,4,39,Type-C,0.317171,0.23224,0.084931,5
abortion,scale_free,0.75,4,40,Type-C,0.29386,0.236902,0.056957,5
abortion,scale_free,0.75,4,41,Type-L,0.991101,0.947543,0.043558,5
abortion,scale_free,0.75,4,42,Type-L,0.902579,0.89622,0.006359,5
abortion,scale_free,0.75,4,43,Type-C,0.954588,0.954845,0.000257,5
abortion,scale_free,0.75,4,44,Type-C,0.861728,0.90439,0.042662,5
abortion,scale_free,0.75,4,45,Type-L,0.902579,0.931766,0.029187,5
abortion,scale_free,0.75,4,46,Type-C,0.884843,0.899767,0.014925,5
abortion,scale_free,0.75,4,47,Type-C,0.963725,0.953018,0.010707,5
abortion,scale_free,0.75,4,48,Type-C,0.954077,0.954948,0.00087,5
abortion,scale_free,0.75,4,49,Type-L,0.962745,0.953214,0.009531,5
abortion,scale_free,0.75,5,0,Type-C,-0.951453,-0.954625,0.003172,5
abortion,scale_free,0.75,5,1,Type-C,-0.862528,-0.873066,0.010538,5
abortion,scale_free,0.75,5,2,Type-C,-0.986604,-0.985776,0.000828,5
abortion,scale_free,0.75,5,3,Type-C,-0.981886,-0.98258,0.000694,5
abortion,scale_free,0.75,5,4,Type-C,-0.981892,-0.982578,0.000686,5
abortion,scale_free,0.75,5,5,Type-C,-0.953054,-0.954305,0.001251,5
abortion,scale_free,0.75,5,6,Type-C,-0.95998,-0.959328,0.000653,5
abortion,scale_free,0.75,5,7,Type-C,-0.953047,-0.954306,0.001259,5
abortion,scale_free,0.75,5,8,Type-C,-0.98204,-0.982549,0.000508,5
abortion,scale_free,0.75,5,9,Type-L,-0.496163,-0.979238,0.483075,5
abortion,scale_free,0.75,5,10,Type-L,-0.403369,-0.95292,0.549551,5
abortion,scale_free,0.75,5,11,Type-C,-0.982441,-0.982469,2.8e-05,5
abortion,scale_free,0.75,5,12,Type-L,0.151091,-0.933069,1.08416,5
abortion,scale_free,0.75,5,13,Type-C,-0.988436,-0.985409,0.003027,5
abortion,scale_free,0.75,5,14,Type-C,-0.953908,-0.954134,0.000226,5
abortion,scale_free,0.75,5,15,Type-C,-0.986385,-0.98582,0.000565,5
abortion,scale_free,0.75,5,16,Type-C,-0.98682,-0.985733,0.001088,5
abortion,scale_free,0.75,5,17,Type-C,-0.859085,-0.873754,0.014669,5
abortion,scale_free,0.75,5,18,Type-C,-0.953137,-0.954288,0.001152,5
abortion,scale_free,0.75,5,19,Type-C,-0.960329,-0.959258,0.001071,5
abortion,scale_free,0.75,5,20,Type-C,-0.901789,-0.906423,0.004634,5
abortion,scale_free,0.75,5,21,Type-C,-0.906004,-0.924374,0.01837,5
abortion,scale_free,0.75,5,22,Type-L,-0.746999,-0.986609,0.23961,5
abortion,scale_free,0.75,5,23,Type-C,-0.96062,-0.9592,0.00142,5
abortion,scale_free,0.75,5,24,Type-C,-0.968645,-0.968908,0.000263,5
abortion,scale_free,0.75,5,25,Type-C,-0.984798,-0.984858,6e-05,5
abortion,scale_free,0.75,5,26,Type-C,-0.981727,-0.982611,0.000884,5
abortion,scale_free,0.75,5,27,Type-L,-0.567352,-0.655535,0.088183,5
abortion,scale_free,0.75,5,28,Type-C,-0.481407,-0.520941,0.039533,5
abortion,scale_free,0.75,5,29,Type-C,-0.632971,-0.642411,0.009439,5
abortion,scale_free,0.75,5,30,Type-L,-0.704086,-0.699035,0.00505,5
abortion,scale_free,0.75,5,31,Type-C,-0.504848,-0.516253,0.011405,5
abortion,scale_free,0.75,5,32,Type-C,-0.688769,-0.702099,0.013329,5
abortion,scale_free,0.75,5,33,Type-C,0.18802,0.236449,0.048429,5
abortion,scale_free,0.75,5,34,Type-L,0.145038,0.132822,0.012216,5
abortion,scale_free,0.75,5,35,Type-C,-0.193813,-0.216962,0.023149,5
abortion,scale_free,0.75,5,36,Type-L,0.556254,0.872265,0.316011,5
abortion,scale_free,0.75,5,37,Type-C,0.276995,0.272477,0.004519,5
abortion,scale_free,0.75,5,38,Type-C,0.241819,0.225689,0.01613,5
abortion,scale_free,0.75,5,39,Type-L,0.414152,0.425437,0.011285,5
abortion,scale_free,0.75,5,40,Type-C,0.431531,0.421961,0.00957,5
abortion,scale_free,0.75,5,41,Type-C,0.918535,0.89444,0.024095,5
abortion,scale_free,0.75,5,42,Type-L,0.367302,0.872265,0.504963,5
abortion,scale_free,0.75,5,43,Type-C,0.918012,0.894545,0.023467,5
abortion,scale_free,0.75,5,44,Type-C,0.848503,0.886272,0.037769,5
abortion,scale_free,0.75,5,45,Type-L,0.4951,0.908447,0.413347,5
abortion,scale_free,0.75,5,46,Type-C,0.871789,0.881614,0.009825,5
abortion,scale_free,0.75,5,47,Type-C,0.92382,0.893383,0.030437,5
abortion,scale_free,0.75,5,48,Type-L,0.812945,0.908447,0.095502,5
abortion,scale_free,0.75,5,49,Type-C,0.910078,0.896132,0.013946,5
abortion,scale_free,0.75,6,0,Type-C,-0.947051,-0.948373,0.001322,5
abortion,scale_free,0.75,6,1,Type-C,-0.884965,-0.905578,0.020613,5
abortion,scale_free,0.75,6,2,Type-C,-0.98605,-0.984894,0.001156,5
abortion,scale_free,0.75,6,3,Type-L,-0.613578,-0.983881,0.370303,5
abortion,scale_free,0.75,6,4,Type-C,-0.983307,-0.984506,0.001199,5
abortion,scale_free,0.75,6,5,Type-C,-0.953252,-0.953975,0.000723,5
abortion,scale_free,0.75,6,6,Type-C,-0.962198,-0.962358,0.000159,5
abortion,scale_free,0.75,6,7,Type-C,-0.953204,-0.953984,0.00078,5
abortion,scale_free,0.75,6,8,Type-C,-0.983311,-0.984505,0.001195,5
abortion,scale_free,0.75,6,9,Type-C,-0.968664,-0.966869,0.001796,5
abortion,scale_free,0.75,6,10,Type-L,-0.289884,-0.952186,0.662302,5
abortion,scale_free,0.75,6,11,Type-C,-0.983612,-0.984445,0.000833,5
abortion,scale_free,0.75,6,12,Type-C,-0.927988,-0.921252,0.006735,5
abortion,scale_free,0.75,6,13,Type-C,-0.98781,-0.984542,0.003268,5
abortion,scale_free,0.75,6,14,Type-C,-0.954104,-0.953804,0.0003,5
abortion,scale_free,0.75,6,15,Type-L,0.385857,-0.985443,1.371299,5
abortion,scale_free,0.75,6,16,Type-L,0.00811,-0.985443,0.993553,5
abortion,scale_free,0.75,6,17,Type-C,-0.831808,-0.83452,0.002713,5
abortion,scale_free,0.75,6,18,Type-C,-0.953316,-0.953962,0.000645,5
abortion,scale_free,0.75,6,19,Type-C,-0.962419,-0.962314,0.000105,5
abortion,scale_free,0.75,6,20,Type-C,-0.902675,-0.926315,0.02364,5
abortion,scale_free,0.75,6,21,Type-C,-0.918367,-0.923177,0.004809,5
abortion,scale_free,0.75,6,22,Type-C,-0.986431,-0.984818,0.001613,5
abortion,scale_free,0.75,6,23,Type-C,-0.962672,-0.962263,0.000409,5
abortion,scale_free,0.75,6,24,Type-C,-0.963929,-0.962011,0.001917,5
abortion,scale_free,0.75,6,25,Type-L,-0.424693,-0.983881,0.559188,5
abortion,scale_free,0.75,6,26,Type-C,-0.983126,-0.984542,0.001416,5
abortion,scale_free,0.75,6,27,Type-C,-0.706772,-0.726982,0.020209,5
abortion,scale_free,0.75,6,28,Type-C,-0.374728,-0.350633,0.024095,5
abortion,scale_free,0.75,6,29,Type-L,-0.733297,-0.721677,0.01162,5
abortion,scale_free,0.75,6,30,Type-L,-0.733297,-0.721677,0.01162,5
abortion,scale_free,0.75,6,31,Type-L,-0.255236,-0.481931,0.226695,5
abortion,scale_free,0.75,6,32,Type-C,-0.722929,-0.72375,0.000822,5
abortion,scale_free,0.75,6,33,Type-C,0.175692,0.21612,0.040428,5
abortion,scale_free,0.75,6,34,Type-C,0.021191,0.016999,0.004192,5
abortion,scale_free,0.75,6,35,Type-C,-0.169773,-0.178109,0.008336,5
abortion,scale_free,0.75,6,36,Type-C,0.8241,0.856287,0.032187,5
abortion,scale_free,0.75,6,37,Type-C,0.33924,0.356241,0.017001,5
abortion,scale_free,0.75,6,38,Type-C,0.326203,0.358848,0.032645,5
abortion,scale_free,0.75,6,39,Type-C,0.452815,0.431971,0.020844,5
abortion,scale_free,0.75,6,40,Type-C,0.440637,0.434406,0.006231,5
abortion,scale_free,0.75,6,41,Type-L,0.980926,0.938422,0.042503,5
abortion,scale_free,0.75,6,42,Type-C,0.883087,0.89943,0.016343,5
abortion,scale_free,0.75,6,43,Type-L,0.942614,0.946084,0.00347,5
abortion,scale_free,0.75,6,44,Type-L,0.667918,0.887524,0.219607,5
abortion,scale_free,0.75,6,45,Type-C,0.926918,0.929922,0.003005,5
abortion,scale_free,0.75,6,46,Type-C,0.884419,0.899163,0.014745,5
abortion,scale_free,0.75,6,47,Type-C,0.957193,0.943169,0.014025,5
abortion,scale_free,0.75,6,48,Type-L,0.919096,0.950788,0.031691,5
abortion,scale_free,0.75,6,49,Type-C,0.946289,0.94535,0.000939,5
abortion,scale_free,0.75,7,0,Type-C,-0.951695,-0.955286,0.00359,5
abortion,scale_free,0.75,7,1,Type-C,-0.882148,-0.906417,0.024269,5
abortion,scale_free,0.75,7,2,Type-C,-0.985945,-0.984727,0.001218,5
abortion,scale_free,0.75,7,3,Type-C,-0.982553,-0.983607,0.001054,5
abortion,scale_free,0.75,7,4,Type-C,-0.982636,-0.983591,0.000955,5
abortion,scale_free,0.75,7,5,Type-C,-0.953308,-0.954963,0.001656,5
abortion,scale_free,0.75,7,6,Type-C,-0.962504,-0.959253,0.003251,5
abortion,scale_free,0.75,7,7,Type-C,-0.953267,-0.954971,0.001704,5
abortion,scale_free,0.75,7,8,Type-C,-0.982708,-0.983576,0.000869,5
abortion,scale_free,0.75,7,9,Type-C,-0.971308,-0.966739,0.004569,5
abortion,scale_free,0.75,7,10,Type-L,-0.403369,-0.953161,0.549793,5
abortion,scale_free,0.75,7,11,Type-L,-0.063137,-0.982929,0.919791,5
abortion,scale_free,0.75,7,12,Type-L,0.041576,-0.926244,0.96782,5
abortion,scale_free,0.75,7,13,Type-C,-0.987691,-0.984378,0.003314,5
abortion,scale_free,0.75,7,14,Type-C,-0.95416,-0.954793,0.000632,5
abortion,scale_free,0.75,7,15,Type-L,-0.783013,-0.985389,0.202376,5
abortion,scale_free,0.75,7,16,Type-L,-0.185237,-0.985389,0.800152,5
abortion,scale_free,0.75,7,17,Type-L,0.226556,-0.892193,1.118749,5
abortion,scale_free,0.75,7,18,Type-C,-0.953376,-0.95495,0.001573,5
abortion,scale_free,0.75,7,19,Type-C,-0.962318,-0.962876,0.000559,5
abortion,scale_free,0.75,7,20,Type-C,-0.918901,-0.933125,0.014224,5
abortion,scale_free,0.75,7,21,Type-C,-0.925207,-0.931864,0.006657,5
abortion,scale_free,0.75,7,22,Type-C,-0.986314,-0.984653,0.001661,5
abortion,scale_free,0.75,7,23,Type-C,-0.962574,-0.962825,0.000251,5
abortion,scale_free,0.75,7,24,Type-C,-0.963835,-0.962573,0.001262,5
abortion,scale_free,0.75,7,25,Type-C,-0.984286,-0.984031,0.000254,5
abortion,scale_free,0.75,7,26,Type-C,-0.982462,-0.983625,0.001163,5
abortion,scale_free,0.75,7,27,Type-C,-0.666576,-0.671065,0.004489,5
abortion,scale_free,0.75,7,28,Type-C,-0.468944,-0.495439,0.026496,5
abortion,scale_free,0.75,7,29,Type-C,-0.669789,-0.670422,0.000634,5
abortion,scale_free,0.75,7,30,Type-L,-0.672356,-0.669909,0.002447,5
abortion,scale_free,0.75,7,31,Type-C,-0.552226,-0.576207,0.02398,5
abortion,scale_free,0.75,7,32,Type-C,-0.67794,-0.668792,0.009148,5
abortion,scale_free,0.75,7,33,Type-L,0.034606,0.070271,0.035665,5
abortion,scale_free,0.75,7,34,Type-C,0.050856,0.067021,0.016165,5
abortion,scale_free,0.75,7,35,Type-L,0.431255,-0.024267,0.455523,5
abortion,scale_free,0.75,7,36,Type-C,0.835972,0.872009,0.036037,5
abortion,scale_free,0.75,7,37,Type-C,0.304184,0.309159,0.004975,5
abortion,scale_free,0.75,7,38,Type-L,0.095504,0.350895,0.255391,5
abortion,scale_free,0.75,7,39,Type-C,0.450244,0.42804,0.022204,5
abortion,scale_free,0.75,7,40,Type-C,0.342234,0.301549,0.040685,5
abortion,scale_free,0.75,7,41,Type-L,0.899517,0.924341,0.024825,5
abortion,scale_free,0.75,7,42,Type-C,0.859514,0.867301,0.007787,5
abortion,scale_free,0.75,7,43,Type-C,0.93296,0.917653,0.015307,5
abortion,scale_free,0.75,7,44,Type-C,0.839044,0.871395,0.032351,5
abortion,scale_free,0.75,7,45,Type-C,0.921337,0.919977,0.001359,5
abortion,scale_free,0.75,7,46,Type-C,0.862454,0.866713,0.004259,5
abortion,scale_free,0.75,7,47,Type-C,0.940126,0.91622,0.023906,5
abortion,scale_free,0.75,7,48,Type-L,0.899517,0.924341,0.024825,5
abortion,scale_free,0.75,7,49,Type-C,0.927768,0.918691,0.009077,5
abortion,scale_free,0.75,8,0,Type-C,-0.952635,-0.956339,0.003704,5
abortion,scale_free,0.75,8,1,Type-C,-0.864831,-0.877369,0.012538,5
abortion,scale_free,0.75,8,2,Type-C,-0.987845,-0.987754,9.2e-05,5
abortion,scale_free,0.75,8,3,Type-C,-0.981574,-0.982099,0.000525,5
abortion,scale_free,0.75,8,4,Type-L,-0.301533,-0.980854,0.679321,5
abortion,scale_free,0.75,8,5,Type-C,-0.954302,-0.956006,0.001704,5
abortion,scale_free,0.75,8,6,Type-C,-0.958865,-0.957851,0.001013,5
abortion,scale_free,0.75,8,7,Type-C,-0.954104,-0.956045,0.001942,5
abortion,scale_free,0.75,8,8,Type-C,-0.983387,-0.984623,0.001236,5
abortion,scale_free,0.75,8,9,Type-C,-0.973411,-0.974409,0.000998,5
abortion,scale_free,0.75,8,10,Type-L,-0.403369,-0.95501,0.551642,5
abortion,scale_free,0.75,8,11,Type-L,-0.749292,-0.983731,0.23444,5
abortion,scale_free,0.75,8,12,Type-L,0.186625,-0.947403,1.134028,5
abortion,scale_free,0.75,8,13,Type-C,-0.989841,-0.987355,0.002486,5
abortion,scale_free,0.75,8,14,Type-C,-0.955148,-0.955836,0.000689,5
abortion,scale_free,0.75,8,15,Type-C,-0.9878,-0.987763,3.7e-05,5
abortion,scale_free,0.75,8,16,Type-C,-0.988193,-0.987684,0.000509,5
abortion,scale_free,0.75,8,17,Type-C,-0.809986,-0.800036,0.00995,5
abortion,scale_free,0.75,8,18,Type-L,-0.308919,-0.95501,0.646091,5
abortion,scale_free,0.75,8,19,Type-C,-0.959277,-0.957768,0.001509,5
abortion,scale_free,0.75,8,20,Type-C,-0.920827,-0.936204,0.015376,5
abortion,scale_free,0.75,8,21,Type-L,0.194091,-0.92934,1.12343,5
abortion,scale_free,0.75,8,22,Type-C,-0.988422,-0.987638,0.000783,5
abortion,scale_free,0.75,8,23,Type-L,0.17527,-0.958803,1.134073,5
abortion,scale_free,0.75,8,24,Type-C,-0.966425,-0.965617,0.000808,5
abortion,scale_free,0.75,8,25,Type-C,-0.984513,-0.984398,0.000115,5
abortion,scale_free,0.75,8,26,Type-C,-0.981384,-0.982137,0.000753,5
abortion,scale_free,0.75,8,27,Type-C,-0.719009,-0.750013,0.031004,5
abortion,scale_free,0.75,8,28,Type-C,-0.362865,-0.3324,0.030465,5
abortion,scale_free,0.75,8,29,Type-C,-0.728682,-0.748078,0.019396,5
abortion,scale_free,0.75,8,30,Type-L,-0.725558,-0.748703,0.023145,5
abortion,scale_free,0.75,8,31,Type-C,-0.372608,-0.330451,0.042157,5
abortion,scale_free,0.75,8,32,Type-C,-0.736547,-0.746506,0.009959,5
abortion,scale_free,0.75,8,33,Type-C,0.158947,0.187997,0.029049,5
abortion,scale_free,0.75,8,34,Type-C,0.126452,0.194496,0.068043,5
abortion,scale_free,0.75,8,35,Type-C,-0.275572,-0.349859,0.074287,5
abortion,scale_free,0.75,8,36,Type-C,0.820135,0.85065,0.030514,5
abortion,scale_free,0.75,8,37,Type-C,0.271656,0.268244,0.003411,5
abortion,scale_free,0.75,8,38,Type-L,0.257544,0.271067,0.013522,5
abortion,scale_free,0.75,8,39,Type-C,0.332043,0.256167,0.075876,5
abortion,scale_free,0.75,8,40,Type-L,0.27173,0.26823,0.0035,5
abortion,scale_free,0.75,8,41,Type-C,0.909689,0.880646,0.029043,5
abortion,scale_free,0.75,8,42,Type-C,0.842545,0.846168,0.003622,5
abortion,scale_free,0.75,8,43,Type-L,0.285814,0.893787,0.607973,5
abortion,scale_free,0.75,8,44,Type-C,0.823026,0.850072,0.027046,5
abortion,scale_free,0.75,8,45,Type-C,0.897047,0.883175,0.013872,5
abortion,scale_free,0.75,8,46,Type-C,0.846645,0.845348,0.001297,5
abortion,scale_free,0.75,8,47,Type-C,0.915026,0.879579,0.035447,5
abortion,scale_free,0.75,8,48,Type-L,0.843985,0.893787,0.049803,5
abortion,scale_free,0.75,8,49,Type-C,0.900529,0.882479,0.018051,5
abortion,scale_free,0.75,9,0,Type-C,-0.947779,-0.949595,0.001817,5
abortion,scale_free,0.75,9,1,Type-C,-0.869249,-0.884778,0.015529,5
abortion,scale_free,0.75,9,2,Type-C,-0.986831,-0.986139,0.000692,5
abortion,scale_free,0.75,9,3,Type-C,-0.981008,-0.981227,0.00022,5
abortion,scale_free,0.75,9,4,Type-C,-0.980915,-0.981246,0.000331,5
abortion,scale_free,0.75,9,5,Type-C,-0.951751,-0.952827,0.001077,5
abortion,scale_free,0.75,9,6,Type-C,-0.958284,-0.957383,0.000901,5
abortion,scale_free,0.75,9,7,Type-C,-0.951945,-0.952788,0.000843,5
abortion,scale_free,0.75,9,8,Type-C,-0.981163,-0.981196,3.4e-05,5
abortion,scale_free,0.75,9,9,Type-C,-0.976429,-0.979186,0.002757,5
abortion,scale_free,0.75,9,10,Type-L,-0.188469,-0.951521,0.763051,5
abortion,scale_free,0.75,9,11,Type-C,-0.982733,-0.982963,0.000229,5
abortion,scale_free,0.75,9,12,Type-C,-0.938152,-0.951521,0.013369,5
abortion,scale_free,0.75,9,13,Type-C,-0.988694,-0.985766,0.002928,5
abortion,scale_free,0.75,9,14,Type-C,-0.954209,-0.954526,0.000317,5
abortion,scale_free,0.75,9,15,Type-L,-0.774773,-0.986958,0.212185,5
abortion,scale_free,0.75,9,16,Type-C,-0.987072,-0.98609,0.000981,5
abortion,scale_free,0.75,9,17,Type-C,-0.811434,-0.802215,0.009219,5
abortion,scale_free,0.75,9,18,Type-C,-0.95192,-0.952794,0.000874,5
abortion,scale_free,0.75,9,19,Type-C,-0.95873,-0.957294,0.001437,5
abortion,scale_free,0.75,9,20,Type-L,-0.415763,-0.93177,0.516007,5
abortion,scale_free,0.75,9,21,Type-L,0.867396,-0.93177,1.799166,5
abortion,scale_free,0.75,9,22,Type-C,-0.987297,-0.986045,0.001251,5
abortion,scale_free,0.75,9,23,Type-L,-0.394042,-0.958656,0.564614,5
abortion,scale_free,0.75,9,24,Type-C,-0.970111,-0.971073,0.000962,5
abortion,scale_free,0.75,9,25,Type-C,-0.984897,-0.985019,0.000122,5
abortion,scale_free,0.75,9,26,Type-L,0.033097,-0.980449,1.013546,5
abortion,scale_free,0.75,9,27,Type-L,-0.711283,-0.669799,0.041485,5
abortion,scale_free,0.75,9,28,Type-C,-0.409273,-0.436007,0.026734,5
abortion,scale_free,0.75,9,29,Type-C,-0.674843,-0.677087,0.002244,5
abortion,scale_free,0.75,9,30,Type-L,-0.634679,-0.73799,0.103311,5
abortion,scale_free,0.75,9,31,Type-C,-0.547082,-0.50572,0.041362,5
abortion,scale_free,0.75,9,32,Type-C,-0.717617,-0.721402,0.003786,5
abortion,scale_free,0.75,9,33,Type-L,0.212549,-0.001589,0.214139,5
abortion,scale_free,0.75,9,34,Type-C,-0.028932,0.046707,0.075639,5
abortion,scale_free,0.75,9,35,Type-C,-0.161879,-0.197524,0.035645,5
abortion,scale_free,0.75,9,36,Type-C,0.782773,0.798455,0.015682,5
abortion,scale_free,0.75,9,37,Type-C,0.338236,0.357374,0.019138,5
abortion,scale_free,0.75,9,38,Type-L,0.546706,0.31568,0.231026,5
abortion,scale_free,0.75,9,39,Type-C,0.535905,0.452652,0.083253,5
abortion,scale_free,0.75,9,40,Type-C,0.458614,0.46811,0.009496,5
abortion,scale_free,0.75,9,41,Type-C,0.925533,0.896021,0.029511,5
abortion,scale_free,0.75,9,42,Type-C,0.827326,0.821593,0.005733,5
abortion,scale_free,0.75,9,43,Type-L,0.707154,0.912516,0.205362,5
abortion,scale_free,0.75,9,44,Type-C,0.785239,0.797962,0.012723,5
abortion,scale_free,0.75,9,45,Type-L,0.843062,0.912516,0.069453,5
abortion,scale_free,0.75,9,46,Type-C,0.829496,0.821159,0.008336,5
abortion,scale_free,0.75,9,47,Type-C,0.930784,0.894971,0.035813,5
abortion,scale_free,0.75,9,48,Type-C,0.921349,0.896858,0.02449,5
abortion,scale_free,0.75,9,49,Type-C,0.917515,0.897625,0.019891,5
abortion,scale_free,0.75,10,0,Type-C,-0.951192,-0.954247,0.003055,5
abortion,scale_free,0.75,10,1,Type-C,-0.898238,-0.933503,0.035265,5
abortion,scale_free,0.75,10,2,Type-C,-0.987392,-0.987031,0.000361,5
abortion,scale_free,0.75,10,3,Type-C,-0.98119,-0.981508,0.000318,5
abortion,scale_free,0.75,10,4,Type-C,-0.979304,-0.979051,0.000252,5
abortion,scale_free,0.75,10,5,Type-C,-0.952778,-0.95393,0.001152,5
abortion,scale_free,0.75,10,6,Type-L,-0.587545,-0.954247,0.366701,5
abortion,scale_free,0.75,10,7,Type-C,-0.952814,-0.953922,0.001108,5
abortion,scale_free,0.75,10,8,Type-C,-0.981345,-0.981477,0.000132,5
abortion,scale_free,0.75,10,9,Type-C,-0.976675,-0.979577,0.002902,5
abortion,scale_free,0.75,10,10,Type-L,-0.402311,-0.952659,0.550348,5
abortion,scale_free,0.75,10,11,Type-C,-0.982935,-0.983303,0.000368,5
abortion,scale_free,0.75,10,12,Type-C,-0.924129,-0.928325,0.004196,5
abortion,scale_free,0.75,10,13,Type-C,-0.989328,-0.986644,0.002684,5
abortion,scale_free,0.75,10,14,Type-C,-0.953634,-0.953758,0.000124,5
abortion,scale_free,0.75,10,15,Type-C,-0.987283,-0.987053,0.00023,5
abortion,scale_free,0.75,10,16,Type-C,-0.987692,-0.986971,0.00072,5
abortion,scale_free,0.75,10,17,Type-L,-0.045203,-0.922595,0.877391,5
abortion,scale_free,0.75,10,18,Type-C,-0.952879,-0.953909,0.00103,5
abortion,scale_free,0.75,10,19,Type-L,-0.14068,-0.954247,0.813567,5
abortion,scale_free,0.75,10,20,Type-C,-0.91669,-0.929812,0.013123,5
abortion,scale_free,0.75,10,21,Type-C,-0.922725,-0.928605,0.00588,5
abortion,scale_free,0.75,10,22,Type-C,-0.987919,-0.986926,0.000993,5
abortion,scale_free,0.75,10,23,Type-C,-0.959129,-0.957043,0.002086,5
abortion,scale_free,0.75,10,24,Type-C,-0.973111,-0.975529,0.002417,5
abortion,scale_free,0.75,10,25,Type-L,-0.278219,-0.986644,0.708425,5
abortion,scale_free,0.75,10,26,Type-L,0.721674,-0.98029,1.701964,5
abortion,scale_free,0.75,10,27,Type-C,-0.625386,-0.609045,0.016341,5
abortion,scale_free,0.75,10,28,Type-C,-0.461156,-0.48347,0.022314,5
abortion,scale_free,0.75,10,29,Type-C,-0.623523,-0.609417,0.014106,5
abortion,scale_free,0.75,10,30,Type-L,-0.676504,-0.598821,0.077682,5
abortion,scale_free,0.75,10,31,Type-C,-0.525752,-0.539984,0.014232,5
abortion,scale_free,0.75,10,32,Type-C,-0.6319,-0.607742,0.024158,5
abortion,scale_free,0.75,10,33,Type-C,0.096529,0.083161,0.013368,5
abortion,scale_free,0.75,10,34,Type-C,0.011523,0.000696,0.010827,5
abortion,scale_free,0.75,10,35,Type-C,-0.16538,-0.170978,0.005598,5
abortion,scale_free,0.75,10,36,Type-L,0.831051,0.842224,0.011173,5
abortion,scale_free,0.75,10,37,Type-C,0.331951,0.34648,0.014529,5
abortion,scale_free,0.75,10,38,Type-C,0.258213,0.251852,0.006361,5
abortion,scale_free,0.75,10,39,Type-L,0.418874,0.454124,0.03525,5
abortion,scale_free,0.75,10,40,Type-L,0.400386,0.457822,0.057435,5
abortion,scale_free,0.75,10,41,Type-C,0.931578,0.913437,0.018141,5
abortion,scale_free,0.75,10,42,Type-C,0.865172,0.875894,0.010722,5
abortion,scale_free,0.75,10,43,Type-C,0.9299,0.913772,0.016128,5
abortion,scale_free,0.75,10,44,Type-L,0.558397,0.824813,0.266416,5
abortion,scale_free,0.75,10,45,Type-C,0.918105,0.916131,0.001974,5
abortion,scale_free,0.75,10,46,Type-C,0.867727,0.875383,0.007656,5
abortion,scale_free,0.75,10,47,Type-L,0.838442,0.926207,0.087765,5
abortion,scale_free,0.75,10,48,Type-C,0.927306,0.914291,0.013016,5
abortion,scale_free,0.75,10,49,Type-C,0.924143,0.914923,0.00922,5
abortion,scale_free,0.875,1,0,Type-C,-0.951452,-0.954624,0.003172,5
abortion,scale_free,0.875,1,1,Type-C,-0.884664,-0.910695,0.026031,5
abortion,scale_free,0.875,1,2,Type-C,-0.986666,-0.985877,0.000789,5
abortion,scale_free,0.875,1,3,Type-C,-0.9819,-0.982602,0.000703,5
abortion,scale_free,0.875,1,4,Type-C,-0.981908,-0.982601,0.000693,5
abortion,scale_free,0.875,1,5,Type-C,-0.953053,-0.954304,0.001252,5
abortion,scale_free,0.875,1,6,Type-C,-0.95998,-0.959328,0.000652,5
abortion,scale_free,0.875,1,7,Type-C,-0.953047,-0.954305,0.001259,5
abortion,scale_free,0.875,1,8,Type-C,-0.982054,-0.982571,0.000517,5
abortion,scale_free,0.875,1,9,Type-L,-0.557328,-0.97925,0.421923,5
abortion,scale_free,0.875,1,10,Type-L,-0.40337,-0.952919,0.549549,5
abortion,scale_free,0.875,1,11,Type-C,-0.982453,-0.982491,3.8e-05,5
abortion,scale_free,0.875,1,12,Type-C,-0.910205,-0.905587,0.004618,5
abortion,scale_free,0.875,1,13,Type-C,-0.988507,-0.985509,0.002998,5
abortion,scale_free,0.875,1,14,Type-C,-0.953907,-0.954133,0.000227,5
abortion,scale_free,0.875,1,15,Type-C,-0.986456,-0.985919,0.000538,5
abortion,scale_free,0.875,1,16,Type-L,-0.064131,-0.986719,0.922589,5
abortion,scale_free,0.875,1,17,Type-C,-0.883438,-0.910941,0.027503,5
abortion,scale_free,0.875,1,18,Type-C,-0.953136,-0.954288,0.001152,5
abortion,scale_free,0.875,1,19,Type-C,-0.960329,-0.959258,0.00107,5
abortion,scale_free,0.875,1,20,Type-C,-0.902062,-0.907216,0.005154,5
abortion,scale_free,0.875,1,21,Type-C,-0.906321,-0.906364,4.3e-05,5
