topic,network,alpha,seed,agent,type,z,z_neighbors,gap,degree
gun_control,scale_free,0.25,5,5,Type-L,-0.666365,-0.962423,0.296057,5
gun_control,scale_free,0.25,5,6,Type-L,-0.631246,-0.962423,0.331177,5
gun_control,scale_free,0.25,5,7,Type-C,-0.968308,-0.954091,0.014217,5
gun_control,scale_free,0.25,5,8,Type-L,-0.095026,-0.776407,0.681381,5
gun_control,scale_free,0.25,5,9,Type-L,-0.114858,-0.650214,0.535355,5
gun_control,scale_free,0.25,5,10,Type-L,-0.071347,-0.962423,0.891076,5
gun_control,scale_free,0.25,5,11,Type-C,-0.958443,-0.956064,0.002378,5
gun_control,scale_free,0.25,5,12,Type-L,0.458031,-0.962423,1.420453,5
gun_control,scale_free,0.25,5,13,Type-L,-0.182501,-0.962423,0.779922,5
gun_control,scale_free,0.25,5,14,Type-L,-0.618463,-0.711852,0.093389,5
gun_control,scale_free,0.25,5,15,Type-L,-0.666071,-0.954048,0.287977,5
gun_control,scale_free,0.25,5,16,Type-C,-0.962816,-0.95519,0.007626,5
gun_control,scale_free,0.25,5,17,Type-C,-0.926652,-0.962423,0.035771,5
gun_control,scale_free,0.25,5,18,Type-L,-0.370611,-0.650214,0.279603,5
gun_control,scale_free,0.25,5,19,Type-L,-0.170573,-0.490859,0.320286,5
gun_control,scale_free,0.25,5,20,Type-L,-0.226597,-0.549951,0.323354,5
gun_control,scale_free,0.25,5,21,Type-L,-0.394758,-0.457227,0.062468,5
gun_control,scale_free,0.25,5,22,Type-L,-0.108744,-0.322737,0.213993,5
gun_control,scale_free,0.25,5,23,Type-C,-0.439218,-0.448335,0.009117,5
gun_control,scale_free,0.25,5,24,Type-L,-0.041574,-0.269008,0.227434,5
gun_control,scale_free,0.25,5,25,Type-L,0.05779,0.025599,0.032191,5
gun_control,scale_free,0.25,5,26,Type-L,0.268342,-0.102196,0.370539,5
gun_control,scale_free,0.25,5,27,Type-L,0.086998,0.163408,0.07641,5
gun_control,scale_free,0.25,5,28,Type-L,0.086998,0.019757,0.06724,5
gun_control,scale_free,0.25,5,29,Type-L,0.066919,-0.170986,0.237905,5
gun_control,scale_free,0.25,5,30,Type-L,0.584275,0.640955,0.05668,5
gun_control,scale_free,0.25,5,31,Type-C,0.336992,0.352633,0.01564,5
gun_control,scale_free,0.25,5,32,Type-L,0.466943,0.560716,0.093773,5
gun_control,scale_free,0.25,5,33,Type-L,0.48285,0.458637,0.024213,5
gun_control,scale_free,0.25,5,34,Type-L,0.510597,0.453087,0.05751,5
gun_control,scale_free,0.25,5,35,Type-C,0.57199,0.570347,0.001642,5
gun_control,scale_free,0.25,5,36,Type-L,0.73895,0.560716,0.178235,5
gun_control,scale_free,0.25,5,37,Type-L,0.636691,0.864821,0.22813,5
gun_control,scale_free,0.25,5,38,Type-L,0.70276,0.864821,0.16206,5
gun_control,scale_free,0.25,5,39,Type-L,0.813292,0.864821,0.051529,5
gun_control,scale_free,0.25,5,40,Type-L,0.629077,0.864821,0.235744,5
gun_control,scale_free,0.25,5,41,Type-C,0.872976,0.856547,0.01643,5
gun_control,scale_free,0.25,5,42,Type-L,0.835427,0.864057,0.02863,5
gun_control,scale_free,0.25,5,43,Type-C,0.867685,0.857605,0.01008,5
gun_control,scale_free,0.25,5,44,Type-L,0.52062,0.864821,0.344201,5
gun_control,scale_free,0.25,5,45,Type-L,0.857449,0.859652,0.002204,5
gun_control,scale_free,0.25,5,46,Type-C,0.890567,0.853029,0.037538,5
gun_control,scale_free,0.25,5,47,Type-L,0.616096,0.864821,0.248724,5
gun_control,scale_free,0.25,5,48,Type-L,0.831607,0.864821,0.033214,5
gun_control,scale_free,0.25,5,49,Type-L,0.620148,0.864821,0.244672,5
gun_control,scale_free,0.25,6,0,Type-C,-0.898016,-0.863265,0.034752,5
gun_control,scale_free,0.25,6,1,Type-C,-0.912097,-0.860448,0.051649,5
gun_control,scale_free,0.25,6,2,Type-C,-0.899846,-0.862899,0.036948,5
gun_control,scale_free,0.25,6,3,Type-L,-0.116745,-0.894591,0.777846,5
gun_control,scale_free,0.25,6,4,Type-L,0.381671,-0.894591,1.276262,5
gun_control,scale_free,0.25,6,5,Type-C,-0.89838,-0.863192,0.035188,5
gun_control,scale_free,0.25,6,6,Type-L,-0.049173,-0.894591,0.845418,5
gun_control,scale_free,0.25,6,7,Type-L,-0.686518,-0.894591,0.208073,5
gun_control,scale_free,0.25,6,8,Type-L,-0.09405,-0.785669,0.691619,5
gun_control,scale_free,0.25,6,9,Type-C,-0.741383,-0.733722,0.007661,5
gun_control,scale_free,0.25,6,10,Type-L,0.069779,-0.894591,0.96437,5
gun_control,scale_free,0.25,6,11,Type-L,0.349604,-0.894591,1.244195,5
gun_control,scale_free,0.25,6,12,Type-L,-0.120597,-0.894591,0.773995,5
gun_control,scale_free,0.25,6,13,Type-L,0.013121,-0.894591,0.907712,5
gun_control,scale_free,0.25,6,14,Type-L,-0.490099,-0.744695,0.254596,5
gun_control,scale_free,0.25,6,15,Type-L,-0.720928,-0.894591,0.173663,5
gun_control,scale_free,0.25,6,16,Type-L,0.266794,-0.894591,1.161385,5
gun_control,scale_free,0.25,6,17,Type-C,-0.864616,-0.869945,0.005328,5
gun_control,scale_free,0.25,6,18,Type-L,-0.291981,-0.709075,0.417094,5
gun_control,scale_free,0.25,6,19,Type-L,-0.160225,-0.416735,0.25651,5
gun_control,scale_free,0.25,6,20,Type-L,0.272507,-0.591489,0.863997,5
gun_control,scale_free,0.25,6,21,Type-C,-0.384283,-0.371923,0.01236,5
gun_control,scale_free,0.25,6,22,Type-L,-0.7034,-0.311476,0.391924,5
gun_control,scale_free,0.25,6,23,Type-L,-0.693147,-0.311476,0.381671,5
gun_control,scale_free,0.25,6,24,Type-C,-0.230793,-0.214766,0.016027,5
gun_control,scale_free,0.25,6,25,Type-L,0.068457,0.074741,0.006284,5
gun_control,scale_free,0.25,6,26,Type-L,0.209338,-0.108158,0.317496,5
gun_control,scale_free,0.25,6,27,Type-L,0.436719,0.260063,0.176656,5
gun_control,scale_free,0.25,6,28,Type-L,0.236211,0.046565,0.189647,5
gun_control,scale_free,0.25,6,29,Type-L,0.315465,-0.184068,0.499533,5
gun_control,scale_free,0.25,6,30,Type-L,0.765877,0.712801,0.053076,5
gun_control,scale_free,0.25,6,31,Type-L,0.130641,0.308907,0.178266,5
gun_control,scale_free,0.25,6,32,Type-C,0.551234,0.550071,0.001163,5
gun_control,scale_free,0.25,6,33,Type-C,0.428977,0.455026,0.026049,5
gun_control,scale_free,0.25,6,34,Type-L,0.576965,0.412673,0.164292,5
gun_control,scale_free,0.25,6,35,Type-L,0.530649,0.554189,0.023539,5
gun_control,scale_free,0.25,6,36,Type-L,0.576817,0.544955,0.031862,5
gun_control,scale_free,0.25,6,37,Type-L,0.48318,0.797631,0.314451,5
gun_control,scale_free,0.25,6,38,Type-C,0.846245,0.781557,0.064687,5
gun_control,scale_free,0.25,6,39,Type-C,0.844278,0.781951,0.062327,5
gun_control,scale_free,0.25,6,40,Type-L,0.524182,0.797631,0.273449,5
gun_control,scale_free,0.25,6,41,Type-L,0.508724,0.797631,0.288907,5
gun_control,scale_free,0.25,6,42,Type-L,0.340164,0.797631,0.457467,5
gun_control,scale_free,0.25,6,43,Type-L,0.689409,0.797631,0.108222,5
gun_control,scale_free,0.25,6,44,Type-L,0.541745,0.797631,0.255886,5
gun_control,scale_free,0.25,6,45,Type-L,0.765877,0.797631,0.031754,5
gun_control,scale_free,0.25,6,46,Type-L,0.765877,0.797631,0.031754,5
gun_control,scale_free,0.25,6,47,Type-L,0.507167,0.797631,0.290464,5
gun_control,scale_free,0.25,6,48,Type-L,0.765877,0.797631,0.031754,5
gun_control,scale_free,0.25,6,49,Type-L,0.466395,0.797631,0.331236,5
gun_control,scale_free,0.25,7,0,Type-L,-0.69917,-0.835457,0.136287,5
gun_control,scale_free,0.25,7,1,Type-L,-0.761158,-0.835457,0.074298,5
gun_control,scale_free,0.25,7,2,Type-L,-0.809759,-0.826489,0.01673,5
gun_control,scale_free,0.25,7,3,Type-C,-0.862436,-0.815954,0.046482,5
gun_control,scale_free,0.25,7,4,Type-C,-0.841909,-0.820059,0.02185,5
gun_control,scale_free,0.25,7,5,Type-L,-0.326278,-0.835457,0.509179,5
gun_control,scale_free,0.25,7,6,Type-C,-0.850353,-0.81837,0.031983,5
gun_control,scale_free,0.25,7,7,Type-L,-0.670993,-0.835457,0.164463,5
gun_control,scale_free,0.25,7,8,Type-L,-0.067643,-0.780592,0.71295,5
gun_control,scale_free,0.25,7,9,Type-C,-0.754297,-0.753887,0.00041,5
gun_control,scale_free,0.25,7,10,Type-L,-0.038503,-0.835457,0.796954,5
gun_control,scale_free,0.25,7,11,Type-L,0.762059,-0.835457,1.597516,5
gun_control,scale_free,0.25,7,12,Type-L,-0.764923,-0.835457,0.070534,5
gun_control,scale_free,0.25,7,13,Type-L,-0.27749,-0.835457,0.557967,5
gun_control,scale_free,0.25,7,14,Type-L,-0.659704,-0.780592,0.120889,5
gun_control,scale_free,0.25,7,15,Type-L,-0.812825,-0.825876,0.013051,5
gun_control,scale_free,0.25,7,16,Type-L,-0.186174,-0.835457,0.649283,5
gun_control,scale_free,0.25,7,17,Type-L,0.036667,-0.835457,0.872123,5
gun_control,scale_free,0.25,7,18,Type-L,-0.684468,-0.703718,0.01925,5
gun_control,scale_free,0.25,7,19,Type-L,-0.019933,-0.410605,0.390672,5
gun_control,scale_free,0.25,7,20,Type-L,-0.161583,-0.560944,0.399361,5
gun_control,scale_free,0.25,7,21,Type-C,-0.358846,-0.295613,0.063233,5
gun_control,scale_free,0.25,7,22,Type-L,-0.734425,-0.330147,0.404278,5
gun_control,scale_free,0.25,7,23,Type-L,-0.116895,-0.330147,0.213253,5
gun_control,scale_free,0.25,7,24,Type-C,-0.257414,-0.262074,0.00466,5
gun_control,scale_free,0.25,7,25,Type-L,0.206266,0.056666,0.1496,5
gun_control,scale_free,0.25,7,26,Type-C,-0.097872,-0.080911,0.016961,5
gun_control,scale_free,0.25,7,27,Type-L,0.206266,0.155355,0.050911,5
gun_control,scale_free,0.25,7,28,Type-L,0.098835,0.078153,0.020682,5
gun_control,scale_free,0.25,7,29,Type-L,-0.430708,-0.241788,0.188921,5
gun_control,scale_free,0.25,7,30,Type-L,0.524112,0.643221,0.119109,5
gun_control,scale_free,0.25,7,31,Type-L,0.576869,0.294756,0.282113,5
gun_control,scale_free,0.25,7,32,Type-L,0.507474,0.531196,0.023722,5
gun_control,scale_free,0.25,7,33,Type-L,0.507474,0.50681,0.000664,5
gun_control,scale_free,0.25,7,34,Type-C,0.454939,0.517317,0.062378,5
gun_control,scale_free,0.25,7,35,Type-L,0.524112,0.527868,0.003756,5
gun_control,scale_free,0.25,7,36,Type-C,0.523412,0.528008,0.004596,5
gun_control,scale_free,0.25,7,37,Type-L,0.927161,0.947362,0.020201,5
gun_control,scale_free,0.25,7,38,Type-L,0.941135,0.947117,0.005982,5
gun_control,scale_free,0.25,7,39,Type-C,0.95438,0.944469,0.009912,5
gun_control,scale_free,0.25,7,40,Type-L,0.940466,0.947251,0.006785,5
gun_control,scale_free,0.25,7,41,Type-L,0.939164,0.912833,0.026331,5
gun_control,scale_free,0.25,7,42,Type-L,0.829654,0.947362,0.117708,5
gun_control,scale_free,0.25,7,43,Type-C,0.904999,0.897764,0.007235,5
gun_control,scale_free,0.25,7,44,Type-L,0.939915,0.947362,0.007446,5
gun_control,scale_free,0.25,7,45,Type-C,0.960359,0.943273,0.017086,5
gun_control,scale_free,0.25,7,46,Type-L,0.901914,0.947362,0.045448,5
gun_control,scale_free,0.25,7,47,Type-L,0.927161,0.893332,0.033829,5
gun_control,scale_free,0.25,7,48,Type-L,0.902932,0.94023,0.037298,5
gun_control,scale_free,0.25,7,49,Type-L,0.940466,0.947251,0.006785,5
gun_control,scale_free,0.25,8,0,Type-L,0.175647,-0.906805,1.082452,5
gun_control,scale_free,0.25,8,1,Type-L,-0.77388,-0.906805,0.132924,5
gun_control,scale_free,0.25,8,2,Type-C,-0.910954,-0.87939,0.031564,5
gun_control,scale_free,0.25,8,3,Type-L,0.217499,-0.906805,1.124304,5
gun_control,scale_free,0.25,8,4,Type-L,-0.049808,-0.906805,0.856996,5
gun_control,scale_free,0.25,8,5,Type-C,-0.911104,-0.87936,0.031744,5
gun_control,scale_free,0.25,8,6,Type-L,-0.719892,-0.906805,0.186913,5
gun_control,scale_free,0.25,8,7,Type-L,-0.729973,-0.906805,0.176831,5
gun_control,scale_free,0.25,8,8,Type-C,-0.760952,-0.737348,0.023604,5
gun_control,scale_free,0.25,8,9,Type-L,-0.082659,-0.747841,0.665182,5
gun_control,scale_free,0.25,8,10,Type-L,-0.063043,-0.906805,0.843762,5
gun_control,scale_free,0.25,8,11,Type-L,0.22388,-0.906805,1.130684,5
gun_control,scale_free,0.25,8,12,Type-L,-0.019293,-0.906805,0.887512,5
gun_control,scale_free,0.25,8,13,Type-C,-0.9064,-0.880301,0.026099,5
gun_control,scale_free,0.25,8,14,Type-C,-0.754508,-0.738637,0.015872,5
gun_control,scale_free,0.25,8,15,Type-C,-0.895887,-0.882403,0.013483,5
gun_control,scale_free,0.25,8,16,Type-C,-0.909679,-0.879645,0.030034,5
gun_control,scale_free,0.25,8,17,Type-L,-0.138195,-0.906805,0.76861,5
gun_control,scale_free,0.25,8,18,Type-L,-0.114352,-0.734762,0.62041,5
gun_control,scale_free,0.25,8,19,Type-L,0.072857,-0.61936,0.692217,5
gun_control,scale_free,0.25,8,20,Type-L,-0.016427,-0.734762,0.718335,5
gun_control,scale_free,0.25,8,21,Type-L,-0.079085,-0.372973,0.293888,5
gun_control,scale_free,0.25,8,22,Type-L,-0.708485,-0.122197,0.586288,5
gun_control,scale_free,0.25,8,23,Type-L,0.084406,-0.372973,0.457379,5
gun_control,scale_free,0.25,8,24,Type-C,-0.183941,-0.101226,0.082715,5
gun_control,scale_free,0.25,8,25,Type-C,0.057665,0.058602,0.000937,5
gun_control,scale_free,0.25,8,26,Type-C,-0.091838,-0.095467,0.003629,5
gun_control,scale_free,0.25,8,27,Type-L,0.073704,0.155981,0.082277,5
gun_control,scale_free,0.25,8,28,Type-L,0.078472,0.054441,0.024031,5
gun_control,scale_free,0.25,8,29,Type-L,0.445123,-0.122197,0.56732,5
gun_control,scale_free,0.25,8,30,Type-L,0.535539,0.70123,0.165691,5
gun_control,scale_free,0.25,8,31,Type-L,0.498021,0.299267,0.198754,5
gun_control,scale_free,0.25,8,32,Type-L,0.515212,0.539269,0.024057,5
gun_control,scale_free,0.25,8,33,Type-L,0.645082,0.468309,0.176773,5
gun_control,scale_free,0.25,8,34,Type-C,0.449003,0.481551,0.032548,5
gun_control,scale_free,0.25,8,35,Type-L,0.529452,0.536421,0.006969,5
gun_control,scale_free,0.25,8,36,Type-L,0.515212,0.539269,0.024057,5
gun_control,scale_free,0.25,8,37,Type-L,0.822553,0.863905,0.041352,5
gun_control,scale_free,0.25,8,38,Type-L,0.870109,0.860189,0.00992,5
gun_control,scale_free,0.25,8,39,Type-L,0.852317,0.863748,0.011431,5
gun_control,scale_free,0.25,8,40,Type-L,0.658879,0.863905,0.205027,5
gun_control,scale_free,0.25,8,41,Type-L,0.794635,0.863905,0.069271,5
gun_control,scale_free,0.25,8,42,Type-L,0.852317,0.863748,0.011431,5
gun_control,scale_free,0.25,8,43,Type-L,0.821065,0.863905,0.04284,5
gun_control,scale_free,0.25,8,44,Type-L,0.618121,0.863905,0.245785,5
gun_control,scale_free,0.25,8,45,Type-L,0.851529,0.863905,0.012377,5
gun_control,scale_free,0.25,8,46,Type-C,0.892467,0.855718,0.036749,5
gun_control,scale_free,0.25,8,47,Type-L,0.434187,0.855718,0.421531,5
gun_control,scale_free,0.25,8,48,Type-L,0.852317,0.863748,0.011431,5
gun_control,scale_free,0.25,8,49,Type-L,0.789433,0.863905,0.074473,5
gun_control,scale_free,0.25,9,0,Type-C,-0.855445,-0.800362,0.055082,5
gun_control,scale_free,0.25,9,1,Type-L,-0.749075,-0.821636,0.072561,5
gun_control,scale_free,0.25,9,2,Type-L,-0.740165,-0.823418,0.083253,5
gun_control,scale_free,0.25,9,3,Type-L,-0.072451,-0.823418,0.750967,5
gun_control,scale_free,0.25,9,4,Type-L,-0.053507,-0.823418,0.769911,5
gun_control,scale_free,0.25,9,5,Type-C,-0.853418,-0.800767,0.05265,5
gun_control,scale_free,0.25,9,6,Type-L,-0.420843,-0.823418,0.402575,5
gun_control,scale_free,0.25,9,7,Type-L,-0.697607,-0.823418,0.125811,5
gun_control,scale_free,0.25,9,8,Type-C,-0.789159,-0.784975,0.004184,5
gun_control,scale_free,0.25,9,9,Type-L,-0.073821,-0.74529,0.671468,5
gun_control,scale_free,0.25,9,10,Type-L,0.170679,-0.823418,0.994097,5
gun_control,scale_free,0.25,9,11,Type-L,0.244487,-0.823418,1.067905,5
gun_control,scale_free,0.25,9,12,Type-C,-0.869995,-0.797452,0.072543,5
gun_control,scale_free,0.25,9,13,Type-L,-0.277326,-0.823418,0.546092,5
gun_control,scale_free,0.25,9,14,Type-L,-0.43425,-0.74529,0.311039,5
gun_control,scale_free,0.25,9,15,Type-L,-0.726773,-0.823418,0.096645,5
gun_control,scale_free,0.25,9,16,Type-L,-0.150864,-0.823418,0.672554,5
gun_control,scale_free,0.25,9,17,Type-L,-0.189819,-0.823418,0.633599,5
gun_control,scale_free,0.25,9,18,Type-C,-0.721277,-0.740556,0.019279,5
gun_control,scale_free,0.25,9,19,Type-L,-0.021123,-0.384085,0.362962,5
gun_control,scale_free,0.25,9,20,Type-L,-0.222046,-0.553476,0.33143,5
gun_control,scale_free,0.25,9,21,Type-L,-0.493401,-0.34087,0.152531,5
gun_control,scale_free,0.25,9,22,Type-C,-0.288055,-0.278782,0.009273,5
gun_control,scale_free,0.25,9,23,Type-L,0.064414,-0.384085,0.448499,5
gun_control,scale_free,0.25,9,24,Type-C,-0.283875,-0.279618,0.004257,5
gun_control,scale_free,0.25,9,25,Type-L,0.121164,0.056325,0.064839,5
gun_control,scale_free,0.25,9,26,Type-L,0.27175,-0.074353,0.346104,5
gun_control,scale_free,0.25,9,27,Type-L,0.271658,0.231886,0.039772,5
gun_control,scale_free,0.25,9,28,Type-L,0.121164,0.056325,0.064839,5
gun_control,scale_free,0.25,9,29,Type-L,0.220385,-0.252224,0.472609,5
gun_control,scale_free,0.25,9,30,Type-L,0.654713,0.502376,0.152338,5
gun_control,scale_free,0.25,9,31,Type-C,0.252129,0.235792,0.016338,5
gun_control,scale_free,0.25,9,32,Type-L,0.451665,0.501349,0.049684,5
gun_control,scale_free,0.25,9,33,Type-L,0.451665,0.457993,0.006328,5
gun_control,scale_free,0.25,9,34,Type-C,0.437933,0.460739,0.022806,5
gun_control,scale_free,0.25,9,35,Type-L,0.451665,0.542986,0.091321,5
gun_control,scale_free,0.25,9,36,Type-L,0.451665,0.542986,0.091321,5
gun_control,scale_free,0.25,9,37,Type-L,0.939476,0.943862,0.004386,5
gun_control,scale_free,0.25,9,38,Type-L,0.918377,0.944101,0.025724,5
gun_control,scale_free,0.25,9,39,Type-L,0.90894,0.944101,0.035161,5
gun_control,scale_free,0.25,9,40,Type-L,0.939476,0.943862,0.004386,5
gun_control,scale_free,0.25,9,41,Type-C,0.918252,0.924355,0.006103,5
gun_control,scale_free,0.25,9,42,Type-C,0.947975,0.942162,0.005813,5
gun_control,scale_free,0.25,9,43,Type-L,0.938281,0.920349,0.017932,5
gun_control,scale_free,0.25,9,44,Type-L,0.938281,0.944101,0.00582,5
gun_control,scale_free,0.25,9,45,Type-L,0.497038,0.944101,0.447064,5
gun_control,scale_free,0.25,9,46,Type-L,0.917894,0.944101,0.026207,5
gun_control,scale_free,0.25,9,47,Type-L,0.659848,0.920349,0.260501,5
gun_control,scale_free,0.25,9,48,Type-L,0.938281,0.940698,0.002417,5
gun_control,scale_free,0.25,9,49,Type-C,0.955298,0.940698,0.0146,5
gun_control,scale_free,0.25,10,0,Type-C,-0.855153,-0.79994,0.055213,5
gun_control,scale_free,0.25,10,1,Type-L,-0.751838,-0.820603,0.068765,5
gun_control,scale_free,0.25,10,2,Type-C,-0.860413,-0.798888,0.061525,5
gun_control,scale_free,0.25,10,3,Type-L,-0.030851,-0.820603,0.789752,5
gun_control,scale_free,0.25,10,4,Type-L,-0.038324,-0.820603,0.782279,5
gun_control,scale_free,0.25,10,5,Type-L,-0.508381,-0.820603,0.312221,5
gun_control,scale_free,0.25,10,6,Type-L,-0.560481,-0.820603,0.260122,5
gun_control,scale_free,0.25,10,7,Type-L,-0.712544,-0.820603,0.108058,5
gun_control,scale_free,0.25,10,8,Type-L,-0.153451,-0.776294,0.622843,5
gun_control,scale_free,0.25,10,9,Type-L,-0.007762,-0.748383,0.740621,5
gun_control,scale_free,0.25,10,10,Type-L,-0.177765,-0.820603,0.642838,5
gun_control,scale_free,0.25,10,11,Type-C,-0.864806,-0.798009,0.066797,5
gun_control,scale_free,0.25,10,12,Type-L,-0.073362,-0.820603,0.747241,5
gun_control,scale_free,0.25,10,13,Type-L,0.023759,-0.820603,0.844362,5
gun_control,scale_free,0.25,10,14,Type-C,-0.770804,-0.765252,0.005552,5
gun_control,scale_free,0.25,10,15,Type-L,-0.751838,-0.820603,0.068765,5
gun_control,scale_free,0.25,10,16,Type-L,-0.751838,-0.820603,0.068765,5
gun_control,scale_free,0.25,10,17,Type-L,-0.620524,-0.820603,0.200079,5
gun_control,scale_free,0.25,10,18,Type-C,-0.700848,-0.710468,0.00962,5
gun_control,scale_free,0.25,10,19,Type-L,0.054448,-0.526739,0.581187,5
gun_control,scale_free,0.25,10,20,Type-L,-0.121094,-0.620556,0.499462,5
gun_control,scale_free,0.25,10,21,Type-L,0.088401,-0.422122,0.510523,5
gun_control,scale_free,0.25,10,22,Type-L,-0.715596,-0.168699,0.546897,5
gun_control,scale_free,0.25,10,23,Type-L,-0.147725,-0.422122,0.274398,5
gun_control,scale_free,0.25,10,24,Type-L,0.186614,-0.168699,0.355312,5
gun_control,scale_free,0.25,10,25,Type-L,0.242392,0.040201,0.202191,5
gun_control,scale_free,0.25,10,26,Type-L,0.379355,-0.106791,0.486146,5
gun_control,scale_free,0.25,10,27,Type-L,0.304783,0.239685,0.065098,5
gun_control,scale_free,0.25,10,28,Type-C,0.042159,0.025599,0.01656,5
gun_control,scale_free,0.25,10,29,Type-L,-0.243459,-0.134679,0.10878,5
gun_control,scale_free,0.25,10,30,Type-L,0.404675,0.642268,0.237593,5
gun_control,scale_free,0.25,10,31,Type-C,0.301663,0.303564,0.001901,5
gun_control,scale_free,0.25,10,32,Type-C,0.534607,0.529281,0.005326,5
gun_control,scale_free,0.25,10,33,Type-C,0.436714,0.439713,0.002999,5
gun_control,scale_free,0.25,10,34,Type-L,0.432065,0.440643,0.008578,5
gun_control,scale_free,0.25,10,35,Type-L,0.578028,0.520596,0.057431,5
gun_control,scale_free,0.25,10,36,Type-L,0.49084,0.538034,0.047194,5
gun_control,scale_free,0.25,10,37,Type-L,0.862555,0.883288,0.020733,5
gun_control,scale_free,0.25,10,38,Type-C,0.905525,0.874694,0.030831,5
gun_control,scale_free,0.25,10,39,Type-L,0.853286,0.885142,0.031856,5
gun_control,scale_free,0.25,10,40,Type-L,0.707126,0.885682,0.178556,5
gun_control,scale_free,0.25,10,41,Type-L,0.687197,0.885682,0.198485,5
gun_control,scale_free,0.25,10,42,Type-L,0.491629,0.885682,0.394053,5
gun_control,scale_free,0.25,10,43,Type-L,0.550923,0.885682,0.334758,5
gun_control,scale_free,0.25,10,44,Type-L,0.534983,0.885682,0.350699,5
gun_control,scale_free,0.25,10,45,Type-L,0.803303,0.885682,0.082379,5
gun_control,scale_free,0.25,10,46,Type-L,0.850584,0.885682,0.035098,5
gun_control,scale_free,0.25,10,47,Type-L,0.688066,0.874392,0.186326,5
gun_control,scale_free,0.25,10,48,Type-C,0.900011,0.875796,0.024215,5
gun_control,scale_free,0.25,10,49,Type-C,0.907033,0.874392,0.032641,5
gun_control,scale_free,0.375,1,0,Type-C,-0.940763,-0.924867,0.015896,5
gun_control,scale_free,0.375,1,1,Type-C,-0.949608,-0.923099,0.026509,5
gun_control,scale_free,0.375,1,2,Type-L,-0.63803,-0.938435,0.300405,5
gun_control,scale_free,0.375,1,3,Type-L,0.833343,-0.938435,1.771778,5
gun_control,scale_free,0.375,1,4,Type-C,-0.921134,-0.928793,0.007659,5
gun_control,scale_free,0.375,1,5,Type-L,-0.289309,-0.938435,0.649126,5
gun_control,scale_free,0.375,1,6,Type-C,-0.931619,-0.926696,0.004923,5
gun_control,scale_free,0.375,1,7,Type-C,-0.949049,-0.92321,0.025838,5
gun_control,scale_free,0.375,1,8,Type-C,-0.809933,-0.817629,0.007697,5
gun_control,scale_free,0.375,1,9,Type-L,0.209494,-0.74841,0.957904,5
gun_control,scale_free,0.375,1,10,Type-L,0.064984,-0.938435,1.003419,5
gun_control,scale_free,0.375,1,11,Type-L,-0.015329,-0.938435,0.923105,5
gun_control,scale_free,0.375,1,12,Type-L,-0.114599,-0.938435,0.823835,5
gun_control,scale_free,0.375,1,13,Type-L,0.620317,-0.938435,1.558752,5
gun_control,scale_free,0.375,1,14,Type-C,-0.808679,-0.81788,0.009201,5
gun_control,scale_free,0.375,1,15,Type-L,-0.737678,-0.938435,0.200756,5
gun_control,scale_free,0.375,1,16,Type-L,-0.542209,-0.938435,0.396225,5
gun_control,scale_free,0.375,1,17,Type-C,-0.872928,-0.882426,0.009498,5
gun_control,scale_free,0.375,1,18,Type-L,-0.246138,-0.74841,0.502271,5
gun_control,scale_free,0.375,1,19,Type-L,-0.071612,-0.387614,0.316002,5
gun_control,scale_free,0.375,1,20,Type-L,-0.113093,-0.590991,0.477898,5
gun_control,scale_free,0.375,1,21,Type-L,0.005281,-0.300771,0.306052,5
gun_control,scale_free,0.375,1,22,Type-L,-0.747728,-0.215249,0.53248,5
gun_control,scale_free,0.375,1,23,Type-L,0.061175,-0.300771,0.361946,5
gun_control,scale_free,0.375,1,24,Type-C,-0.222384,-0.193391,0.028993,5
gun_control,scale_free,0.375,1,25,Type-C,0.061128,0.050187,0.010941,5
gun_control,scale_free,0.375,1,26,Type-L,0.060846,-0.06187,0.122716,5
gun_control,scale_free,0.375,1,27,Type-L,0.210367,0.154108,0.056259,5
gun_control,scale_free,0.375,1,28,Type-C,0.058648,0.050683,0.007965,5
gun_control,scale_free,0.375,1,29,Type-C,-0.203814,-0.197105,0.006709,5
gun_control,scale_free,0.375,1,30,Type-L,0.716989,0.680838,0.036151,5
gun_control,scale_free,0.375,1,31,Type-L,0.373761,0.203895,0.169866,5
gun_control,scale_free,0.375,1,32,Type-C,0.566875,0.576144,0.009269,5
gun_control,scale_free,0.375,1,33,Type-C,0.473454,0.544278,0.070824,5
gun_control,scale_free,0.375,1,34,Type-L,0.720409,0.433622,0.286787,5
gun_control,scale_free,0.375,1,35,Type-L,0.642553,0.594828,0.047725,5
gun_control,scale_free,0.375,1,36,Type-L,0.704039,0.594828,0.109211,5
gun_control,scale_free,0.375,1,37,Type-L,0.806628,0.920976,0.114348,5
gun_control,scale_free,0.375,1,38,Type-C,0.93053,0.912559,0.017972,5
gun_control,scale_free,0.375,1,39,Type-L,0.710677,0.920976,0.210299,5
gun_control,scale_free,0.375,1,40,Type-L,0.626511,0.920976,0.294465,5
gun_control,scale_free,0.375,1,41,Type-C,0.913721,0.91592,0.002199,5
gun_control,scale_free,0.375,1,42,Type-L,0.616784,0.920976,0.304192,5
gun_control,scale_free,0.375,1,43,Type-C,0.892678,0.899753,0.007076,5
gun_control,scale_free,0.375,1,44,Type-C,0.932728,0.912119,0.02061,5
