step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,36.7607,47.9006,84.6613,12.9939,8.57092,21.5649,3.92589,3.92589,0.434209,0.565791,1.70466,2.22124
2,1.99441,7.58323,9.57764,2.50882,1.16115,3.66997,2.60973,2.60973,0.208237,0.791763,0.543442,2.06629
3,1.50675,2.95526,4.46201,1.75416,0.303716,2.05787,2.16826,2.16826,0.337683,0.662317,0.732187,1.43608
4,1.4519,1.34694,2.79884,1.28618,0.271102,1.55728,1.79726,1.79726,0.51875,0.48125,0.932328,0.864931
5,1.42173,0.671831,2.09356,1.20234,0.243461,1.4458,1.44803,1.44803,0.679097,0.320903,0.983356,0.464678
6,1.3551,0.370878,1.72598,1.19708,0.23691,1.43399,1.20362,1.20362,0.78512,0.21488,0.944983,0.258633
7,1.49247,0.245047,1.73751,1.36281,0.174023,1.53683,1.13058,1.13058,0.858967,0.141033,0.97113,0.159449
8,1.53814,0.167415,1.70555,1.368,0.171269,1.53927,1.10802,1.10802,0.901841,0.0981588,0.999262,0.108762
9,1.48606,0.13859,1.62465,1.0952,0.2616,1.3568,1.19741,1.19741,0.914695,0.0853046,1.09527,0.102145
10,1.30957,0.166245,1.47582,0.919957,0.326035,1.24599,1.18445,1.18445,0.887354,0.112646,1.05103,0.133424
11,1.1948,0.201183,1.39598,0.905657,0.324417,1.23007,1.13488,1.13488,0.855884,0.144116,0.971323,0.163554
12,1.29946,0.216274,1.51573,1.0806,0.263875,1.34447,1.12738,1.12738,0.857314,0.142686,0.966516,0.160861
13,1.34453,0.19328,1.53781,1.0902,0.265043,1.35524,1.13471,1.13471,0.874315,0.125685,0.992095,0.142616
14,1.44324,0.185624,1.62886,1.26017,0.199028,1.4592,1.11627,1.11627,0.886041,0.113959,0.989058,0.127209
15,1.42376,0.153613,1.57737,1.0926,0.260538,1.35314,1.16571,1.16571,0.902615,0.0973854,1.05219,0.113523
16,1.30287,0.170225,1.4731,0.917105,0.325453,1.24256,1.18553,1.18553,0.884444,0.115556,1.04854,0.136996
17,1.1854,0.205874,1.39127,0.904477,0.323579,1.22806,1.13291,1.13291,0.852025,0.147975,0.965266,0.167642
18,1.29478,0.217525,1.51231,1.0799,0.264197,1.34409,1.12515,1.12515,0.856163,0.143837,0.963311,0.161838
19,1.3241,0.193279,1.51738,1.08653,0.263006,1.34954,1.12437,1.12437,0.872624,0.127376,0.98115,0.143218
20,1.35479,0.189998,1.54479,1.08915,0.264634,1.35378,1.14109,1.14109,0.877007,0.122993,1.00074,0.140346
21,1.38218,0.184319,1.56649,1.08393,0.261107,1.34503,1.16465,1.16465,0.882337,0.117663,1.02762,0.137037
22,1.34317,0.177124,1.5203,1.0879,0.25937,1.34727,1.12843,1.12843,0.883494,0.116506,0.996961,0.131469
23,1.28395,0.174983,1.45894,0.917976,0.326476,1.24445,1.17235,1.17235,0.880061,0.119939,1.03174,0.14061
24,1.3093,0.207047,1.51635,1.07855,0.263816,1.34236,1.12961,1.12961,0.863457,0.136543,0.975371,0.15424
25,1.3188,0.194287,1.51309,1.08653,0.263006,1.34954,1.12119,1.12119,0.871595,0.128405,0.977221,0.143966
26,1.33608,0.188708,1.52479,1.08577,0.262216,1.34799,1.13116,1.13116,0.87624,0.12376,0.991168,0.139992
27,1.29423,0.188788,1.48302,0.9122,0.326517,1.23872,1.19722,1.19722,0.8727,0.1273,1.04482,0.152406
28,1.30146,0.207978,1.50944,1.07881,0.259943,1.33875,1.1275,1.1275,0.862215,0.137785,0.972149,0.155353
29,1.32451,0.181756,1.50626,1.08866,0.260238,1.3489,1.11666,1.11666,0.879333,0.120667,0.981916,0.134744
30,1.40829,0.176047,1.58433,1.09369,0.266683,1.36037,1.16463,1.16463,0.888883,0.111117,1.03522,0.129411
31,1.3337,0.183753,1.51745,1.08653,0.263006,1.34954,1.12442,1.12442,0.878906,0.121094,0.98826,0.13616
32,1.3304,0.189636,1.52004,1.08577,0.262216,1.34799,1.12764,1.12764,0.875243,0.124757,0.986955,0.140681
33,1.27468,0.187419,1.4621,0.908923,0.324033,1.23296,1.18585,1.18585,0.871815,0.128185,1.03384,0.152008
34,1.2131,0.212344,1.42545,0.90708,0.325353,1.23243,1.15661,1.15661,0.851033,0.148967,0.984317,0.172297
35,1.28266,0.212481,1.49514,1.07957,0.260811,1.34038,1.11546,1.11546,0.857886,0.142114,0.95694,0.158523
36,1.44864,0.182704,1.63135,1.26329,0.199829,1.46312,1.11498,1.11498,0.888004,0.111996,0.990106,0.124873
37,1.43254,0.152683,1.58523,1.10032,0.265492,1.36581,1.16065,1.16065,0.903684,0.0963164,1.04886,0.111789
38,1.3459,0.179123,1.52503,1.08577,0.262216,1.34799,1.13134,1.13134,0.882544,0.117456,0.998454,0.132882
39,1.26993,0.188427,1.45836,0.908923,0.324033,1.23296,1.18282,1.18282,0.870795,0.129205,1.02999,0.152825
40,1.19405,0.211091,1.40514,0.903803,0.322869,1.22667,1.14549,1.14549,0.849773,0.150227,0.973406,0.172084
