step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,37.0324,15.9519,52.9843,5.6975,2.56563,8.26313,6.41213,6.41213,0.698931,0.301069,4.48164,1.93049
2,29.1318,11.776,40.9078,4.5178,1.99894,6.51674,6.27734,6.27734,0.712134,0.287866,4.4703,1.80704
3,30.0067,12.0745,42.0813,4.45603,1.94363,6.39965,6.57556,6.57556,0.713066,0.286934,4.68881,1.88675
4,30.2344,12.2616,42.496,4.25209,1.68984,5.94192,7.15188,7.15188,0.711465,0.288535,5.08831,2.06357
5,30.5221,12.2449,42.767,4.44448,1.93875,6.38324,6.69989,6.69989,0.713684,0.286316,4.7816,1.91829
6,30.0294,11.97,41.9995,4.44654,1.92025,6.36679,6.59665,6.59665,0.714995,0.285005,4.71657,1.88007
7,29.8986,12.0046,41.9031,4.11499,1.42853,5.54352,7.55894,7.55894,0.713517,0.286483,5.39343,2.16551
8,37.3097,14.6876,51.9973,7.04435,2.62619,9.67055,5.37687,5.37687,0.717531,0.282469,3.85808,1.5188
9,37.1555,14.5069,51.6624,7.11805,2.63,9.74805,5.29977,5.29977,0.719198,0.280802,3.81158,1.48819
10,34.6591,13.4494,48.1085,7.33498,2.9832,10.3182,4.66249,4.66249,0.720437,0.279563,3.35903,1.30346
11,35.0445,13.6468,48.6913,6.92486,2.94117,9.86603,4.93525,4.93525,0.719729,0.280271,3.55204,1.38321
12,34.2187,13.476,47.6947,6.92503,2.94094,9.86597,4.83426,4.83426,0.717453,0.282547,3.46835,1.36591
13,34.8982,13.7622,48.6604,6.55693,2.5067,9.06363,5.36875,5.36875,0.717178,0.282822,3.85035,1.5184
14,34.6257,13.6914,48.3171,6.55693,2.5067,9.06363,5.33088,5.33088,0.716634,0.283366,3.82029,1.51059
15,34.6895,13.6865,48.376,6.65836,2.70234,9.3607,5.16799,5.16799,0.717081,0.282919,3.70587,1.46212
16,33.8164,13.4524,47.2688,6.49855,2.73194,9.23049,5.12094,5.12094,0.715406,0.284594,3.66355,1.45739
17,34.5857,13.6182,48.2039,6.54748,2.52973,9.07721,5.31043,5.31043,0.717488,0.282512,3.81017,1.50026
18,34.4795,13.588,48.0675,6.54748,2.52973,9.07721,5.2954,5.2954,0.717314,0.282686,3.79847,1.49693
19,34.4905,13.5919,48.0824,6.54748,2.52973,9.07721,5.29704,5.29704,0.717321,0.282679,3.79968,1.49736
20,34.4776,13.5883,48.0659,6.54748,2.52973,9.07721,5.29523,5.29523,0.717299,0.282701,3.79826,1.49696
21,33.9135,13.358,47.2715,6.90306,2.99598,9.89904,4.77536,4.77536,0.71742,0.28258,3.42594,1.34942
22,34.8258,13.67,48.4957,6.64243,2.53622,9.17865,5.28353,5.28353,0.71812,0.28188,3.79421,1.48932
23,34.2018,13.3188,47.5206,6.92682,2.94489,9.8717,4.81382,4.81382,0.719726,0.280274,3.46463,1.34919
24,34.156,13.3212,47.4771,6.92682,2.94489,9.8717,4.80942,4.80942,0.719419,0.280581,3.45999,1.34943
