step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,43.3421,20.8177,64.1599,6.54201,3.19162,9.73362,6.59157,6.59157,0.675533,0.324467,4.45283,2.13875
2,34.3229,16.2079,50.5308,5.33241,3.36442,8.69683,5.81026,5.81026,0.679247,0.320753,3.9466,1.86366
3,34.5776,16.1257,50.7033,5.37257,3.36395,8.73652,5.8036,5.8036,0.68196,0.31804,3.95782,1.84578
4,34.936,16.1281,51.0641,5.36357,3.369,8.73258,5.84753,5.84753,0.68416,0.31584,4.00065,1.84689
5,47.3794,24.3186,71.698,7.05587,4.68008,11.736,6.10926,6.10926,0.660819,0.339181,4.03711,2.07215
6,48.243,25.2244,73.4674,8.21897,3.77168,11.9907,6.12706,6.12706,0.656659,0.343341,4.02339,2.10367
7,44.9687,23.0979,68.0666,5.9,4.30089,10.2009,6.67262,6.67262,0.660658,0.339342,4.40832,2.2643
8,44.725,23.0864,67.8114,5.89382,4.30845,10.2023,6.6467,6.6467,0.659549,0.340451,4.38383,2.26287
9,44.3132,22.8228,67.136,5.90825,4.27424,10.1825,6.59328,6.59328,0.660052,0.339948,4.35191,2.24138
10,43.7847,22.6058,66.3906,5.13937,4.09348,9.23285,7.19069,7.19069,0.659502,0.340498,4.74228,2.44842
11,44.0497,22.8928,66.9425,5.21477,4.73401,9.94879,6.72871,6.72871,0.658023,0.341977,4.42764,2.30107
12,43.7723,22.8017,66.574,5.22624,4.43755,9.66379,6.88902,6.88902,0.657499,0.342501,4.52952,2.3595
13,49.1483,24.966,74.1143,4.44286,5.5457,9.98856,7.41991,7.41991,0.663142,0.336858,4.92046,2.49946
14,49.3491,24.9814,74.3304,4.44284,5.47464,9.91747,7.49489,7.49489,0.663915,0.336085,4.97597,2.51892
15,49.1489,24.9601,74.109,4.42518,5.56349,9.98867,7.41931,7.41931,0.663197,0.336803,4.92046,2.49884
16,47.9854,24.3851,72.3705,4.44721,5.46064,9.90785,7.30436,7.30436,0.663052,0.336948,4.84317,2.46119
17,48.194,24.3967,72.5907,4.43214,5.47143,9.90357,7.32975,7.32975,0.663915,0.336085,4.86633,2.46342
18,48.6001,24.6271,73.2271,4.45531,5.4307,9.88601,7.40715,7.40715,0.663689,0.336311,4.91605,2.4911
19,48.5723,24.6464,73.2187,4.45423,5.42962,9.88385,7.40791,7.40791,0.663387,0.336613,4.91431,2.4936
20,48.587,24.6276,73.2146,4.45916,5.41442,9.87358,7.41521,7.41521,0.663624,0.336376,4.92091,2.49429
21,48.4548,24.586,73.0407,4.45637,5.41067,9.86704,7.4025,7.4025,0.663394,0.336606,4.91077,2.49173
22,48.1613,24.5435,72.7048,4.45128,5.49257,9.94384,7.31154,7.31154,0.662423,0.337577,4.84333,2.46821
23,48.4665,24.6424,73.1088,4.43713,5.50753,9.94466,7.35157,7.35157,0.662936,0.337064,4.87362,2.47795
24,48.4587,24.6237,73.0825,4.45645,5.41141,9.86786,7.40611,7.40611,0.663069,0.336931,4.91076,2.49535
25,48.0752,24.4641,72.5393,4.46219,5.39483,9.85702,7.35915,7.35915,0.662747,0.337253,4.87726,2.48189
26,47.8979,24.3852,72.283,4.4625,5.39748,9.85998,7.33095,7.33095,0.662643,0.337357,4.85781,2.47315
27,47.9077,24.3854,72.2931,4.4625,5.39748,9.85998,7.33197,7.33197,0.662688,0.337312,4.85881,2.47317
28,47.912,24.3854,72.2974,4.4625,5.39748,9.85998,7.33241,7.33241,0.662707,0.337293,4.85924,2.47317
29,47.9147,24.3854,72.3,4.4625,5.39748,9.85998,7.33268,7.33268,0.66272,0.33728,4.85951,2.47317
30,47.9163,24.3854,72.3016,4.4625,5.39748,9.85998,7.33284,7.33284,0.662728,0.337272,4.85968,2.47317
31,46.7014,23.5983,70.2996,4.46362,5.11376,9.57738,7.34017,7.34017,0.664319,0.335681,4.87621,2.46396
32,47.1107,23.8166,70.9273,4.42653,5.23208,9.65861,7.34343,7.34343,0.664211,0.335789,4.87759,2.46584
33,47.1091,23.8169,70.926,4.42653,5.23208,9.65861,7.34329,7.34329,0.664201,0.335799,4.87742,2.46587
34,47.1098,23.8167,70.9265,4.42653,5.23208,9.65861,7.34334,7.34334,0.664205,0.335795,4.87749,2.46585
35,47.11,23.8167,70.9267,4.42653,5.23208,9.65861,7.34336,7.34336,0.664206,0.335794,4.87751,2.46585
36,47.1101,23.8167,70.9269,4.42653,5.23208,9.65861,7.34338,7.34338,0.664207,0.335793,4.87752,2.46585
37,47.1102,23.8167,70.927,4.42653,5.23208,9.65861,7.34339,7.34339,0.664208,0.335792,4.87753,2.46585
