step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,12.0567,5.26203,17.3187,4.90082,1.04337,5.9442,2.91356,2.91356,0.696166,0.303834,2.02832,0.885238
2,2.72117,0.157566,2.87874,2.01274,0.218852,2.23159,1.28999,1.28999,0.945266,0.0547343,1.21939,0.0706068
3,2.19928,0.152867,2.35214,1.56143,0.290637,1.85207,1.27001,1.27001,0.93501,0.0649903,1.18747,0.0825384
4,1.8795,0.240005,2.1195,1.17563,0.411615,1.58724,1.33533,1.33533,0.886763,0.113237,1.18413,0.151209
5,1.63008,0.233884,1.86397,0.966487,0.446009,1.4125,1.31963,1.31963,0.874524,0.125476,1.15404,0.165582
6,1.33604,0.290653,1.62669,0.96534,0.445957,1.4113,1.15262,1.15262,0.821323,0.178677,0.946675,0.205948
7,1.29697,0.300883,1.59785,0.96534,0.445957,1.4113,1.13219,1.13219,0.811695,0.188305,0.918992,0.213196
8,1.29699,0.301956,1.59895,0.966341,0.445934,1.41228,1.13218,1.13218,0.811153,0.188847,0.91837,0.213808
9,1.2958,0.303566,1.59937,0.966935,0.445779,1.41271,1.13212,1.13212,0.810196,0.189804,0.917242,0.214882
10,1.29628,0.305724,1.602,0.966349,0.445931,1.41228,1.13434,1.13434,0.809161,0.190839,0.917861,0.216475
11,1.29578,0.307456,1.60324,0.966299,0.446648,1.41295,1.13468,1.13468,0.808228,0.191772,0.917078,0.217599
12,1.29121,0.30721,1.59842,0.9673,0.446625,1.41393,1.13049,1.13049,0.807804,0.192196,0.913213,0.217275
13,1.29132,0.305461,1.59678,0.967895,0.446471,1.41437,1.12897,1.12897,0.808702,0.191298,0.913,0.21597
14,1.2918,0.305552,1.59735,0.9673,0.446625,1.41393,1.12973,1.12973,0.808713,0.191287,0.913626,0.216102
15,1.28654,0.305741,1.59228,0.965342,0.445955,1.4113,1.12824,1.12824,0.807985,0.192015,0.911598,0.216638
16,1.28761,0.306249,1.59386,0.966339,0.445934,1.41227,1.12858,1.12858,0.807857,0.192143,0.911728,0.216848
17,1.2926,0.3067,1.5993,0.967895,0.446471,1.41437,1.13075,1.13075,0.808229,0.191771,0.913908,0.216846
