step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,49.4675,36.4447,85.9122,12.3992,7.64744,20.0466,4.28563,4.28563,0.575791,0.424209,2.46763,1.818
2,32.5032,19.9788,52.482,9.58202,4.46597,14.048,3.73591,3.73591,0.619322,0.380678,2.31373,1.42218
3,35.2862,19.3854,54.6716,9.46976,4.48882,13.9586,3.9167,3.9167,0.645421,0.354579,2.52792,1.38878
4,39.0362,19.821,58.8572,9.8274,4.48452,14.3119,4.11246,4.11246,0.663236,0.336764,2.72753,1.38493
5,36.1789,18.1064,54.2853,8.85937,3.82796,12.6873,4.2787,4.2787,0.666458,0.333542,2.85158,1.42713
6,32.3542,16.6651,49.0193,8.18735,3.59419,11.7815,4.16069,4.16069,0.66003,0.33997,2.74618,1.41451
7,31.3081,16.1241,47.4322,7.44167,2.92849,10.3702,4.57392,4.57392,0.66006,0.33994,3.01906,1.55486
8,34.019,17.942,51.961,8.81762,3.45534,12.273,4.23378,4.23378,0.654703,0.345297,2.77187,1.46191
9,35.1922,18.1233,53.3155,9.36107,4.03376,13.3948,3.9803,3.9803,0.660075,0.339925,2.6273,1.35301
10,33.5019,16.9019,50.4038,6.92778,3.2419,10.1697,4.95628,4.95628,0.66467,0.33533,3.29429,1.66199
11,34.1838,16.9296,51.1134,7.42424,3.31395,10.7382,4.75996,4.75996,0.668784,0.331216,3.18339,1.57658
12,36.9259,18.9567,55.8826,8.47335,3.09176,11.5651,4.832,4.832,0.660777,0.339223,3.19287,1.63913
13,35.6614,17.9782,53.6396,8.2944,4.06663,12.361,4.33942,4.33942,0.664833,0.335167,2.88499,1.45443
14,33.5461,16.5318,50.078,7.57017,3.64347,11.2136,4.46581,4.46581,0.669878,0.330122,2.99155,1.47426
15,32.7229,16.3339,49.0568,6.93966,3.36378,10.3034,4.7612,4.7612,0.667042,0.332958,3.17592,1.58528
16,32.9046,16.4695,49.3742,7.12103,3.91434,11.0354,4.47417,4.47417,0.666435,0.333565,2.98174,1.49243
17,32.9504,16.6719,49.6224,7.3703,4.2794,11.6497,4.25954,4.25954,0.664024,0.335976,2.82844,1.4311
18,35.3088,17.8741,53.1828,7.38139,4.13039,11.5118,4.61986,4.61986,0.663913,0.336087,3.06719,1.55268
19,36.682,18.449,55.1309,7.44951,4.02002,11.4695,4.80673,4.80673,0.665361,0.334639,3.19821,1.60852
20,36.6874,18.5077,55.1952,7.57967,3.51524,11.0949,4.97482,4.97482,0.664686,0.335314,3.30669,1.66813
21,37.0735,18.6489,55.7224,7.36353,4.01807,11.3816,4.89583,4.89583,0.665324,0.334676,3.25731,1.63852
22,36.8773,18.5812,55.4584,7.10496,3.54809,10.6531,5.20587,5.20587,0.664953,0.335047,3.46166,1.74421
23,34.8807,17.3815,52.2621,6.4324,3.48631,9.91871,5.26904,5.26904,0.667417,0.332583,3.51665,1.75239
24,34.669,17.2589,51.9279,6.05803,3.81921,9.87725,5.25732,5.25732,0.667637,0.332363,3.50998,1.74734
25,34.9619,17.3822,52.3441,6.54841,3.34676,9.89517,5.28986,5.28986,0.667925,0.332075,3.53323,1.75663
26,33.4393,16.6053,50.0446,5.99141,3.40493,9.39634,5.32597,5.32597,0.66819,0.33181,3.55876,1.76721
27,34.2371,17.0686,51.3057,6.11932,3.25027,9.3696,5.47577,5.47577,0.667315,0.332685,3.65406,1.8217
28,32.7508,16.2601,49.0109,6.02447,3.25332,9.27779,5.2826,5.2826,0.668235,0.331765,3.53002,1.75258
29,32.4458,16.1303,48.5761,6.38295,3.21425,9.5972,5.06148,5.06148,0.667937,0.332063,3.38075,1.68073
30,32.9392,16.2403,49.1796,6.77302,3.48897,10.262,4.7924,4.7924,0.669775,0.330225,3.20983,1.58257
31,36.539,18.5036,55.0426,6.90486,4.30911,11.214,4.90839,4.90839,0.663831,0.336169,3.25834,1.65005
32,36.1379,18.5162,54.6542,6.91892,3.39522,10.3141,5.29896,5.29896,0.661211,0.338789,3.50373,1.79523
33,35.69,18.3124,54.0023,6.79932,3.54753,10.3468,5.2192,5.2192,0.660897,0.339103,3.44936,1.76985
34,35.1081,17.9633,53.0714,6.67569,3.38264,10.0583,5.27636,5.27636,0.661526,0.338474,3.49045,1.78591
35,35.6191,18.2506,53.8697,6.70057,3.48101,10.1816,5.2909,5.2909,0.661208,0.338792,3.49839,1.79251
36,35.8292,18.3117,54.1409,7.06819,2.97322,10.0414,5.39176,5.39176,0.661777,0.338223,3.56814,1.82362
37,35.7775,18.2522,54.0298,6.99958,3.17966,10.1792,5.30784,5.30784,0.662182,0.337818,3.51476,1.79309
38,35.6579,18.2329,53.8908,7.22088,3.50902,10.7299,5.02249,5.02249,0.66167,0.33833,3.32323,1.69926
39,35.7014,18.2552,53.9567,7.2204,3.51103,10.7314,5.02791,5.02791,0.661668,0.338332,3.32681,1.7011
40,35.6586,18.2455,53.9042,7.03591,3.49434,10.5303,5.11898,5.11898,0.661519,0.338481,3.3863,1.73268
41,35.6067,18.2134,53.8201,7.04657,3.57151,10.6181,5.06873,5.06873,0.661587,0.338413,3.35341,1.71532
42,35.5872,18.2619,53.8491,6.65674,3.48212,10.1389,5.31116,5.31116,0.660868,0.339132,3.50998,1.80118
43,35.8427,18.3236,54.1662,6.37573,3.73677,10.1125,5.35636,5.35636,0.661716,0.338284,3.54439,1.81197
44,35.9403,18.3268,54.2671,6.52398,3.586,10.11,5.36768,5.36768,0.662286,0.337714,3.55494,1.81274
45,36.0279,18.3784,54.4063,6.57881,3.51414,10.0929,5.39053,5.39053,0.6622,0.3378,3.56961,1.82092
46,35.6648,18.1542,53.819,6.56917,3.50434,10.0735,5.34263,5.34263,0.662681,0.337319,3.54046,1.80217
47,35.5706,18.0926,53.6632,6.56938,3.50322,10.0726,5.32764,5.32764,0.66285,0.33715,3.53142,1.79621
48,35.5284,18.1091,53.6375,6.54744,3.42251,9.96995,5.37992,5.37992,0.66238,0.33762,3.56355,1.81637
