step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,55.2722,31.2155,86.4877,8.4541,3.53713,11.9912,7.21258,7.21258,0.639076,0.360924,4.60939,2.60319
2,35.8883,15.0633,50.9516,10.3551,6.14747,16.5026,3.08749,3.08749,0.704361,0.295639,2.17471,0.912784
3,34.9168,14.347,49.2639,7.47795,3.24655,10.7245,4.59358,4.59358,0.708772,0.291228,3.2558,1.33778
4,36.099,14.5091,50.608,7.10448,3.25339,10.3579,4.88595,4.88595,0.713305,0.286695,3.48517,1.40078
5,41.4656,16.521,57.9865,7.05112,4.81009,11.8612,4.88875,4.88875,0.71509,0.28491,3.4959,1.39285
6,41.8422,16.7674,58.6096,7.03645,4.73137,11.7678,4.9805,4.9805,0.713914,0.286086,3.55565,1.42485
7,41.906,16.8251,58.7311,7.23877,4.60498,11.8437,4.95883,4.95883,0.713523,0.286477,3.53824,1.42059
8,41.3908,16.5279,57.9187,7.23866,4.60406,11.8427,4.89066,4.89066,0.714636,0.285364,3.49504,1.39562
9,38.978,15.7051,54.6831,4.39696,4.35072,8.74768,6.25116,6.25116,0.712798,0.287202,4.45581,1.79535
10,47.5987,18.6153,66.214,8.55136,4.75466,13.306,4.97624,4.97624,0.718862,0.281138,3.57723,1.39901
11,50.8934,19.7551,70.6484,9.69653,5.21158,14.9081,4.73893,4.73893,0.720375,0.279625,3.41381,1.32512
12,46.7501,18.3203,65.0704,8.5849,5.21268,13.7976,4.71607,4.71607,0.718454,0.281546,3.38828,1.32779
13,48.1434,18.7043,66.8477,8.72753,5.71585,14.4434,4.62826,4.62826,0.720195,0.279805,3.33325,1.29501
14,49.0017,19.0441,68.0457,9.80148,5.74372,15.5452,4.37728,4.37728,0.720128,0.279872,3.15221,1.22508
15,51.1248,19.7708,70.8956,9.12104,5.80657,14.9276,4.7493,4.7493,0.721128,0.278872,3.42485,1.32445
16,52.8634,20.3612,73.2246,9.31252,6.44188,15.7544,4.64788,4.64788,0.721935,0.278065,3.35547,1.29241
17,52.9882,20.5033,73.4915,9.31495,6.44144,15.7564,4.66423,4.66423,0.721011,0.278989,3.36296,1.30127
18,53.3612,20.5865,73.9476,9.32691,6.45612,15.783,4.68526,4.68526,0.721608,0.278392,3.38092,1.30434
19,53.0641,20.3751,73.4392,9.48429,5.97859,15.4629,4.74938,4.74938,0.722558,0.277442,3.43171,1.31768
20,52.2252,19.992,72.2172,11.7243,7.2858,19.0101,3.79889,3.79889,0.723168,0.276832,2.74724,1.05165
21,52.4011,20.1831,72.5842,11.496,7.15626,18.6522,3.89144,3.89144,0.721936,0.278064,2.80937,1.08207
22,52.2154,20.2143,72.4297,9.61664,6.02022,15.6369,4.63199,4.63199,0.720912,0.279088,3.33925,1.29273
