step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,50.4324,37.0703,87.5028,10.2908,5.3479,15.6387,5.59528,5.59528,0.576352,0.423648,3.22485,2.37043
2,34.5549,24.7162,59.2711,5.93617,3.49105,9.42723,6.28723,6.28723,0.582997,0.417003,3.66543,2.62179
3,29.7244,20.2744,49.9989,5.66545,3.46822,9.13367,5.47413,5.47413,0.594502,0.405498,3.25438,2.21975
4,30.942,20.7969,51.7389,4.46127,3.57422,8.03549,6.4388,6.4388,0.598042,0.401958,3.85067,2.58813
5,33.8255,22.2212,56.0467,5.66911,3.43915,9.10826,6.1534,6.1534,0.603524,0.396476,3.71372,2.43968
6,34.8133,22.5524,57.3657,5.82039,3.55987,9.38026,6.11558,6.11558,0.606867,0.393133,3.71134,2.40424
7,34.9748,22.4505,57.4253,5.86138,3.46841,9.3298,6.15504,6.15504,0.609049,0.390951,3.74872,2.40632
8,33.2434,20.7714,54.0148,5.90847,2.98853,8.897,6.07112,6.07112,0.615449,0.384551,3.73647,2.33466
9,31.4187,19.1165,50.5352,5.87594,3.22834,9.10428,5.55071,5.55071,0.621719,0.378281,3.45098,2.09973
10,32.0549,19.2677,51.3227,6.35159,3.73822,10.0898,5.08658,5.08658,0.624576,0.375424,3.17696,1.90962
11,31.2152,18.8135,50.0288,5.53688,3.34616,8.88304,5.63194,5.63194,0.623946,0.376054,3.51402,2.11792
12,31.6851,18.9721,50.6572,5.56529,2.38523,7.95052,6.37156,6.37156,0.625481,0.374519,3.98529,2.38627
13,31.7287,19.0518,50.7805,5.36374,2.6731,8.03684,6.31847,6.31847,0.624821,0.375179,3.94791,2.37056
14,31.3128,18.8051,50.1179,5.4424,2.83325,8.27564,6.05607,6.05607,0.624782,0.375218,3.78373,2.27235
15,30.9609,18.6152,49.5762,5.61274,2.97357,8.58632,5.77386,5.77386,0.624512,0.375488,3.60584,2.16801
16,28.5999,17.7803,46.3802,5.35551,2.53529,7.8908,5.87775,5.87775,0.61664,0.38336,3.62446,2.25329
17,28.9638,18.1214,47.0852,5.37258,2.94302,8.3156,5.66228,5.66228,0.615135,0.384865,3.48307,2.17921
18,28.7564,17.9825,46.7389,4.81886,3.27436,8.09323,5.77506,5.77506,0.615256,0.384744,3.55315,2.22192
19,28.5019,18.0616,46.5635,4.72267,3.02804,7.75072,6.00764,6.00764,0.612108,0.387892,3.67732,2.33032
20,28.5517,18.0665,46.6182,4.60733,2.61717,7.2245,6.45279,6.45279,0.612458,0.387542,3.95207,2.50073
21,28.7109,18.1444,46.8553,4.55519,2.36987,6.92505,6.76606,6.76606,0.612757,0.387243,4.14595,2.62011
22,28.7042,18.0909,46.795,4.55634,2.34778,6.90412,6.77784,6.77784,0.613402,0.386598,4.15754,2.6203
23,28.4638,18.0755,46.5393,3.78214,2.57192,6.35406,7.32435,7.32435,0.611608,0.388392,4.47963,2.84472
24,28.6868,18.1722,46.859,4.60378,2.37145,6.97523,6.71792,6.71792,0.612194,0.387806,4.11267,2.60525
25,28.8775,18.1471,47.0246,4.92435,2.92375,7.84809,5.99185,5.99185,0.614093,0.385907,3.67956,2.3123
26,28.9558,18.2572,47.213,4.78332,2.46647,7.24979,6.51234,6.51234,0.613301,0.386699,3.99402,2.51831
27,28.8942,18.2344,47.1286,4.73394,2.4454,7.17934,6.56447,6.56447,0.613092,0.386908,4.02463,2.53985
28,28.7901,18.0904,46.8805,5.41141,3.00092,8.41233,5.57283,5.57283,0.614116,0.385884,3.42237,2.15047
29,28.7521,18.1305,46.8826,5.56566,2.86667,8.43232,5.55987,5.55987,0.613278,0.386722,3.40975,2.15012
30,28.9038,18.2011,47.1049,5.52287,2.87124,8.39412,5.61166,5.61166,0.613605,0.386395,3.44334,2.16832
31,28.8514,18.2125,47.0639,5.52287,2.87124,8.39412,5.60677,5.60677,0.613026,0.386974,3.4371,2.16968
32,29.0393,18.2278,47.2671,5.49084,2.76545,8.25629,5.72498,5.72498,0.614366,0.385634,3.51724,2.20775
33,29.0534,18.2109,47.2642,5.50002,2.74219,8.24221,5.73441,5.73441,0.6147,0.3853,3.52495,2.20947
34,29.2404,18.1961,47.4366,5.64426,2.67869,8.32295,5.69949,5.69949,0.616411,0.383589,3.51323,2.18626
35,29.0408,18.2398,47.2806,5.47427,2.71242,8.18669,5.7753,5.7753,0.614222,0.385778,3.54732,2.22798
36,28.983,18.1896,47.1727,5.36055,2.70419,8.06474,5.84925,5.84925,0.614403,0.385597,3.5938,2.25545
37,29.0695,18.2317,47.3012,5.21343,2.75199,7.96542,5.93832,5.93832,0.614562,0.385438,3.64947,2.28885
38,29.0469,18.2752,47.3221,5.51677,2.73918,8.25596,5.73187,5.73187,0.613813,0.386187,3.5183,2.21358
39,29.1134,18.2526,47.366,5.36953,2.48223,7.85177,6.03253,6.03253,0.614648,0.385352,3.70788,2.32465
40,29.051,17.9821,47.0331,5.20423,2.47389,7.67812,6.1256,6.1256,0.617671,0.382329,3.78361,2.342
41,29.4309,18.2054,47.6363,5.44324,2.64615,8.08939,5.88874,5.88874,0.617825,0.382175,3.63821,2.25053
