step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,72.3578,55.9887,128.347,14.9442,10.7512,25.6954,4.99492,4.99492,0.563769,0.436231,2.81598,2.17894
2,25.3504,18.9051,44.2555,6.82339,3.7511,10.5745,4.18512,4.18512,0.57282,0.42718,2.39732,1.7878
3,33.1933,22.4003,55.5937,9.39764,4.93917,14.3368,3.87769,3.87769,0.59707,0.40293,2.31525,1.56244
4,35.4582,21.5932,57.0514,9.40389,4.54909,13.953,4.08884,4.08884,0.621513,0.378487,2.54126,1.54757
5,38.3949,22.0239,60.4188,9.80366,5.21013,15.0138,4.02422,4.02422,0.635479,0.364521,2.55731,1.46691
6,39.5478,21.6479,61.1957,9.83265,5.30545,15.1381,4.04249,4.04249,0.646251,0.353749,2.61247,1.43003
7,40.6403,22.07,62.7102,8.75873,5.02187,13.7806,4.55062,4.55062,0.648064,0.351936,2.94909,1.60153
8,42.1058,21.9674,64.0733,6.96117,5.97412,12.9353,4.95337,4.95337,0.657151,0.342849,3.25511,1.69825
9,41.9453,21.9617,63.9071,7.86322,4.82739,12.6906,5.03578,5.03578,0.656349,0.343651,3.30523,1.73055
10,43.9206,22.9965,66.9171,10.2542,5.46573,15.7199,4.25684,4.25684,0.656344,0.343656,2.79395,1.46289
11,43.714,22.1473,65.8612,8.58624,5.03984,13.6261,4.83347,4.83347,0.663728,0.336272,3.20811,1.62536
12,45.3824,23.6878,69.0702,10.3071,5.77432,16.0814,4.29504,4.29504,0.657047,0.342953,2.82204,1.473
13,47.0677,24.7854,71.8531,10.5621,4.96613,15.5282,4.62727,4.62727,0.655055,0.344945,3.03111,1.59616
14,52.3374,26.6927,79.0301,10.5756,6.37916,16.9547,4.66124,4.66124,0.662247,0.337753,3.08689,1.57435
15,55.6417,28.1994,83.8411,10.8789,6.95036,17.8292,4.70245,4.70245,0.663656,0.336344,3.12081,1.58164
16,54.7606,27.8954,82.6559,10.7534,6.79912,17.5525,4.70906,4.70906,0.662512,0.337488,3.11981,1.58925
17,55.8858,28.4032,84.289,12.0116,7.0013,19.0129,4.43325,4.43325,0.663026,0.336974,2.93936,1.49389
18,55.3086,28.1666,83.4752,10.5401,6.21691,16.757,4.98151,4.98151,0.662576,0.337424,3.30063,1.68088
19,53.8083,27.6259,81.4342,10.0253,5.26272,15.288,5.32666,5.32666,0.660758,0.339242,3.51963,1.80703
20,56.8537,28.7546,85.6083,10.2534,6.64734,16.9007,5.06537,5.06537,0.664115,0.335885,3.36398,1.70138
21,53.7928,26.7694,80.5622,10.4233,6.54608,16.9694,4.74751,4.74751,0.667718,0.332282,3.16999,1.57751
22,54.2481,28.2808,82.529,9.5356,5.75268,15.2883,5.39818,5.39818,0.657322,0.342678,3.54835,1.84984
23,53.1704,27.8624,81.0327,9.19355,5.64701,14.8406,5.46022,5.46022,0.656159,0.343841,3.58277,1.87744
24,53.2256,27.7891,81.0147,9.51002,5.8753,15.3853,5.26571,5.26571,0.656987,0.343013,3.4595,1.80621
25,54.6508,28.2024,82.8531,9.71885,6.11952,15.8384,5.23117,5.23117,0.65961,0.34039,3.45053,1.78063
26,52.5771,26.3224,78.8996,10.1217,6.27347,16.3952,4.81235,4.81235,0.666381,0.333619,3.20686,1.60549
27,51.8878,26.2218,78.1096,9.51331,6.24838,15.7617,4.95566,4.95566,0.664295,0.335705,3.29202,1.66364
28,54.2015,27.095,81.2966,9.9816,6.47251,16.4541,4.94081,4.94081,0.666714,0.333286,3.2941,1.6467
29,53.392,26.7166,80.1086,8.97933,6.65372,15.633,5.12431,5.12431,0.666495,0.333505,3.41533,1.70898
30,53.0805,26.8947,79.9752,9.39171,6.43921,15.8309,5.05183,5.05183,0.663712,0.336288,3.35296,1.69887
31,50.8716,25.4899,76.3615,8.17932,6.4765,14.6558,5.21032,5.21032,0.666195,0.333805,3.47108,1.73923
32,51.3565,25.9879,77.3444,8.20225,6.48951,14.6918,5.26447,5.26447,0.663998,0.336002,3.4956,1.76887
33,51.1716,25.5855,76.7571,7.65526,6.50052,14.1558,5.42231,5.42231,0.666669,0.333331,3.61489,1.80743
34,51.8901,25.9135,77.8036,8.79248,5.96638,14.7589,5.27165,5.27165,0.666937,0.333063,3.51586,1.75579
35,51.1695,25.6045,76.774,8.09978,5.82299,13.9228,5.51428,5.51428,0.666495,0.333505,3.67524,1.83904
36,53.096,26.347,79.4429,10.7593,6.31588,17.0751,4.65255,4.65255,0.668354,0.331646,3.10955,1.543
