step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,61.8215,44.3584,106.18,11.1027,6.09188,17.1946,6.17519,6.17519,0.582234,0.417766,3.59541,2.57979
2,45.1397,28.2704,73.4101,8.74068,3.8606,12.6013,5.82561,5.82561,0.614898,0.385102,3.58215,2.24346
3,37.3976,22.3639,59.7615,6.58751,3.35725,9.94475,6.00935,6.00935,0.62578,0.37422,3.76053,2.24882
4,39.3071,22.266,61.573,6.62354,3.76379,10.3873,5.9277,5.9277,0.638381,0.361619,3.78414,2.14357
5,36.9431,20.8826,57.8256,5.59431,3.33322,8.92754,6.47722,6.47722,0.63887,0.36113,4.1381,2.33912
6,38.4364,21.2726,59.7089,5.95216,3.19439,9.14655,6.52803,6.52803,0.643729,0.356271,4.20228,2.32575
7,39.2973,21.5096,60.8069,6.5782,3.11634,9.69454,6.27229,6.27229,0.646264,0.353736,4.05355,2.21874
8,39.3241,21.7672,61.0912,6.11363,3.55368,9.66731,6.31936,6.31936,0.643694,0.356306,4.06774,2.25162
9,40.3203,22.4439,62.7642,7.42462,3.49561,10.9202,5.74752,5.74752,0.642409,0.357591,3.69226,2.05526
10,37.8922,20.7457,58.6379,5.85592,3.38209,9.23802,6.34745,6.34745,0.646207,0.353793,4.10177,2.24568
11,38.4093,21.0222,59.4315,5.61672,3.57527,9.19199,6.46557,6.46557,0.646278,0.353722,4.17856,2.28701
12,37.9751,20.9659,58.941,5.56531,3.63263,9.19795,6.40806,6.40806,0.64429,0.35571,4.12865,2.27941
13,38.2627,20.7219,58.9846,5.65339,3.59379,9.24718,6.37865,6.37865,0.64869,0.35131,4.13777,2.24089
14,38.4815,20.9731,59.4546,5.80314,3.53896,9.3421,6.36416,6.36416,0.647242,0.352758,4.11915,2.24501
15,38.5779,20.753,59.3309,5.99095,3.80823,9.79918,6.05468,6.05468,0.650216,0.349784,3.93685,2.11783
16,39.5405,21.5007,61.0412,6.10931,3.7438,9.85311,6.19512,6.19512,0.647767,0.352233,4.01299,2.18213
17,39.76,21.1139,60.8739,6.17348,3.16352,9.337,6.51964,6.51964,0.653153,0.346847,4.25833,2.26132
18,39.1241,20.9088,60.0329,6.11404,2.9008,9.01484,6.65934,6.65934,0.65171,0.34829,4.33996,2.31938
19,39.8757,20.9973,60.8729,6.6762,3.694,10.3702,5.86999,5.86999,0.655064,0.344936,3.84522,2.02477
20,39.4798,21.0583,60.5381,6.29498,3.58932,9.8843,6.12467,6.12467,0.652148,0.347852,3.99419,2.13048
21,40.8344,21.6317,62.4661,6.73314,3.59655,10.3297,6.04724,6.04724,0.653706,0.346294,3.95312,2.09413
22,40.3162,21.4107,61.7268,6.64502,3.53688,10.1819,6.06241,6.06241,0.653138,0.346862,3.95959,2.10282
23,41.4977,22.1077,63.6054,6.35711,3.39577,9.75288,6.5217,6.5217,0.652424,0.347576,4.25491,2.26679
24,41.3841,22.221,63.6052,5.64399,3.23255,8.87653,7.16554,7.16554,0.650641,0.349359,4.6622,2.50335
25,40.6627,22.3285,62.9913,4.23777,3.85972,8.09749,7.77911,7.77911,0.64553,0.35447,5.02165,2.75746
26,39.4262,21.5891,61.0153,4.93319,3.36378,8.29697,7.35392,7.35392,0.646169,0.353831,4.75188,2.60205
27,39.6882,22.0887,61.7769,4.33484,3.38683,7.72167,8.00046,8.00046,0.642444,0.357556,5.13985,2.86061
28,40.0352,22.1686,62.2038,4.33723,3.5748,7.91202,7.86194,7.86194,0.643614,0.356386,5.06005,2.80189
29,39.7645,21.961,61.7255,4.31756,3.42521,7.74277,7.97202,7.97202,0.644215,0.355785,5.13569,2.83632
