step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,31.3041,30.0668,61.3709,5.69992,3.99306,9.69298,6.33148,6.33148,0.510081,0.489919,3.22956,3.10191
2,1.98377,4.30335,6.28712,2.59285,0.7217,3.31455,1.89683,1.89683,0.315529,0.684471,0.598504,1.29832
3,2.17829,1.86858,4.04687,2.18391,0.377045,2.56095,1.58022,1.58022,0.538265,0.461735,0.850578,0.729643
4,2.13048,0.824623,2.95511,1.65275,0.384335,2.03708,1.45066,1.45066,0.72095,0.27905,1.04585,0.404806
5,2.05259,0.513598,2.56619,1.56749,0.345785,1.91327,1.34126,1.34126,0.79986,0.20014,1.07282,0.26844
6,1.87172,0.327492,2.19921,1.36373,0.362269,1.726,1.27416,1.27416,0.851087,0.148913,1.08442,0.18974
7,1.77106,0.259497,2.03055,1.3658,0.354482,1.72028,1.18036,1.18036,0.872204,0.127796,1.02951,0.150846
8,1.79078,0.224231,2.01501,1.17515,0.411134,1.58628,1.27027,1.27027,0.88872,0.11128,1.12892,0.141356
9,1.7356,0.227267,1.96287,1.36581,0.354481,1.72029,1.14101,1.14101,0.884217,0.115783,1.0089,0.13211
10,1.77456,0.219568,1.99413,1.17356,0.411308,1.58487,1.25823,1.25823,0.889892,0.110108,1.11969,0.138541
11,1.61524,0.230513,1.84575,1.17457,0.411283,1.58585,1.16389,1.16389,0.875112,0.124888,1.01853,0.145356
12,1.53916,0.242098,1.78126,0.966935,0.445779,1.41271,1.26087,1.26087,0.864086,0.135914,1.0895,0.171371
13,1.32061,0.29311,1.61372,0.966342,0.445933,1.41228,1.14264,1.14264,0.818363,0.181637,0.935092,0.207545
14,1.28512,0.305645,1.59076,0.965345,0.445955,1.4113,1.12716,1.12716,0.807863,0.192137,0.910593,0.21657
15,1.29102,0.306579,1.5976,0.9673,0.446625,1.41393,1.1299,1.1299,0.8081,0.1919,0.913075,0.216828
16,1.28929,0.306114,1.59541,0.967892,0.446472,1.41436,1.128,1.128,0.808128,0.191872,0.91157,0.216432
17,1.29081,0.305809,1.59662,0.967296,0.446626,1.41392,1.12921,1.12921,0.808465,0.191535,0.912929,0.216284
18,1.28762,0.305942,1.59356,0.966302,0.446647,1.41295,1.12782,1.12782,0.808013,0.191987,0.911296,0.216527
19,1.28499,0.305503,1.5905,0.966342,0.445933,1.41228,1.1262,1.1262,0.80792,0.19208,0.909875,0.21632
20,1.28841,0.305378,1.59379,0.966935,0.445779,1.41271,1.12817,1.12817,0.808395,0.191605,0.91201,0.216164
21,1.29381,0.307208,1.60102,0.967296,0.446626,1.41392,1.13232,1.13232,0.808117,0.191883,0.915051,0.217274
22,1.28854,0.307568,1.59611,0.966302,0.446647,1.41295,1.12963,1.12963,0.807302,0.192698,0.911954,0.217678
23,1.28761,0.306429,1.59404,0.9673,0.446625,1.41393,1.12739,1.12739,0.807765,0.192235,0.910664,0.216723
24,1.28859,0.305123,1.59371,0.967895,0.446471,1.41437,1.1268,1.1268,0.808545,0.191455,0.911071,0.215731
25,1.28816,0.305328,1.59349,0.966339,0.445934,1.41227,1.12832,1.12832,0.808391,0.191609,0.912122,0.216196
26,1.28739,0.306484,1.59388,0.965342,0.445955,1.4113,1.12937,1.12937,0.807712,0.192288,0.912207,0.217165
27,1.29059,0.307575,1.59816,0.9673,0.446625,1.41393,1.1303,1.1303,0.807545,0.192455,0.912769,0.217532
28,1.28949,0.30659,1.59608,0.967895,0.446471,1.41437,1.12848,1.12848,0.807911,0.192089,0.911709,0.216768
29,1.29078,0.306148,1.59693,0.967296,0.446626,1.41392,1.12943,1.12943,0.80829,0.19171,0.91291,0.216524
30,1.28758,0.306159,1.59374,0.966299,0.446648,1.41295,1.12796,1.12796,0.8079,0.1921,0.911276,0.216681
31,1.28497,0.30565,1.59062,0.966342,0.445933,1.41228,1.12628,1.12628,0.807842,0.192158,0.909856,0.216424
32,1.28836,0.305477,1.59384,0.966938,0.445779,1.41272,1.12821,1.12821,0.808339,0.191661,0.911974,0.216233
33,1.29376,0.307271,1.60103,0.9673,0.446625,1.41393,1.13233,1.13233,0.808079,0.191921,0.915013,0.217318
34,1.28849,0.307607,1.5961,0.966299,0.446648,1.41295,1.12963,1.12963,0.807276,0.192724,0.91192,0.217706
35,1.2876,0.306458,1.59405,0.967296,0.446626,1.41392,1.1274,1.1274,0.807749,0.192251,0.910655,0.216743
