step,polarization,modularity,poa,dS,C_out,dL,deltacon,n_comm,max_comm_share,ari_camp,in_gini,parse_fail,Q_rand_mean,Q_rand_sd,Q_norm,z_Q,swap_fail
1,0.3531243027422991,0.39558684842249653,6.414558217908524,,,,,4,0.48,0.49726080814150464,0.57936,0,0.2227719907407407,0.009496042265114663,0.17599772805212613,18.53379788532365,0
2,0.3690569484878576,0.4247376960519199,6.4813838750521535,0.34,0.66,0.2568448039815477,0.3031560279631354,5,0.42,0.3888576643027199,0.55632,0,0.23099351000540835,0.011831667501213075,0.19374418604651156,16.37505330729142,0
3,0.3908747833223937,0.43388052411391187,6.732144702220458,0.228,0.772,0.13897496826725117,0.3664408209476809,4,0.44,0.45607575562880964,0.5616,0,0.22766569687188093,0.011393693039710105,0.20621482724203094,18.09903308113677,0
4,0.3920279637616963,0.41722058230159914,4.899693439446272,0.192,0.8079999999999999,0.1510444753487848,0.36852568309777933,4,0.42,0.4190762431838322,0.56432,0,0.22996825160865594,0.009867620701042355,0.18955647815838098,19.209947757553895,0
5,0.40925844590705923,0.3992514751568983,4.46215483657324,0.112,0.888,0.17883053299106288,0.40316203385569366,4,0.44,0.40641656677973015,0.54832,0,0.2293519734784512,0.010644328862038224,0.18013698630136976,16.923282682838526,0
6,0.4154901015605346,0.423896499238965,4.469923921531535,0.048,0.9519999999999998,0.1140423297156946,0.5267102801159786,4,0.44,0.40641656677973015,0.54784,0,0.2294343320614666,0.011063574560710344,0.19296094743645878,17.4411033592808,0
7,0.4224944722328185,0.4082635490673819,4.752363833491616,0.084,0.9159999999999999,0.10420026185171116,0.4507874338085869,4,0.42,0.3868595568653772,0.5392,0,0.2272179111811797,0.012042849046206675,0.17587580106877423,14.60416886352757,0
8,0.4219500943255653,0.3921687398593835,5.487546089894708,0.104,0.8959999999999998,0.15724654060093637,0.44681641768344443,4,0.44,0.392464145790756,0.53808,0,0.22893239588967013,0.010511567913201146,0.17168415359653866,16.33287774138109,0
9,0.4540759287104658,0.4031465630186043,5.1625182667591485,0.076,0.9239999999999999,0.25443787203853385,0.461010554826488,4,0.46,0.4055858331503057,0.52208,0,0.22843807319416545,0.010248541282864843,0.1727978426063412,16.86072562299694,0
10,0.44714158921358205,0.38341269841269837,6.304795825765881,0.096,0.9039999999999998,0.14441836352250434,0.399849094841849,5,0.42,0.3602358479855282,0.53392,0,0.23443367346938776,0.009909857103031822,0.15836678004535149,15.980732961013207,0
11,0.4442621159796571,0.395698502218935,6.437528209546896,0.08,0.92,0.15439093114014832,0.4625032571712359,4,0.46,0.3751753334523475,0.53184,0,0.23321641549556213,0.0125473898794307,0.16248208672337286,12.94947302065862,0
12,0.45300825945212464,0.4113842975206612,5.916857171577505,0.092,0.9079999999999998,0.1787308864040414,0.4818467811887158,4,0.32,0.282292581453571,0.53792,0,0.22514462809917352,0.009640220551484542,0.17675619834710743,18.33528573367421,0
13,0.44349771186496006,0.409741025417067,5.91172402490482,0.112,0.888,0.17311633830286374,0.44594439146979986,5,0.42,0.35262111039779226,0.54432,0,0.22956699275045858,0.009457303473803367,0.18856996244213461,19.939083372387433,0
14,0.44245623767390263,0.41587116192358664,6.347973701240515,0.088,0.9119999999999999,0.15495228394728683,0.4959880315617827,5,0.42,0.3402606542717358,0.53776,0,0.23098537768693425,0.011581726852210905,0.18411086902809906,15.89666820651646,0
15,0.4424639244206478,0.417560364416318,6.235699384248764,0.128,0.872,0.18731594454641812,0.44156011593750333,4,0.44,0.3935234502568959,0.52944,0,0.22841905752935934,0.016216419882396017,0.1881219605428018,11.600708535366705,0
16,0.43089695008710366,0.43531638723634397,6.432210676527421,0.048,0.9519999999999998,0.13733023297286023,0.511602811485217,4,0.46,0.4107939561806511,0.55328,0,0.2287274202271498,0.012874624759185941,0.20658896700919416,16.04621267596903,0
17,0.4302647320736614,0.43112056213017746,6.819897073677657,0.072,0.9279999999999998,0.19320901183979436,0.5038520109197177,4,0.46,0.4189130601106832,0.54784,0,0.22935465976331365,0.010312653848064885,0.20176590236686381,19.564886530611528,0
18,0.4443779314645724,0.38662765307013713,5.9445385712252365,0.104,0.8959999999999999,0.11765017764136881,0.422256625545444,4,0.42,0.3701159786452018,0.51712,0,0.23289097301074327,0.011499094050278184,0.1713037164817889,14.897148917365778,0
19,0.43199010280549033,0.3855936873195354,7.229262146463255,0.096,0.9039999999999998,0.14413223862269844,0.43755701493616783,5,0.4,0.3520836586557594,0.52432,0,0.2304662875531751,0.008826716092889979,0.16165167845885958,18.313909358552028,0
20,0.43296292341764414,0.3843457943925233,7.191445474105576,0.032,0.968,0.11114951411608422,0.5932262339032893,4,0.4,0.3542435424354244,0.53232,0,0.23437472705039736,0.010582123538010094,0.15983000698750982,15.103774437466539,0
21,0.43076876145481485,0.39283431417928544,7.2453025604940775,0.028,0.9719999999999999,0.08768493554837523,0.617006666536425,5,0.38,0.29374769983633514,0.5384,0,0.23030979303048338,0.012475672722732001,0.15441325574731646,12.377148645937073,0
22,0.4309437360587808,0.3856708325067778,7.242382237670924,0.004,0.996,4.4630089589131336e-15,0.8003972054451618,5,0.42,0.3369413949685645,0.53872,0,0.22906775551588088,0.010620038772630975,0.15935826224955363,15.005431304096334,0
23,0.43023492518764883,0.38259834460662157,7.23170042930579,0.008,0.992,0.08624007112227788,0.7583673069448174,4,0.42,0.3701159786452018,0.53872,0,0.22796869437522246,0.011480451865627742,0.1548521493414027,13.488332267219127,0
24,0.4303483879611551,0.3828208437166251,7.232051079716908,0.004,0.996,6.013690871593653e-15,0.7997393882745085,5,0.34,0.3013451026156236,0.5384,0,0.23426152545389817,0.011430989545696699,0.1483368191527234,12.976725992070053,0
25,0.43036652257278063,0.39631686834622765,7.229510153950514,0.004,0.996,0.05045526541253724,0.8521611853030356,4,0.38,0.34130202369731205,0.5384,0,0.23127135268575455,0.013092282216538909,0.16199277039388132,12.37314989965943,0
26,0.4303687416262902,0.38465692433159215,7.2301437832775735,0.004,0.996,0.0,1.0,5,0.34,0.3103212628321436,0.53872,0,0.22611419691860082,0.010866627971353553,0.15996440300645817,14.720703002638354,0
27,0.4303692359556056,0.38300996796012815,7.2327634706273,0.004,0.996,0.05045526541253724,0.8521611853030356,5,0.34,0.3013451026156236,0.53872,0,0.23335762281950873,0.010218348523261313,0.14924072178711284,14.605170438978217,0
28,0.43036941582242094,0.38322134211463155,7.232150794228941,0.008,0.992,6.013690871593653e-15,0.7997393882745085,5,0.32,0.27635992270492704,0.53872,0,0.22911512103951584,0.011017747888713606,0.15464021893912425,14.035556131896525,0
29,0.4303695151232027,0.38259834460662157,7.232774015549883,0.008,0.992,6.013690871593653e-15,0.7997393882745085,4,0.46,0.4107939561806511,0.53872,0,0.2298254494482022,0.010392259427859799,0.15784587486650054,15.188792770448343,0
30,0.43036957920958807,0.39115916154202207,7.229553914007966,0.012,0.9880000000000001,0.050455265412537045,0.7667472445080823,4,0.42,0.3701159786452018,0.53872,0,0.22835581564504404,0.012675181544907066,0.1641148140800987,12.947728874624335,0
31,0.4303696223537007,0.38375533997864003,7.232159887986775,0.004,0.996,0.05045526541253779,0.8521611853030356,4,0.44,0.3712580188721298,0.53872,0,0.23082725169099322,0.008152435706701279,0.15406283374866497,18.897767402449524,0
32,0.4303696516755317,0.3856708325067778,7.229554108598702,0.008,0.992,0.05045526541253798,0.7667472445080823,4,0.42,0.3701159786452018,0.5384,0,0.22929037448478037,0.015147500513071553,0.16318025524036237,10.77275126015317,0
33,0.43036967164699613,0.38086578941568033,7.2294135605785925,0.008,0.992,6.043243506884155e-15,0.8003971965232368,5,0.38,0.29374769983633514,0.5384,0,0.23012574665520508,0.013546198110215143,0.15459730212259476,11.4125971630382,0
34,0.43036968525622854,0.38322134211463155,7.232781738517118,0.008,0.992,0.050455265412537045,0.7667472445080823,4,0.44,0.4253059885652388,0.53872,0,0.23115988786044853,0.014640247215173442,0.155810564257743,10.642618390778118,0
35,0.43036969453102103,0.3861116621481629,7.2301722406167475,0.004,0.996,0.05045526541253724,0.8521611853030356,5,0.4,0.3259747601738055,0.53872,0,0.22875917476691132,0.00825253242709971,0.15547896140536488,18.84015152667589,0
36,0.43036970085200743,0.39247062972514274,7.2295594624733965,0.008,0.992,6.043243506884155e-15,0.8003971965232368,5,0.32,0.29544506219480565,0.53872,0,0.2300684388018251,0.009431328726577497,0.15472073442218254,16.404977379929438,0
37,0.4303697051599293,0.3753448736205055,7.23214693926213,0.008,0.992,0.050455265412537045,0.7667472445080823,4,0.46,0.4107939561806511,0.5384,0,0.2306642710929156,0.007176215883454721,0.15700705322178715,21.87880852132363,0
38,0.4303697080958969,0.38086578941568033,7.229415225420034,0.012,0.9880000000000001,0.050455265412537045,0.7667472445080823,4,0.4,0.3542435424354244,0.5384,0,0.22811225726817877,0.007513100713415926,0.16820461107804888,22.388174669040545,0
39,0.4303697100968405,0.3830099679601281,7.232010111670523,0.004,0.996,0.05045526541253779,0.8521611853030356,5,0.4,0.3259747601738055,0.5384,0,0.23362295300818792,0.013201162974106657,0.14741789782840875,11.167038700875121,0
40,0.4303697114605392,0.3891064435742258,7.232163958463313,0.004,0.996,0.0,1.0,4,0.38,0.34130202369731205,0.53872,0,0.23365855286578854,0.010222893403424261,0.1563378871484514,15.292919624505176,0
41,0.4303697123899379,0.3832213421146316,7.232164000931392,0.0,1.0,0.0,1.0,4,0.4,0.3542435424354244,0.53872,0,0.2342426130295479,0.010780805953336083,0.15876868992524035,14.726977798548534,0
42,0.4303697130233488,0.3867729066102405,7.230173085374723,0.012,0.9880000000000001,0.05045526541253798,0.7667472445080823,5,0.34,0.3103212628321436,0.53872,0,0.2323629570852344,0.010729265782064326,0.15371564283982453,14.32676251685224,0
43,0.4303697134550361,0.3867729066102405,7.229415470208279,0.004,0.996,6.043243506884155e-15,0.8003971965232368,5,0.38,0.29374769983633514,0.5384,0,0.2320813771517997,0.012237833694738118,0.15264167162600015,12.472932337005956,0
44,0.43036971374924293,0.38472304877779984,7.229415483646703,0.0,1.0,0.0,1.0,5,0.32,0.29544506219480565,0.5384,0,0.23048998214639954,0.007041067354937894,0.1542991910776081,21.9141762604214,0
