step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,45.4154,23.1855,68.601,11.468,5.04423,16.5122,4.15456,4.15456,0.662023,0.337977,2.75041,1.40414
2,34.2649,16.721,50.9859,8.7924,3.50545,12.2979,4.14592,4.14592,0.672047,0.327953,2.78625,1.35967
3,45.5075,19.9711,65.4786,7.91858,3.46191,11.3805,5.75359,5.75359,0.694998,0.305002,3.99873,1.75486
4,45.9098,20.1348,66.0446,7.53582,3.49524,11.0311,5.98715,5.98715,0.695134,0.304866,4.16187,1.82528
5,43.5372,18.686,62.2233,8.48966,4.82728,13.3169,4.67249,4.67249,0.699694,0.300306,3.26931,1.40318
6,54.1636,22.636,76.7997,9.22378,4.4214,13.6452,5.62834,5.62834,0.705259,0.294741,3.96943,1.6589
7,54.9402,23.0278,77.968,9.30469,4.02639,13.3311,5.84859,5.84859,0.70465,0.29535,4.12121,1.72738
8,56.4707,23.3112,79.7818,10.2798,4.74253,15.0224,5.31087,5.31087,0.707814,0.292186,3.75911,1.55177
9,56.6148,23.4062,80.021,9.01932,4.22996,13.2493,6.03965,6.03965,0.707499,0.292501,4.27305,1.7666
10,54.4086,22.648,77.0566,9.07141,3.92354,12.995,5.92973,5.92973,0.706087,0.293913,4.1869,1.74283
11,54.041,22.6034,76.6444,9.42775,4.45906,13.8868,5.51922,5.51922,0.705087,0.294913,3.89153,1.62769
12,54.2026,22.5854,76.788,9.92037,4.62585,14.5462,5.2789,5.2789,0.705874,0.294126,3.72624,1.55266
13,54.0803,22.0905,76.1707,8.21551,3.83533,12.0508,6.32078,6.32078,0.709988,0.290012,4.48767,1.8331
14,54.3978,22.2771,76.6749,8.29315,4.04257,12.3357,6.21568,6.21568,0.70946,0.29054,4.40978,1.8059
15,55.342,22.3248,77.6668,8.34829,3.79042,12.1387,6.39827,6.39827,0.712556,0.287444,4.55913,1.83914
16,54.828,22.4203,77.2483,7.07092,4.24263,11.3136,6.82794,6.82794,0.709764,0.290236,4.84623,1.98172
17,52.3642,21.404,73.7682,7.56558,3.46813,11.0337,6.68571,6.68571,0.709848,0.290152,4.74584,1.93987
18,51.5845,21.078,72.6625,7.10494,3.53708,10.642,6.82789,6.82789,0.709919,0.290081,4.84725,1.98064
19,50.0985,20.7322,70.8307,6.88143,3.21443,10.0959,7.01581,7.01581,0.707299,0.292701,4.96228,2.05353
20,50.0515,20.5195,70.571,7.37655,4.1841,11.5606,6.10442,6.10442,0.709236,0.290764,4.32947,1.77494
21,49.7385,20.6767,70.4152,7.38862,4.21366,11.6023,6.06909,6.06909,0.70636,0.29364,4.28696,1.78213
22,49.0737,20.3265,69.4002,8.32353,4.37733,12.7009,5.46422,5.46422,0.707112,0.292888,3.86381,1.6004
23,49.4479,20.3839,69.8318,8.31987,4.31174,12.6316,5.52834,5.52834,0.7081,0.2919,3.91461,1.61372
24,49.3546,20.3395,69.6942,8.33936,4.4356,12.775,5.45553,5.45553,0.70816,0.29184,3.86339,1.59214
25,49.7224,20.611,70.3335,8.33767,4.53158,12.8693,5.46523,5.46523,0.706953,0.293047,3.86366,1.60157
26,50.4586,20.9225,71.3811,8.32466,4.6073,12.932,5.51975,5.51975,0.70689,0.29311,3.90186,1.61789
27,49.7467,20.5263,70.273,8.34104,4.39313,12.7342,5.51846,5.51846,0.707906,0.292094,3.90655,1.61191
28,51.6949,21.254,72.9489,8.32142,4.66542,12.9868,5.61714,5.61714,0.708646,0.291354,3.98056,1.63658
29,51.9628,21.3267,73.2895,8.32627,4.60901,12.9353,5.66586,5.66586,0.709008,0.290992,4.01714,1.64872
30,52.132,21.3215,73.4535,7.45723,4.0978,11.555,6.35684,6.35684,0.709728,0.290272,4.51163,1.84521
31,51.6426,21.1292,72.7718,8.33886,4.87476,13.2136,5.50733,5.50733,0.709651,0.290349,3.90828,1.59905
32,51.5224,21.1733,72.6957,8.28002,5.2023,13.4823,5.39193,5.39193,0.708741,0.291259,3.82148,1.57045
33,52.1952,21.465,73.6602,8.32528,5.08557,13.4109,5.49258,5.49258,0.708594,0.291406,3.89201,1.60057
34,52.1957,21.4706,73.6663,9.20631,5.11469,14.321,5.14394,5.14394,0.708543,0.291457,3.6447,1.49924
35,52.6033,21.6419,74.2452,8.91777,4.79183,13.7096,5.41556,5.41556,0.708508,0.291492,3.83697,1.57859
36,52.6839,21.6486,74.3325,8.90514,4.66146,13.5666,5.47908,5.47908,0.70876,0.29124,3.88335,1.59573
37,53.354,21.9028,75.2569,9.17725,4.99345,14.1707,5.31074,5.31074,0.708959,0.291041,3.7651,1.54564
38,53.4892,21.8824,75.3715,9.08177,4.96065,14.0424,5.36742,5.36742,0.709673,0.290327,3.80911,1.5583
39,52.879,21.7431,74.6221,8.80182,4.89251,13.6943,5.44912,5.44912,0.708624,0.291376,3.86138,1.58774
40,53.6846,22.196,75.8807,7.63447,4.38141,12.0159,6.31504,6.31504,0.707488,0.292512,4.46781,1.84723
41,53.2819,22.0995,75.3814,7.20304,3.51872,10.7218,7.03069,7.03069,0.706831,0.293169,4.96951,2.06118
42,51.9728,21.5598,73.5326,5.97211,3.29645,9.26857,7.93355,7.93355,0.7068,0.2932,5.60743,2.32612
43,52.2026,21.7764,73.9791,6.0189,3.82262,9.84152,7.51704,7.51704,0.70564,0.29436,5.30432,2.21271
44,52.751,21.9914,74.7423,7.24848,3.37588,10.6244,7.035,7.035,0.705771,0.294229,4.9651,2.0699
