step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,64.7358,42.0495,106.785,13.4762,15.5198,28.996,3.68276,3.68276,0.606224,0.393776,2.23258,1.45018
2,28.2828,14.6474,42.9302,5.70057,2.66522,8.36579,5.13164,5.13164,0.658809,0.341191,3.38077,1.75087
3,29.5888,13.6351,43.2239,5.46413,3.40926,8.87339,4.87118,4.87118,0.684547,0.315453,3.33456,1.53663
4,28.739,13.4177,42.1568,6.01536,3.68658,9.70194,4.34519,4.34519,0.681718,0.318282,2.9622,1.38299
5,28.1982,12.9642,41.1624,6.19455,3.53724,9.73179,4.22968,4.22968,0.685047,0.314953,2.89753,1.33215
6,26.5071,12.0591,38.5662,6.33279,3.74931,10.0821,3.82521,3.82521,0.687315,0.312685,2.62913,1.19609
7,25.3491,11.3099,36.659,6.10406,3.2394,9.34346,3.92349,3.92349,0.691483,0.308517,2.71303,1.21046
8,25.3467,11.1823,36.529,5.45212,3.32446,8.77658,4.1621,4.1621,0.69388,0.30612,2.88799,1.2741
9,26.6877,11.6653,38.353,5.74456,3.70739,9.45194,4.05768,4.05768,0.695845,0.304155,2.82352,1.23416
10,27.9565,12.2313,40.1878,5.68913,3.87357,9.5627,4.20256,4.20256,0.695647,0.304353,2.9235,1.27906
11,29.7006,12.9363,42.6369,6.14679,3.38971,9.5365,4.47092,4.47092,0.696593,0.303407,3.11441,1.35651
12,29.7556,12.9059,42.6615,6.08564,3.60529,9.69093,4.4022,4.4022,0.697482,0.302518,3.07046,1.33175
13,29.5096,12.8706,42.3802,5.55276,3.75476,9.30752,4.55333,4.55333,0.696306,0.303694,3.17051,1.38282
14,30.6193,14.1003,44.7196,6.16421,3.413,9.57721,4.66938,4.66938,0.684695,0.315305,3.1971,1.47228
15,30.4654,14.1104,44.5758,6.47145,3.30015,9.7716,4.56177,4.56177,0.683452,0.316548,3.11775,1.44402
16,27.6877,13.1362,40.8238,6.57917,3.62115,10.2003,4.00221,4.00221,0.678223,0.321777,2.71439,1.28782
17,28.3963,13.4599,41.8562,5.86248,3.44031,9.30279,4.49932,4.49932,0.678426,0.321574,3.05245,1.44686
18,27.598,13.1876,40.7856,5.80191,3.39407,9.19598,4.43515,4.43515,0.676661,0.323339,3.00109,1.43406
19,27.585,13.2001,40.7851,5.51297,3.10771,8.62068,4.73108,4.73108,0.676351,0.323649,3.19987,1.53121
20,27.5759,13.1931,40.769,5.48987,3.09388,8.58375,4.74956,4.74956,0.676394,0.323606,3.21258,1.53698
21,27.579,13.2015,40.7805,5.51201,3.10964,8.62165,4.73001,4.73001,0.676279,0.323721,3.1988,1.5312
22,27.5738,13.1934,40.7672,5.48987,3.09388,8.58375,4.74935,4.74935,0.676373,0.323627,3.21233,1.53702
23,27.5779,13.2016,40.7795,5.51297,3.10771,8.62068,4.73043,4.73043,0.676269,0.323731,3.19904,1.53139
24,27.5733,13.1934,40.7667,5.48987,3.09388,8.58375,4.74928,4.74928,0.676368,0.323632,3.21226,1.53702
25,27.5776,13.2016,40.7792,5.51201,3.10964,8.62165,4.72986,4.72986,0.676266,0.323734,3.19865,1.53121
26,27.5731,13.1934,40.7665,5.48987,3.09388,8.58375,4.74926,4.74926,0.676366,0.323634,3.21224,1.53702
27,27.5775,13.2016,40.7791,5.51201,3.10964,8.62165,4.72985,4.72985,0.676266,0.323734,3.19863,1.53121
28,27.573,13.1934,40.7664,5.48987,3.09388,8.58375,4.74926,4.74926,0.676366,0.323634,3.21224,1.53702
29,27.5775,13.2016,40.7791,5.51201,3.10964,8.62165,4.72984,4.72984,0.676265,0.323735,3.19863,1.53122
30,27.573,13.1934,40.7664,5.48987,3.09388,8.58375,4.74926,4.74926,0.676366,0.323634,3.21223,1.53702
31,27.5775,13.2016,40.7791,5.51297,3.10771,8.62068,4.73038,4.73038,0.676265,0.323735,3.19899,1.53139
32,27.573,13.1934,40.7664,5.48987,3.09388,8.58375,4.74926,4.74926,0.676366,0.323634,3.21223,1.53702
33,27.5775,13.2016,40.7791,5.51201,3.10964,8.62165,4.72984,4.72984,0.676265,0.323735,3.19863,1.53122
34,27.573,13.1934,40.7664,5.48987,3.09388,8.58375,4.74926,4.74926,0.676365,0.323635,3.21223,1.53702
35,27.5775,13.2016,40.7791,5.48238,3.13102,8.6134,4.73437,4.73437,0.676265,0.323735,3.20169,1.53268
36,27.573,13.1934,40.7664,5.48987,3.09388,8.58375,4.74925,4.74925,0.676365,0.323635,3.21223,1.53702
