step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,28.5322,15.2929,43.8251,7.07914,2.53524,9.61438,4.55829,4.55829,0.651047,0.348953,2.96766,1.59063
2,20.4225,10.7163,31.1388,7.39158,3.43204,10.8236,2.87693,2.87693,0.655853,0.344147,1.88684,0.990086
3,26.2042,12.8651,39.0693,8.32385,4.47511,12.799,3.05254,3.05254,0.67071,0.32929,2.04736,1.00517
4,25.1938,12.2542,37.448,7.26776,4.54783,11.8156,3.16937,3.16937,0.672769,0.327231,2.13225,1.03712
5,29.0673,13.422,42.4894,7.78843,4.91582,12.7043,3.3445,3.3445,0.684109,0.315891,2.288,1.0565
6,27.0629,12.9217,39.9846,7.37983,4.77866,12.1585,3.28861,3.28861,0.676833,0.323167,2.22584,1.06277
7,27.5296,12.7991,40.3287,7.99284,4.00307,11.9959,3.36187,3.36187,0.682631,0.317369,2.29492,1.06695
8,29.4342,13.6079,43.0421,7.56061,3.55663,11.1172,3.87165,3.87165,0.683846,0.316154,2.64761,1.22404
9,30.1547,13.886,44.0407,8.15068,3.67065,11.8213,3.72553,3.72553,0.684702,0.315298,2.55088,1.17465
10,31.1382,14.1755,45.3137,6.25973,2.27316,8.53288,5.31048,5.31048,0.68717,0.31283,3.6492,1.66128
11,32.7132,14.9564,47.6696,7.57933,3.09605,10.6754,4.46538,4.46538,0.686248,0.313752,3.06436,1.40102
12,27.3385,12.6812,40.0197,7.49654,3.95002,11.4466,3.49622,3.49622,0.683126,0.316874,2.38836,1.10786
13,34.7207,15.6433,50.3639,9.65517,4.44408,14.0993,3.5721,3.5721,0.689396,0.310604,2.46259,1.10951
14,30.9164,13.8064,44.7228,8.93406,4.29402,13.2281,3.3809,3.3809,0.69129,0.30871,2.33718,1.04372
15,28.1915,12.6712,40.8627,8.09898,3.93313,12.0321,3.39614,3.39614,0.689908,0.310092,2.34302,1.05312
16,30.3623,13.7315,44.0938,9.3699,4.4368,13.8067,3.19365,3.19365,0.688584,0.311416,2.1991,0.994554
17,29.9835,13.5718,43.5553,9.1072,4.94816,14.0554,3.09884,3.09884,0.688401,0.311599,2.13324,0.965597
18,30.5366,13.7881,44.3246,9.0189,4.76738,13.7863,3.21513,3.21513,0.68893,0.31107,2.215,1.00013
19,30.6229,13.9042,44.527,8.87369,4.77975,13.6534,3.26123,3.26123,0.687737,0.312263,2.24287,1.01836
20,30.6881,13.8522,44.5403,8.8754,4.76495,13.6403,3.26533,3.26533,0.688997,0.311003,2.2498,1.01553
21,32.2753,14.5283,46.8037,7.93028,3.11733,11.0476,4.23654,4.23654,0.68959,0.31041,2.92148,1.31507
22,31.946,14.5103,46.4563,7.04007,2.71919,9.75926,4.76023,4.76023,0.687657,0.312343,3.27341,1.48683
23,31.333,14.3216,45.6546,7.61053,3.21313,10.8237,4.21804,4.21804,0.686305,0.313695,2.89486,1.32318
24,31.4435,14.3401,45.7836,6.84912,2.74886,9.59797,4.77013,4.77013,0.686785,0.313215,3.27605,1.49408
25,31.6569,14.4639,46.1208,6.9252,2.74385,9.66905,4.76994,4.76994,0.686392,0.313608,3.27405,1.49589
26,31.3438,14.3458,45.6896,6.36708,2.39576,8.76284,5.21402,5.21402,0.686016,0.313984,3.5769,1.63712
27,31.2451,14.2976,45.5427,6.2037,2.37121,8.57491,5.31115,5.31115,0.686062,0.313938,3.64378,1.66737
28,31.3711,14.4195,45.7906,6.21944,2.40531,8.62475,5.30921,5.30921,0.685099,0.314901,3.63733,1.67187
29,31.3636,14.3642,45.7278,6.21803,2.40216,8.62019,5.30473,5.30473,0.685875,0.314125,3.63839,1.66635
30,31.3373,14.3707,45.7079,6.22078,2.40009,8.62087,5.30201,5.30201,0.685598,0.314402,3.63505,1.66696
31,30.9993,14.1987,45.198,6.16164,2.38098,8.54262,5.29088,5.29088,0.685855,0.314145,3.62878,1.6621
32,30.9223,14.1774,45.0997,6.14764,2.38258,8.53022,5.28705,5.28705,0.685643,0.314357,3.62503,1.66202
33,30.7526,14.0794,44.832,6.14196,2.35348,8.49544,5.27719,5.27719,0.685952,0.314048,3.6199,1.65729
34,30.9661,14.2244,45.1905,6.18427,2.42105,8.60531,5.25147,5.25147,0.685235,0.314765,3.59849,1.65298
35,31.0042,14.2516,45.2558,6.21496,2.4557,8.67066,5.21941,5.21941,0.685088,0.314912,3.57576,1.64366
36,31.1107,14.2787,45.3894,6.1787,2.41586,8.59456,5.28118,5.28118,0.685419,0.314581,3.61982,1.66136
37,31.0402,14.2593,45.2995,6.14764,2.38258,8.53022,5.31047,5.31047,0.685222,0.314778,3.63885,1.67162
38,30.9622,14.2189,45.1811,6.14764,2.38258,8.53022,5.29659,5.29659,0.68529,0.31471,3.6297,1.66689
39,30.8658,14.1706,45.0364,6.14764,2.38258,8.53022,5.27962,5.27962,0.685352,0.314648,3.6184,1.66122
40,30.8369,14.1582,44.995,6.14764,2.38258,8.53022,5.27478,5.27478,0.685339,0.314661,3.61501,1.65976
41,30.9075,14.1856,45.0932,6.14764,2.38258,8.53022,5.28628,5.28628,0.685415,0.314585,3.6233,1.66299
42,30.938,14.1982,45.1362,6.18388,2.42073,8.6046,5.24559,5.24559,0.685437,0.314563,3.59552,1.65007
43,30.712,14.0876,44.7996,6.16318,2.4139,8.57709,5.22317,5.22317,0.685542,0.314458,3.58071,1.64247
44,30.7326,14.081,44.8136,6.28046,2.34417,8.62463,5.196,5.196,0.685787,0.314213,3.56335,1.63265
45,30.6926,14.0824,44.775,6.16183,2.39394,8.55578,5.23331,5.23331,0.685485,0.314515,3.58736,1.64595
46,30.7333,14.0777,44.8109,6.28046,2.34417,8.62463,5.19569,5.19569,0.685843,0.314157,3.56343,1.63226
47,30.7805,14.0832,44.8637,6.77885,2.70624,9.48509,4.72992,4.72992,0.68609,0.31391,3.24515,1.48477
48,30.6904,14.0572,44.7475,6.77885,2.70624,9.48509,4.71767,4.71767,0.685856,0.314144,3.23564,1.48203
