step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,69.9918,51.6221,121.614,14.8629,10.9146,25.7775,4.71783,4.71783,0.575525,0.424475,2.71523,2.0026
2,45.8878,31.447,77.3349,9.79926,6.31782,16.1171,4.79832,4.79832,0.593365,0.406635,2.84715,1.95116
3,45.3999,30.7144,76.1143,7.7432,5.35483,13.098,5.81112,5.81112,0.59647,0.40353,3.46616,2.34496
4,45.473,28.3539,73.8269,10.5617,5.76749,16.3292,4.52115,4.52115,0.615941,0.384059,2.78476,1.73639
5,43.759,27.46,71.219,9.42785,5.67781,15.1057,4.71472,4.71472,0.614429,0.385571,2.89686,1.81786
6,36.9946,24.5519,61.5465,10.1626,6.47279,16.6354,3.69973,3.69973,0.601084,0.398916,2.22385,1.47588
7,38.6467,24.1076,62.7543,8.12964,5.31145,13.4411,4.66884,4.66884,0.615841,0.384159,2.87526,1.79357
8,42.2196,26.3457,68.5653,8.94479,6.22677,15.1716,4.51933,4.51933,0.615758,0.384242,2.78282,1.73652
9,40.4155,24.8119,65.2274,8.39908,5.95929,14.3584,4.54281,4.54281,0.619609,0.380391,2.81477,1.72805
10,40.4295,24.3062,64.7357,6.93703,5.17538,12.1124,5.34458,5.34458,0.624532,0.375468,3.33786,2.00672
11,38.8047,23.2991,62.1038,6.17714,4.91327,11.0904,5.59978,5.59978,0.624836,0.375164,3.49895,2.10083
12,36.9901,21.5711,58.5612,6.27748,4.78003,11.0575,5.29606,5.29606,0.631649,0.368351,3.34525,1.95081
13,35.7425,20.9998,56.7423,7.75357,4.91072,12.6643,4.4805,4.4805,0.629909,0.370091,2.8223,1.65819
14,45.4342,24.8281,70.2624,7.79082,6.14173,13.9325,5.04304,5.04304,0.646637,0.353363,3.26101,1.78202
15,50.8942,27.1427,78.0369,8.75816,6.36369,15.1218,5.16054,5.16054,0.652181,0.347819,3.36561,1.79493
16,46.4079,25.2745,71.6824,6.62491,5.60008,12.225,5.8636,5.8636,0.64741,0.35259,3.79615,2.06745
17,44.827,24.7626,69.5896,7.72137,6.24588,13.9673,4.98234,4.98234,0.644162,0.355838,3.20944,1.77291
18,45.3998,25.1977,70.5975,7.51871,5.86564,13.3843,5.27463,5.27463,0.643079,0.356921,3.39201,1.88263
19,44.787,24.8174,69.6044,7.04354,6.06256,13.1061,5.31084,5.31084,0.643451,0.356549,3.41727,1.89358
20,44.6267,24.8376,69.4643,7.05428,5.87511,12.9294,5.37259,5.37259,0.642441,0.357559,3.45157,1.92102
21,45.1192,25.1897,70.3088,6.57442,6.22945,12.8039,5.49122,5.49122,0.641728,0.358272,3.52387,1.96735
22,46.7568,25.7889,72.5456,7.75629,6.6168,14.3731,5.04733,5.04733,0.644515,0.355485,3.25308,1.79425
23,46.9165,25.7375,72.654,7.81731,6.57742,14.3947,5.04727,5.04727,0.645752,0.354248,3.25928,1.78798
24,47.1315,25.7455,72.877,8.25224,6.28577,14.538,5.01286,5.01286,0.646727,0.353273,3.24195,1.77091
25,47.5358,25.8719,73.4077,8.32031,6.0136,14.3339,5.12126,5.12126,0.647559,0.352441,3.31632,1.80495
26,47.7175,25.9473,73.6648,8.63593,5.96984,14.6058,5.04355,5.04355,0.647765,0.352235,3.26703,1.77651
27,48.3231,26.3886,74.7117,9.38886,6.04809,15.437,4.8398,4.8398,0.646794,0.353206,3.13035,1.70945
28,48.1257,26.3406,74.4662,9.34563,5.8599,15.2055,4.89731,4.89731,0.646275,0.353725,3.16501,1.7323
29,48.5655,26.5058,75.0713,9.86223,5.96373,15.826,4.74356,4.74356,0.646925,0.353075,3.06872,1.67483
30,49.4424,26.7323,76.1746,9.68479,5.85678,15.5416,4.90135,4.90135,0.649066,0.350934,3.1813,1.72005
31,49.7268,26.7727,76.4996,9.34852,5.88436,15.2329,5.022,5.022,0.650028,0.349972,3.26444,1.75756
32,48.6848,26.2055,74.8903,10.3314,6.26788,16.5993,4.51166,4.51166,0.650081,0.349919,2.93294,1.57871
33,46.8297,25.5048,72.3345,8.75475,5.50837,14.2631,5.07143,5.07143,0.647404,0.352596,3.28327,1.78816
34,47.8968,25.8063,73.7031,9.878,6.40096,16.279,4.52751,4.52751,0.649862,0.350138,2.94225,1.58525
35,47.5613,25.6811,73.2424,8.90112,5.54749,14.4486,5.06917,5.06917,0.649368,0.350632,3.29176,1.77741
36,47.7495,25.8456,73.595,9.41074,6.26556,15.6763,4.69467,4.69467,0.648814,0.351186,3.04597,1.6487
37,47.5838,25.8005,73.3843,10.016,6.61538,16.6314,4.4124,4.4124,0.648419,0.351581,2.86109,1.55132
38,47.2756,25.7658,73.0415,9.62438,6.4693,16.0937,4.53852,4.53852,0.647244,0.352756,2.93753,1.60099
39,47.0556,25.658,72.7136,8.60856,5.82257,14.4311,5.03866,5.03866,0.647136,0.352864,3.2607,1.77796
40,46.9509,25.617,72.5679,8.56726,6.11611,14.6834,4.94218,4.94218,0.646993,0.353007,3.19755,1.74463
41,47.3585,25.8433,73.2018,9.16303,5.85894,15.022,4.87298,4.87298,0.646958,0.353042,3.15261,1.72037
42,47.3661,25.6752,73.0413,9.67185,5.68226,15.3541,4.75712,4.75712,0.648484,0.351516,3.08491,1.6722
