step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,63.4224,46.8123,110.235,13.1952,8.30024,21.4954,5.12829,5.12829,0.57534,0.42466,2.95051,2.17778
2,38.6401,26.8773,65.5174,10.4428,5.09604,15.5388,4.21636,4.21636,0.589768,0.410232,2.48668,1.72969
3,44.185,28.1919,72.3769,11.2279,4.96938,16.1973,4.46845,4.46845,0.610485,0.389515,2.72792,1.74053
4,43.3962,26.5679,69.9641,8.61185,4.64076,13.2526,5.27927,5.27927,0.620264,0.379736,3.27454,2.00473
5,43.1987,26.2412,69.4399,10.4628,5.60712,16.0699,4.32111,4.32111,0.622102,0.377898,2.68818,1.63294
6,43.668,26.8304,70.4984,8.74877,5.38398,14.1328,4.9883,4.9883,0.619419,0.380581,3.08985,1.89845
7,41.249,25.5046,66.7537,9.62799,4.68499,14.313,4.66385,4.66385,0.617929,0.382071,2.88193,1.78192
8,43.8305,27.0375,70.8679,10.3978,5.33936,15.7372,4.50321,4.50321,0.618481,0.381519,2.78515,1.71806
9,45.6732,28.4958,74.169,10.8918,5.36337,16.2552,4.5628,4.5628,0.615799,0.384201,2.80977,1.75303
10,45.4265,27.3448,72.7713,8.84437,4.07571,12.9201,5.63242,5.63242,0.624236,0.375764,3.51596,2.11646
11,45.1793,25.9588,71.1381,10.5268,5.06352,15.5903,4.56297,4.56297,0.635093,0.364907,2.89791,1.66506
12,42.2491,24.5514,66.8004,10.0866,4.74763,14.8342,4.50312,4.50312,0.632467,0.367533,2.84808,1.65505
13,41.1835,23.6779,64.8614,10.4664,4.79247,15.2588,4.25075,4.25075,0.634946,0.365054,2.69899,1.55175
14,43.3337,24.8839,68.2176,10.3716,4.8162,15.1878,4.49162,4.49162,0.635228,0.364772,2.8532,1.63842
15,40.01,22.4527,62.4627,9.81854,4.48306,14.3016,4.36753,4.36753,0.640542,0.359458,2.79759,1.56994
16,39.1551,22.234,61.3891,9.63201,4.56338,14.1954,4.32458,4.32458,0.637819,0.362181,2.7583,1.56628
17,36.5036,20.8939,57.3975,10.1091,4.44145,14.5505,3.94471,3.94471,0.635979,0.364021,2.50875,1.43596
18,39.131,22.0585,61.1894,10.3884,4.44736,14.8358,4.12445,4.12445,0.639505,0.360495,2.6376,1.48684
19,40.1773,22.9765,63.1538,9.82661,4.40417,14.2308,4.43783,4.43783,0.636182,0.363818,2.82327,1.61456
20,41.066,23.3978,64.4638,10.613,4.66405,15.277,4.21965,4.21965,0.637039,0.362961,2.68808,1.53157
21,40.7396,23.157,63.8966,9.94711,4.45118,14.3983,4.43779,4.43779,0.637586,0.362414,2.82947,1.60832
22,40.2449,22.9413,63.1862,8.55199,4.0692,12.6212,5.00636,5.00636,0.636926,0.363074,3.18868,1.81768
23,40.3812,23.317,63.6982,10.0073,4.98059,14.9879,4.24999,4.24999,0.633946,0.366054,2.69426,1.55573
24,40.7285,23.3788,64.1074,9.41337,4.77542,14.1888,4.51817,4.51817,0.635318,0.364682,2.87047,1.6477
25,41.0134,23.3889,64.4023,9.94474,4.52623,14.471,4.45045,4.45045,0.636831,0.363169,2.83419,1.61626
26,40.6948,23.5249,64.2197,10.7472,5.13964,15.8869,4.04231,4.04231,0.633681,0.366319,2.56153,1.48078
27,40.7369,23.4005,64.1374,9.80335,4.95191,14.7553,4.34675,4.34675,0.63515,0.36485,2.76084,1.58591
28,40.0221,22.8603,62.8824,9.63701,5.07579,14.7128,4.27399,4.27399,0.636459,0.363541,2.72022,1.55377
29,40.2263,22.8991,63.1254,9.55523,5.01751,14.5727,4.33175,4.33175,0.637244,0.362756,2.76038,1.57137
30,39.7019,22.5649,62.2668,9.22367,4.58509,13.8088,4.50923,4.50923,0.637609,0.362391,2.87512,1.6341
31,39.9675,22.8131,62.7805,10.0269,4.87599,14.9029,4.21265,4.21265,0.636622,0.363378,2.68187,1.53078
32,40.4935,23.2376,63.7312,10.1851,4.8647,15.0498,4.2347,4.2347,0.63538,0.36462,2.69064,1.54405
33,39.2059,22.4475,61.6534,9.9215,4.5398,14.4613,4.26334,4.26334,0.635909,0.364091,2.71109,1.55224
34,39.645,22.6391,62.2842,9.72747,4.77855,14.506,4.29368,4.29368,0.636519,0.363481,2.73301,1.56067
35,39.7754,22.6631,62.4385,9.8925,5.14241,15.0349,4.1529,4.1529,0.637033,0.362967,2.64553,1.50737
36,39.55,22.6101,62.1601,9.65519,4.93339,14.5886,4.26087,4.26087,0.636261,0.363739,2.71103,1.54985
