step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,11.5243,5.01253,16.5368,5.20542,1.54246,6.74788,2.45066,2.45066,0.696886,0.303114,1.70783,0.74283
2,1.8917,0.0637128,1.95541,1.37956,0.168459,1.54802,1.26317,1.26317,0.967417,0.0325828,1.22201,0.0411577
3,1.64447,0.120576,1.76504,1.18389,0.24348,1.42737,1.23657,1.23657,0.931686,0.0683136,1.15209,0.0844744
4,1.52715,0.143744,1.67089,1.09947,0.271784,1.37125,1.21852,1.21852,0.913972,0.086028,1.11369,0.104827
5,1.47314,0.177492,1.65063,1.0927,0.259338,1.35203,1.22085,1.22085,0.89247,0.10753,1.08957,0.131278
6,1.3245,0.176702,1.5012,0.918466,0.324512,1.24298,1.20774,1.20774,0.882293,0.117707,1.06558,0.14216
7,1.21155,0.205945,1.41749,0.907696,0.326089,1.23378,1.1489,1.1489,0.854712,0.145288,0.981977,0.166922
8,1.4006,0.21341,1.61401,1.2541,0.200008,1.45411,1.10997,1.10997,0.867777,0.132223,0.963203,0.146763
9,1.4348,0.16156,1.59636,1.10017,0.265356,1.36553,1.16904,1.16904,0.898795,0.101205,1.05073,0.118313
10,1.37299,0.178452,1.55145,1.09053,0.265088,1.35562,1.14446,1.14446,0.884977,0.115023,1.01282,0.131639
11,1.37391,0.185001,1.55891,1.08333,0.260087,1.34342,1.16041,1.16041,0.881327,0.118673,1.0227,0.137709
12,1.30294,0.179815,1.48275,0.917213,0.325608,1.24282,1.19305,1.19305,0.878729,0.121271,1.04837,0.144683
13,1.21137,0.205672,1.41704,0.907843,0.326221,1.23406,1.14827,1.14827,0.854858,0.145142,0.98161,0.166662
14,1.39708,0.214323,1.6114,1.25324,0.199625,1.45286,1.10912,1.10912,0.866996,0.133004,0.961603,0.147518
15,1.43224,0.16216,1.5944,1.10032,0.265492,1.36581,1.16736,1.16736,0.898294,0.101706,1.04863,0.118727
16,1.37161,0.178788,1.5504,1.08915,0.264634,1.35378,1.14524,1.14524,0.884682,0.115318,1.01317,0.132066
17,1.37241,0.185175,1.55759,1.08333,0.260087,1.34342,1.15942,1.15942,0.881114,0.118886,1.02158,0.137839
18,1.30229,0.179976,1.48226,0.917213,0.325608,1.24282,1.19266,1.19266,0.87858,0.12142,1.04785,0.144812
19,1.21079,0.205764,1.41656,0.907843,0.326221,1.23406,1.14788,1.14788,0.854744,0.145256,0.981143,0.166737
20,1.39688,0.214396,1.61127,1.25459,0.200006,1.45459,1.10771,1.10771,0.86694,0.13306,0.960322,0.147393
21,1.43198,0.162229,1.59421,1.10032,0.265492,1.36581,1.16723,1.16723,0.898239,0.101761,1.04845,0.118778
22,1.37091,0.178774,1.54968,1.08915,0.264634,1.35378,1.14471,1.14471,0.884638,0.115362,1.01265,0.132055
23,1.3719,0.185149,1.55705,1.08333,0.260087,1.34342,1.15902,1.15902,0.88109,0.11891,1.0212,0.13782
24,1.30202,0.179921,1.48194,0.917213,0.325608,1.24282,1.1924,1.1924,0.878591,0.121409,1.04763,0.144768
25,1.21066,0.205707,1.41636,0.907843,0.326221,1.23406,1.14772,1.14772,0.854764,0.145236,0.981033,0.16669
26,1.39665,0.214345,1.611,1.25324,0.199625,1.45286,1.10884,1.10884,0.866949,0.133051,0.96131,0.147533
27,1.43198,0.162214,1.59419,1.10032,0.265492,1.36581,1.16721,1.16721,0.898247,0.101753,1.04844,0.118768
28,1.37146,0.178813,1.55027,1.08915,0.264634,1.35378,1.14514,1.14514,0.884657,0.115343,1.01306,0.132084
29,1.37223,0.185189,1.55742,1.08333,0.260087,1.34342,1.1593,1.1593,0.881092,0.118908,1.02145,0.13785
30,1.30214,0.179996,1.48213,0.917213,0.325608,1.24282,1.19256,1.19256,0.878556,0.121444,1.04773,0.144828
31,1.2107,0.205775,1.41647,0.907843,0.326221,1.23406,1.14781,1.14781,0.854727,0.145273,0.981064,0.166746
32,1.39682,0.214404,1.61122,1.25459,0.200006,1.45459,1.10768,1.10768,0.866931,0.133069,0.960282,0.147398
33,1.43195,0.162236,1.59418,1.10032,0.265492,1.36581,1.1672,1.1672,0.898232,0.101768,1.04842,0.118784
34,1.37089,0.178777,1.54966,1.08915,0.264634,1.35378,1.14469,1.14469,0.884635,0.115365,1.01263,0.132058
