step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,58.6377,38.8823,97.52,12.1705,6.32924,18.4998,5.27142,5.27142,0.601289,0.398711,3.16965,2.10177
2,36.0627,21.2274,57.2901,10.7369,4.02874,14.7656,3.87997,3.87997,0.629476,0.370524,2.44235,1.43762
3,45.2954,25.4141,70.7095,9.14126,5.16038,14.3016,4.94415,4.94415,0.640585,0.359415,3.16715,1.777
4,39.0016,20.3446,59.3463,7.47586,4.28054,11.7564,5.04799,5.04799,0.657187,0.342813,3.31748,1.73052
5,42.9416,21.59,64.5315,6.12375,4.47103,10.5948,6.09088,6.09088,0.665435,0.334565,4.05309,2.03779
6,40.6733,20.3416,61.0149,5.82935,4.3656,10.195,5.98481,5.98481,0.666612,0.333388,3.98955,1.99526
7,41.8397,19.8843,61.724,5.73013,3.94693,9.67706,6.37838,6.37838,0.677851,0.322149,4.32359,2.05479
8,40.7965,19.2424,60.0389,6.10692,4.17985,10.2868,5.83651,5.83651,0.679501,0.320499,3.96592,1.8706
9,39.5241,17.9308,57.4548,6.29577,3.61873,9.91449,5.79504,5.79504,0.687916,0.312084,3.9865,1.80854
10,42.8304,19.7466,62.5771,5.82005,4.17715,9.9972,6.25946,6.25946,0.684443,0.315557,4.28424,1.97522
11,43.2671,19.7349,63.002,5.96216,4.13979,10.102,6.23662,6.23662,0.686757,0.313243,4.28304,1.95357
12,55.6088,25.7649,81.3737,10.123,4.56741,14.6904,5.53925,5.53925,0.683375,0.316625,3.78539,1.75386
13,64.6631,30.3668,95.0299,12.6876,10.7975,23.4851,4.04639,4.04639,0.68045,0.31955,2.75337,1.29303
14,56.2462,25.3288,81.575,9.47221,5.39092,14.8631,5.48842,5.48842,0.689503,0.310497,3.78428,1.70414
15,55.8213,24.8233,80.6446,9.50526,6.39872,15.904,5.07072,5.07072,0.692189,0.307811,3.5099,1.56082
16,55.3891,24.6662,80.0553,9.46726,6.54738,16.0146,4.99888,4.99888,0.691885,0.308115,3.45865,1.54023
17,53.3806,23.5859,76.9665,7.10097,5.78174,12.8827,5.9744,5.9744,0.693557,0.306443,4.14359,1.83082
18,50.7841,22.8127,73.5969,6.80531,5.06119,11.8665,6.20207,6.20207,0.690031,0.309969,4.27962,1.92245
19,50.0112,22.6188,72.63,6.27909,5.24708,11.5262,6.30131,6.30131,0.688575,0.311425,4.33892,1.96239
20,54.2024,23.9821,78.1845,7.86063,5.45047,13.3111,5.87364,5.87364,0.693262,0.306738,4.07197,1.80167
21,55.7828,24.8323,80.6151,8.01303,4.96258,12.9756,6.21282,6.21282,0.691965,0.308035,4.29905,1.91377
22,55.6366,24.6593,80.2959,11.874,9.4729,21.3469,3.76148,3.76148,0.692895,0.307105,2.60631,1.15517
23,53.0895,23.7172,76.8067,11.9454,10.3319,22.2773,3.44776,3.44776,0.691209,0.308791,2.38313,1.06464
24,53.2987,23.7626,77.0614,11.8115,10.1794,21.9908,3.50425,3.50425,0.69164,0.30836,2.42368,1.08057
25,56.0496,24.3188,80.3683,10.9857,9.26085,20.2466,3.96948,3.96948,0.697409,0.302591,2.76835,1.20113
26,56.919,24.6873,81.6062,11.2126,9.48036,20.693,3.94367,3.94367,0.697483,0.302517,2.75064,1.19303
27,57.614,24.939,82.553,11.7906,9.82857,21.6191,3.81852,3.81852,0.697903,0.302097,2.66495,1.15356
28,56.5838,24.5817,81.1655,11.8481,9.86288,21.711,3.73845,3.73845,0.697141,0.302859,2.60623,1.13222
29,56.6938,24.6573,81.3511,11.537,9.33901,20.876,3.89687,3.89687,0.696903,0.303097,2.71574,1.18113
30,59.5894,25.7833,85.3727,12.0252,11.2683,23.2935,3.66509,3.66509,0.697992,0.302008,2.5582,1.10689
31,57.2298,24.9208,82.1507,11.1646,9.7719,20.9365,3.92381,3.92381,0.696645,0.303355,2.7335,1.19031
32,58.4747,25.338,83.8128,12.0182,10.7732,22.7914,3.67738,3.67738,0.697683,0.302317,2.56565,1.11174
33,56.4051,24.6197,81.0248,10.8316,9.17428,20.0059,4.05004,4.05004,0.696147,0.303853,2.81942,1.23062
34,56.4993,24.6374,81.1367,11.05,9.15025,20.2003,4.01661,4.01661,0.696347,0.303653,2.79695,1.21966
35,56.1242,24.6552,80.7794,11.7109,9.20843,20.9194,3.86147,3.86147,0.694783,0.305217,2.68288,1.17858
36,55.8143,24.4304,80.2447,11.3049,9.04574,20.3506,3.94311,3.94311,0.695552,0.304448,2.74264,1.20047
37,56.1504,24.5362,80.6865,11.327,9.15011,20.4771,3.94033,3.94033,0.695908,0.304092,2.7421,1.19822
38,56.2242,24.6301,80.8543,11.1366,9.12726,20.2639,3.99006,3.99006,0.695377,0.304623,2.7746,1.21547
39,56.2157,24.608,80.8238,11.3198,9.08908,20.4088,3.96023,3.96023,0.695535,0.304465,2.75448,1.20575
40,55.9675,24.4722,80.4397,11.2577,9.08236,20.3401,3.95474,3.95474,0.695769,0.304231,2.75158,1.20315
41,56.3913,24.7147,81.106,11.7149,10.117,21.8319,3.71502,3.71502,0.695279,0.304721,2.58298,1.13205
42,56.1463,24.7321,80.8784,9.96117,6.3853,16.3465,4.94776,4.94776,0.694206,0.305794,3.43477,1.51299
43,56.1338,24.6653,80.7991,10.4316,6.42059,16.8522,4.79456,4.79456,0.694733,0.305267,3.33094,1.46362
44,56.1111,24.5095,80.6206,10.819,7.21585,18.0348,4.47027,4.47027,0.695989,0.304011,3.11126,1.35901
45,56.2184,24.6387,80.8571,5.90148,3.8957,9.79717,8.2531,8.2531,0.695281,0.304719,5.73822,2.51488
46,55.971,24.4664,80.4374,8.29032,4.94086,13.2312,6.07938,6.07938,0.695833,0.304167,4.23023,1.84915
47,56.0209,24.5845,80.6054,7.6567,4.55183,12.2085,6.60239,6.60239,0.695002,0.304998,4.58867,2.01371
48,56.4165,24.7091,81.1256,7.348,4.17012,11.5181,7.0433,7.0433,0.695422,0.304578,4.89807,2.14523
49,56.602,24.8168,81.4189,7.51025,4.32588,11.8361,6.87885,6.87885,0.695196,0.304804,4.78214,2.0967
50,56.7668,24.8935,81.6603,9.85065,6.15297,16.0036,5.10261,5.10261,0.695158,0.304842,3.54712,1.55549
51,57.337,25.1701,82.5071,10.1589,6.14646,16.3054,5.06012,5.06012,0.694935,0.305065,3.51645,1.54367
52,57.1612,25.0555,82.2166,9.97794,5.45276,15.4307,5.32812,5.32812,0.695251,0.304749,3.70438,1.62374
53,57.546,25.1806,82.7266,9.72599,5.51486,15.2408,5.42795,5.42795,0.695617,0.304383,3.77578,1.65218
54,56.8294,24.8642,81.6936,9.94239,5.84612,15.7885,5.17424,5.17424,0.695641,0.304359,3.59941,1.57483
55,56.7831,25.2476,82.0307,10.0504,5.9029,15.9533,5.14192,5.14192,0.692218,0.307782,3.55933,1.58259
56,56.4442,24.9819,81.4261,9.69039,5.71478,15.4052,5.28564,5.28564,0.693196,0.306804,3.66398,1.62166
57,56.5578,25.0635,81.6212,9.62479,5.67842,15.3032,5.3336,5.3336,0.692929,0.307071,3.69581,1.63779
58,56.6739,25.0341,81.708,8.60873,4.98883,13.5976,6.00901,6.00901,0.693615,0.306385,4.16794,1.84107
59,56.8004,25.0578,81.8582,8.74639,4.8658,13.6122,6.0136,6.0136,0.693888,0.306112,4.17276,1.84083
60,56.4622,24.8217,81.2839,7.78293,4.79828,12.5812,6.46074,6.46074,0.694629,0.305371,4.48782,1.97292
61,56.7491,25.1155,81.8646,8.08907,4.8298,12.9189,6.33682,6.33682,0.693206,0.306794,4.39273,1.9441
62,56.5595,24.9533,81.5128,8.39353,4.92683,13.3204,6.11942,6.11942,0.693873,0.306127,4.24609,1.87332
63,56.7817,25.0968,81.8785,8.39353,4.92683,13.3204,6.14687,6.14687,0.693487,0.306513,4.26278,1.88409
64,56.5641,24.9513,81.5154,8.32812,4.91053,13.2386,6.15738,6.15738,0.693907,0.306093,4.27265,1.88473
65,56.7824,25.0966,81.8789,8.32812,4.91053,13.2386,6.18484,6.18484,0.693492,0.306508,4.28914,1.8957
66,56.3847,24.8592,81.2439,8.40295,4.9453,13.3483,6.08649,6.08649,0.694018,0.305982,4.22413,1.86236
67,56.5822,25.0088,81.5911,8.07898,4.81141,12.8904,6.3296,6.3296,0.693486,0.306514,4.38949,1.94011
68,56.3624,24.8643,81.2267,8.08907,4.8298,12.9189,6.28745,6.28745,0.69389,0.30611,4.3628,1.92465
69,56.5797,25.01,81.5897,8.08907,4.8298,12.9189,6.31554,6.31554,0.693466,0.306534,4.37961,1.93593
70,56.3618,24.8646,81.2264,8.07898,4.81141,12.8904,6.30131,6.30131,0.693885,0.306115,4.37239,1.92893
71,56.58,25.0099,81.5898,8.08907,4.8298,12.9189,6.31556,6.31556,0.693468,0.306532,4.37964,1.93592
72,56.3618,24.8646,81.2264,8.08907,4.8298,12.9189,6.28742,6.28742,0.693885,0.306115,4.36275,1.92467
73,56.58,25.0099,81.5898,8.08907,4.8298,12.9189,6.31556,6.31556,0.693469,0.306531,4.37964,1.93592
