step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,54.7325,45.5239,100.256,11.864,7.66267,19.5267,5.13433,5.13433,0.545925,0.454075,2.80296,2.33137
2,27.1929,19.3751,46.568,6.70289,3.56962,10.2725,4.53327,4.53327,0.583939,0.416061,2.64715,1.88612
3,37.8287,22.3419,60.1705,6.3197,4.24951,10.5692,5.693,5.693,0.628691,0.371309,3.57914,2.11386
4,43.9762,22.2838,66.2601,7.13834,4.28767,11.426,5.79905,5.79905,0.663691,0.336309,3.84878,1.95027
5,45.0811,21.0521,66.1332,7.80181,3.7662,11.568,5.7169,5.7169,0.681672,0.318328,3.89705,1.81985
6,40.1178,17.7902,57.908,8.28011,4.00079,12.2809,4.71529,4.71529,0.692786,0.307214,3.26669,1.4486
7,37.1857,15.9644,53.1501,8.04924,3.89603,11.9453,4.44947,4.44947,0.699635,0.300365,3.11301,1.33647
8,40.7189,17.2151,57.934,7.75522,4.50422,12.2594,4.72567,4.72567,0.70285,0.29715,3.32143,1.40423
9,39.7641,16.78,56.5441,7.52057,4.29745,11.818,4.78457,4.78457,0.70324,0.29676,3.3647,1.41987
10,39.5581,16.7373,56.2954,7.99017,4.23706,12.2272,4.6041,4.6041,0.702688,0.297312,3.23525,1.36885
11,38.1234,15.9017,54.0251,7.0878,3.89926,10.9871,4.91716,4.91716,0.705661,0.294339,3.46985,1.44731
12,41.6561,17.3687,59.0248,7.23867,4.02203,11.2607,5.24167,5.24167,0.705739,0.294261,3.69925,1.54242
13,41.5168,17.3705,58.8874,6.25684,4.1739,10.4307,5.64556,5.64556,0.705021,0.294979,3.98024,1.66532
14,39.4771,16.9663,56.4433,6.21211,3.97884,10.191,5.53857,5.53857,0.69941,0.30059,3.87374,1.66484
15,36.1324,15.537,51.6694,5.75604,3.87852,9.63456,5.36292,5.36292,0.6993,0.3007,3.75029,1.61263
16,36.7609,15.817,52.5779,6.01772,3.71635,9.73407,5.40143,5.40143,0.69917,0.30083,3.77652,1.62491
17,37.3166,16.0634,53.38,5.61284,3.88867,9.50151,5.61805,5.61805,0.699075,0.300925,3.92744,1.69061
18,40.6829,17.8928,58.5757,5.56421,3.85999,9.4242,6.21546,6.21546,0.694535,0.305465,4.31685,1.8986
19,37.1128,16.1374,53.2502,5.59995,3.88262,9.48257,5.61559,5.61559,0.696951,0.303049,3.91379,1.7018
20,36.0723,15.7131,51.7854,5.59406,3.99523,9.58929,5.40033,5.40033,0.696573,0.303427,3.76173,1.63861
21,34.4236,14.9445,49.3681,5.56721,4.13985,9.70706,5.0858,5.0858,0.697284,0.302716,3.54625,1.53955
22,33.8712,14.8004,48.6716,5.62146,4.07191,9.69337,5.02112,5.02112,0.695913,0.304087,3.49426,1.52686
23,37.0251,16.3471,53.3722,5.70925,3.62564,9.33489,5.71749,5.71749,0.693715,0.306285,3.96631,1.75118
24,38.6395,17.3727,56.0122,5.65837,3.6613,9.31966,6.01011,6.01011,0.689841,0.310159,4.14602,1.86409
25,44.7939,19.7336,64.5274,5.92963,4.75838,10.688,6.03736,6.03736,0.694183,0.305817,4.19104,1.84633
26,45.94,19.9448,65.8848,6.01929,4.7218,10.7411,6.1339,6.1339,0.697278,0.302722,4.27703,1.85687
27,43.9118,19.225,63.1369,5.90962,4.87904,10.7887,5.85215,5.85215,0.695502,0.304498,4.07018,1.78197
28,45.7357,20.2789,66.0146,6.91991,5.57441,12.4943,5.28357,5.28357,0.692812,0.307188,3.66052,1.62305
29,45.86,20.2501,66.1101,6.89077,5.47202,12.3628,5.3475,5.3475,0.693691,0.306309,3.70952,1.63799
30,40.4997,17.7314,58.231,5.19234,3.80654,8.99888,6.47092,6.47092,0.695499,0.304501,4.50052,1.9704
31,40.7421,18.3679,59.11,4.96706,4.08913,9.05618,6.52703,6.52703,0.689259,0.310741,4.49881,2.02822
32,41.833,18.9717,60.8047,5.11708,4.42977,9.54685,6.36909,6.36909,0.687989,0.312011,4.38186,1.98722
33,42.0993,19.0672,61.1665,4.87428,3.60194,8.47623,7.21624,7.21624,0.688275,0.311725,4.96675,2.24949
34,45.7593,20.4608,66.2201,5.1049,4.62845,9.73335,6.80342,6.80342,0.691019,0.308981,4.70129,2.10213
35,52.43,23.4261,75.8561,7.29004,6.17727,13.4673,5.63261,5.63261,0.691177,0.308823,3.89313,1.73948
36,51.3786,22.9341,74.3128,7.09222,6.3306,13.4228,5.5363,5.5363,0.691384,0.308616,3.82771,1.70859
37,50.9662,22.4765,73.4428,5.29893,5.11191,10.4108,7.05445,7.05445,0.693959,0.306041,4.8955,2.15895
38,51.7141,22.7452,74.4594,7.11234,6.35458,13.4669,5.52906,5.52906,0.694528,0.305472,3.84009,1.68897
39,50.5444,22.2098,72.7542,7.12733,6.06962,13.197,5.51296,5.51296,0.694728,0.305272,3.83,1.68295
40,51.2249,22.34,73.5649,7.136,6.24688,13.3829,5.49694,5.49694,0.696323,0.303677,3.82764,1.6693
41,51.3694,22.5552,73.9246,7.31467,6.09749,13.4122,5.51176,5.51176,0.694889,0.305111,3.83006,1.6817
42,55.5374,24.302,79.8394,7.23258,6.44628,13.6789,5.8367,5.8367,0.695614,0.304386,4.06009,1.77661
