step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,57.5785,45.8023,103.381,13.7954,9.34891,23.1444,4.46678,4.46678,0.556955,0.443045,2.4878,1.97899
2,10.3794,6.44628,16.8257,4.39019,0.972378,5.36257,3.13761,3.13761,0.616878,0.383122,1.93553,1.20209
3,9.037,3.60808,12.6451,4.1614,0.863069,5.02447,2.5167,2.5167,0.714665,0.285335,1.7986,0.718103
4,8.84712,3.14749,11.9946,4.24067,0.96557,5.20624,2.30389,2.30389,0.737591,0.262409,1.69933,0.604562
5,8.74253,2.77007,11.5126,3.47561,0.869956,4.34556,2.64928,2.64928,0.759388,0.240612,2.01183,0.637448
6,8.68484,2.67194,11.3568,3.46015,0.848509,4.30866,2.63581,2.63581,0.764727,0.235273,2.01567,0.620133
7,9.05264,2.83722,11.8899,3.37907,0.873855,4.25293,2.79569,2.79569,0.761375,0.238625,2.12857,0.667123
8,9.72382,3.21557,12.9394,3.72108,0.956901,4.67798,2.76602,2.76602,0.75149,0.24851,2.07864,0.687384
9,9.97767,3.37009,13.3478,4.62151,1.21935,5.84086,2.28524,2.28524,0.747517,0.252483,1.70825,0.576985
10,10.0749,3.41121,13.4861,4.71535,1.23159,5.94695,2.26774,2.26774,0.747057,0.252943,1.69413,0.573607
11,10.0633,3.41652,13.4798,4.74997,1.2099,5.95987,2.26176,2.26176,0.746545,0.253455,1.68851,0.573253
12,10.0989,3.40698,13.5059,4.76328,1.21645,5.97973,2.25861,2.25861,0.74774,0.25226,1.68885,0.569755
13,10.0903,3.40452,13.4948,4.72322,1.21777,5.941,2.27147,2.27147,0.747716,0.252284,1.69841,0.573055
14,10.0975,3.40018,13.4977,4.73085,1.21644,5.94729,2.26955,2.26955,0.748091,0.251909,1.69783,0.57172
15,9.92987,3.32871,13.2586,4.02883,0.940443,4.96928,2.66811,2.66811,0.748939,0.251061,1.99825,0.669859
16,10.6554,3.65221,14.3076,4.73041,1.2101,5.94051,2.40848,2.40848,0.744736,0.255264,1.79369,0.614799
17,10.735,3.67738,14.4124,4.68344,1.21195,5.89539,2.44469,2.44469,0.744846,0.255154,1.82091,0.623772
18,11.1114,3.84132,14.9527,4.41703,1.19672,5.61374,2.66358,2.66358,0.743102,0.256898,1.97931,0.68427
19,11.1964,3.8784,15.0748,4.57298,1.19159,5.76456,2.61509,2.61509,0.742723,0.257277,1.94229,0.6728
20,11.217,3.85873,15.0757,4.57298,1.19159,5.76456,2.61524,2.61524,0.744043,0.255957,1.94585,0.669389
21,11.2353,3.85747,15.0928,4.66829,1.17483,5.84312,2.58301,2.58301,0.744417,0.255583,1.92283,0.660173
22,11.2584,3.88093,15.1393,4.72998,1.16824,5.89822,2.56675,2.56675,0.743652,0.256348,1.90877,0.657983
23,11.2643,3.88368,15.148,4.58979,1.18891,5.7787,2.62135,2.62135,0.743617,0.256383,1.94928,0.672069
24,11.0453,3.81355,14.8589,4.65057,1.19893,5.8495,2.54019,2.54019,0.743349,0.256651,1.88825,0.651944
25,11.0086,3.83152,14.8401,4.5781,1.16889,5.747,2.58224,2.58224,0.741814,0.258186,1.91554,0.666699
26,10.9107,3.8224,14.7331,4.51539,1.20674,5.72212,2.57476,2.57476,0.740558,0.259442,1.90676,0.668003
27,10.8741,3.81981,14.6939,4.34589,1.21341,5.5593,2.64313,2.64313,0.740042,0.259958,1.95602,0.687103
28,10.8752,3.82476,14.7,4.45044,1.18964,5.64007,2.60634,2.60634,0.739812,0.260188,1.9282,0.678139
29,11.0305,3.86697,14.8974,4.59321,1.16459,5.7578,2.58735,2.58735,0.740427,0.259573,1.91574,0.671604
30,10.5942,3.61965,14.2139,3.83285,0.911339,4.74419,2.99606,2.99606,0.745344,0.254656,2.2331,0.762966
