step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,62.1381,38.8788,101.017,10.9528,6.27462,17.2274,5.86374,5.86374,0.615126,0.384874,3.60693,2.2568
2,22.001,10.526,32.5269,4.99582,2.289,7.28482,4.46503,4.46503,0.676392,0.323608,3.02011,1.44492
3,20.6229,8.40018,29.023,4.22533,1.70031,5.92564,4.89787,4.89787,0.710569,0.289431,3.48027,1.4176
4,21.1373,8.87087,30.0082,4.70341,1.46673,6.17014,4.86345,4.86345,0.704385,0.295615,3.42574,1.43771
5,31.1632,12.5153,43.6785,7.43955,2.68462,10.1242,4.31428,4.31428,0.713468,0.286532,3.0781,1.23618
6,29.9899,12.1326,42.1225,7.27907,2.37592,9.65499,4.36277,4.36277,0.711969,0.288031,3.10616,1.25661
7,29.3609,11.747,41.1079,6.96309,2.39173,9.35482,4.3943,4.3943,0.714241,0.285759,3.13859,1.25571
8,29.7877,11.8216,41.6094,6.90022,2.37475,9.27497,4.4862,4.4862,0.71589,0.28411,3.21163,1.27458
9,29.9218,11.981,41.9028,7.19466,2.95066,10.1453,4.13026,4.13026,0.714077,0.285923,2.94932,1.18093
10,28.742,11.5097,40.2517,7.1605,3.15303,10.3135,3.9028,3.9028,0.714057,0.285943,2.78682,1.11598
11,28.7257,11.4372,40.1629,7.31917,3.38628,10.7054,3.75163,3.75163,0.71523,0.28477,2.68328,1.06835
12,29.0101,11.377,40.3871,7.35128,3.42635,10.7776,3.74731,3.74731,0.7183,0.2817,2.69169,1.05562
13,27.9894,10.9052,38.8946,7.0697,2.95547,10.0252,3.87969,3.87969,0.719623,0.280377,2.79192,1.08778
14,28.0423,10.9062,38.9485,7.1169,2.93242,10.0493,3.87574,3.87574,0.719984,0.280016,2.79047,1.08527
15,28.0081,10.9127,38.9208,7.13178,2.83591,9.9677,3.90469,3.90469,0.719618,0.280382,2.80989,1.0948
16,27.9841,10.9193,38.9034,7.01886,2.71334,9.7322,3.99739,3.99739,0.719322,0.280678,2.87541,1.12198
17,27.9939,10.9119,38.9059,7.1169,2.93242,10.0493,3.87149,3.87149,0.71953,0.28047,2.78566,1.08584
18,27.9942,10.9111,38.9053,7.1169,2.93242,10.0493,3.87144,3.87144,0.719548,0.280452,2.78568,1.08575
19,27.9949,10.9114,38.9063,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78575,1.08578
20,27.9949,10.9114,38.9063,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78575,1.08578
21,27.9949,10.9114,38.9063,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
22,27.9949,10.9114,38.9063,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
23,27.995,10.9114,38.9064,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
24,27.995,10.9114,38.9064,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
25,27.995,10.9114,38.9064,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
26,27.995,10.9114,38.9064,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
27,27.995,10.9114,38.9064,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
28,27.995,10.9114,38.9064,7.1169,2.93242,10.0493,3.87154,3.87154,0.719547,0.280453,2.78576,1.08579
