step,polarization,modularity,poa,dS,C_out,dL,deltacon,n_comm,max_comm_share,ari_camp,in_gini,parse_fail,Q_rand_mean,Q_rand_sd,Q_norm,z_Q,swap_fail
1,0.2968687495028347,0.4551648523768502,4.722764026479465,,,,,3,0.44,0.6490337886143162,0.4784,0,0.23331554937739835,0.014701364245679499,0.2134696334873522,14.520396197250033,0
2,0.44956974836218305,0.52792976351274,3.642338615869755,0.716,0.284,0.5262180434488726,0.1809736420492388,4,0.32,0.4540939597315437,0.40064,0,0.25719534809184774,0.011927552280755826,0.27499255969414615,23.055238260227554,0
3,0.4577761302701942,0.5026616652815525,2.9847054591097666,0.252,0.748,0.1373153160134857,0.2754107777319339,5,0.28,0.3728795340181529,0.38624,0,0.2575823768558657,0.011554042870575756,0.24803295074234633,21.467200141173308,0
4,0.45297713233947934,0.5216893424036282,3.725098601409025,0.184,0.816,0.2160252748189079,0.3092507284126873,5,0.24,0.34784712923677547,0.36336,0,0.26249603174603175,0.012413269474265382,0.25919331065759643,20.88034189501356,0
5,0.45933967639824197,0.518202200443787,4.107637902423329,0.108,0.8919999999999999,0.11912448855626949,0.3515578614567885,5,0.26,0.36440279267581244,0.38192,0,0.2623012204142011,0.009837468864979949,0.25590098002958583,26.01288843114498,0
6,0.4605666437029761,0.5069966981873723,4.214004032838626,0.104,0.8959999999999999,0.11439015122192789,0.39579783397748625,5,0.24,0.36099272663717885,0.384,0,0.25740212483996316,0.009879061914216851,0.24938119089867705,25.243408034501257,0
7,0.4596819742783015,0.5051873884592504,3.824824458891108,0.08,0.9199999999999998,0.15350239426884604,0.3743797588781487,5,0.26,0.3314091826885591,0.36624,0,0.25970315288518736,0.012572816348471115,0.24548423557406301,19.524999711294956,0
8,0.4680673076781315,0.5068809501366764,4.694489632948757,0.088,0.9119999999999999,0.16697731400307583,0.35098022343979274,4,0.32,0.4968226737864547,0.34832,0,0.2646255537750966,0.012444520807456217,0.24008742577057213,19.292621185278758,0
9,0.4689149240270367,0.5014352727018134,4.195423016913221,0.064,0.9359999999999999,0.13630464467023623,0.42563972702512987,4,0.34,0.5035814062084863,0.34112,0,0.25619909449462064,0.011455461436132248,0.25173574645849384,21.975172965488884,0
10,0.473010752566411,0.5152697969368834,5.113034284028113,0.06,0.94,0.10464123220029756,0.4031511325569008,4,0.34,0.508680832683875,0.35312,0,0.26288203108903185,0.009503896485644748,0.24046038323298458,25.301241821834896,0
11,0.46059066608860194,0.49342409393491127,3.8826932576841537,0.08,0.92,0.1520243485771154,0.3534799764512281,4,0.32,0.46393526684439296,0.36336,0,0.26014931582840234,0.012592951470145245,0.23327477810650893,18.52423386682188,0
12,0.4682548313064532,0.5140396938412246,3.9701807904032203,0.052,0.948,0.1626102396441898,0.4169017180696327,4,0.34,0.5067564302855578,0.35904,0,0.2547414560341758,0.013242737685525335,0.25508187967248136,19.262020114714847,0
13,0.4625044585974748,0.5276442307692308,4.09086692224128,0.108,0.892,0.16478339792705832,0.3574553990406773,4,0.3,0.455651305376295,0.3504,0,0.26644958857248524,0.011870858972576686,0.2611946421967456,22.003011138464462,0
14,0.4626844259747709,0.5062545216924549,4.0854070253051065,0.064,0.9359999999999999,0.1843292569267072,0.4138225507649803,4,0.32,0.39990068247246957,0.34944,0,0.26184158323414786,0.012982237112878514,0.24971061168288644,19.234790545858303,0
15,0.4614048703812626,0.48297432672222107,4.014120619312625,0.072,0.9279999999999999,0.144055796174373,0.3660278558551554,4,0.3,0.4375740034206026,0.35328,0,0.2586582736236832,0.01231728859330368,0.22394544147705575,18.181391121971778,0
16,0.4637668590026124,0.5006639042146471,4.134883363957268,0.064,0.9359999999999999,0.16872204908325786,0.3787952303654281,5,0.28,0.3660349307528003,0.3624,0,0.2603111192509329,0.011615875781592514,0.2496588905931641,21.49290292762896,0
17,0.45940854502770845,0.4926757369614512,4.323113327935779,0.048,0.9519999999999998,0.1323092172323862,0.4219379150186436,4,0.4,0.5565057885548323,0.34992,0,0.25206235827664397,0.014639757182815922,0.2263730158730159,15.462894161846583,0
18,0.47362358049745973,0.48947161612426043,4.37121307654014,0.052,0.948,0.14644484571727034,0.41238614612973257,4,0.32,0.4146842972721953,0.3472,0,0.264737426035503,0.011376894304781017,0.22984236316568052,20.20255765838413,0
19,0.4717510963265994,0.500912999260355,4.512292379238638,0.052,0.948,0.1302297130712054,0.41835396642388717,4,0.32,0.4146842972721953,0.34496,0,0.2656371348002958,0.015029522779220893,0.2305837416789942,15.342053441496384,0
20,0.46833463662156916,0.5002426960059172,4.347229397990723,0.032,0.968,0.14429774760137842,0.47571746674959847,4,0.32,0.3685329667674365,0.3432,0,0.26583764792899406,0.01235041325915627,0.22603781434911246,18.302044604178246,0
21,0.4675677441458659,0.4997116493656286,4.665851928968133,0.028,0.9719999999999999,0.14676697422384313,0.5826139013570473,4,0.34,0.5019262742193255,0.33584,0,0.2642871732026144,0.010620056901399888,0.2427894319492503,22.861405941925497,0
22,0.4590777075429159,0.5157063175336647,5.225567745769642,0.048,0.9519999999999998,0.1378189684227281,0.4206992281363684,4,0.38,0.4510308517575331,0.34784,0,0.2612027118485845,0.011624175990892958,0.24640540035940167,21.197666015419045,0
23,0.45944636691698804,0.5161773022905081,5.356868086198893,0.02,0.98,0.10152019535567357,0.5576477637318162,4,0.38,0.4247329284884329,0.34608,0,0.2614348666226788,0.01252098588433643,0.2469424545197475,19.72228519390545,0
24,0.4630542484610703,0.5330521914648213,5.016499384826703,0.036,0.964,0.09142566340889446,0.5005217417450916,4,0.38,0.5482002443574486,0.34032,0,0.26018418396770476,0.014498810365837266,0.27286800749711654,18.82002734100586,0
