step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,55.314,40.231,95.5449,10.2185,6.77962,16.9981,5.62092,5.62092,0.578931,0.421069,3.25413,2.36679
2,29.0613,18.8613,47.9226,5.94911,4.10699,10.0561,4.76553,4.76553,0.606421,0.393579,2.88992,1.87561
3,33.3805,18.7384,52.1188,6.5155,3.91207,10.4276,4.99818,4.99818,0.640468,0.359532,3.20117,1.797
4,38.3906,20.231,58.6216,5.55693,4.71738,10.2743,5.70564,5.70564,0.654889,0.345111,3.73656,1.96908
5,39.3962,20.068,59.4642,6.0958,4.51058,10.6064,5.60646,5.60646,0.662519,0.337481,3.71439,1.89207
6,38.3452,19.5414,57.8866,5.80519,4.8147,10.6199,5.45077,5.45077,0.662419,0.337581,3.6107,1.84008
7,39.3901,20.5223,59.9125,6.80408,4.63029,11.4344,5.23968,5.23968,0.657461,0.342539,3.44489,1.79479
8,40.3293,20.7018,61.0311,6.65744,4.80695,11.4644,5.32353,5.32353,0.6608,0.3392,3.51779,1.80574
9,40.5945,20.4383,61.0328,5.81397,4.74742,10.5614,5.77886,5.77886,0.665126,0.334874,3.84367,1.93519
10,39.8034,19.9382,59.7416,5.92219,4.64718,10.5694,5.65233,5.65233,0.66626,0.33374,3.76592,1.88641
11,38.7649,19.4355,58.2005,5.81183,4.58433,10.3962,5.59826,5.59826,0.666059,0.333941,3.72877,1.86949
12,40.4772,19.9069,60.3841,5.99269,4.73138,10.7241,5.63071,5.63071,0.670328,0.329672,3.77442,1.85629
13,39.432,19.6671,59.0991,6.35207,4.53578,10.8878,5.42799,5.42799,0.667219,0.332781,3.62166,1.80633
14,36.5612,18.0585,54.6197,6.27532,4.15433,10.4296,5.23696,5.23696,0.669377,0.330623,3.5055,1.73146
15,37.1056,18.1614,55.2669,6.59366,3.92874,10.5224,5.25231,5.25231,0.671388,0.328612,3.52634,1.72597
16,37.516,18.5174,56.0334,7.32777,4.64886,11.9766,4.67856,4.67856,0.66953,0.33047,3.13244,1.54613
17,40.2417,19.9113,60.153,7.86985,4.38543,12.2553,4.90833,4.90833,0.668989,0.331011,3.28362,1.62471
18,40.6732,19.892,60.5652,9.04208,4.74413,13.7862,4.39317,4.39317,0.67156,0.32844,2.95028,1.44289
19,39.4659,19.5892,59.0551,8.1744,4.25399,12.4284,4.75163,4.75163,0.668289,0.331711,3.17546,1.57617
20,41.6643,20.6009,62.2652,9.30011,4.64073,13.9408,4.46639,4.46639,0.669142,0.330858,2.98865,1.47774
21,43.6803,21.3673,65.0476,10.7492,5.91018,16.6593,3.90458,3.90458,0.671513,0.328487,2.62197,1.2826
22,47.7374,23.2341,70.9715,10.5488,5.99676,16.5456,4.28946,4.28946,0.672627,0.327373,2.8852,1.40425
23,49.2806,24.228,73.5086,9.23091,5.11214,14.3431,5.12503,5.12503,0.670406,0.329594,3.43585,1.68918
24,54.4875,26.4976,80.9851,9.8694,5.43848,15.3079,5.29042,5.29042,0.672809,0.327191,3.55944,1.73097
25,51.2165,24.7044,75.9209,8.77868,5.22972,14.0084,5.41967,5.41967,0.674604,0.325396,3.65613,1.76354
26,50.7594,24.5247,75.2841,9.20331,5.51176,14.7151,5.11612,5.11612,0.674238,0.325762,3.44948,1.66664
27,57.0509,27.1264,84.1773,10.4508,6.97573,17.4265,4.83042,4.83042,0.677747,0.322253,3.2738,1.55662
28,61.7636,29.4046,91.1681,10.4559,6.35037,16.8063,5.42465,5.42465,0.677469,0.322531,3.67503,1.74962
29,62.9193,29.8006,92.72,10.4788,6.18209,16.6609,5.56514,5.56514,0.678595,0.321405,3.77648,1.78866
30,63.4079,30.1578,93.5658,10.703,7.04815,17.7511,5.27098,5.27098,0.677683,0.322317,3.57205,1.69893
31,64.84,30.619,95.459,8.26023,5.52061,13.7808,6.92694,6.92694,0.679245,0.320755,4.70508,2.22185
32,66.304,31.0555,97.3595,10.0034,6.18098,16.1844,6.01563,6.01563,0.681023,0.318977,4.09678,1.91885
33,67.6774,31.8286,99.5059,11.5821,6.77743,18.3595,5.41986,5.41986,0.680134,0.319866,3.68623,1.73363
