step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,62.6486,42.1897,104.838,12.1233,6.11553,18.2389,5.74807,5.74807,0.597574,0.402426,3.4349,2.31318
2,17.1295,9.55996,26.6895,4.55059,2.81055,7.36115,3.62572,3.62572,0.641808,0.358192,2.32702,1.29871
3,14.5038,7.14773,21.6515,4.54325,2.07582,6.61907,3.27108,3.27108,0.669874,0.330126,2.19121,1.07987
4,16.9097,7.46999,24.3797,4.59811,2.06216,6.66027,3.66047,3.66047,0.693598,0.306402,2.53889,1.12157
5,16.4538,6.66261,23.1164,4.1358,1.54787,5.68367,4.06716,4.06716,0.71178,0.28822,2.89492,1.17224
6,16.7754,6.55851,23.3339,4.16177,1.59836,5.76014,4.05093,4.05093,0.718928,0.281072,2.91233,1.1386
7,17.1635,6.59758,23.7611,4.33313,1.97548,6.30861,3.76646,3.76646,0.722337,0.277663,2.72065,1.0458
8,18.6321,7.0698,25.7019,4.62772,2.05093,6.67865,3.84836,3.84836,0.72493,0.27507,2.78979,1.05857
9,19.2386,7.35387,26.5925,4.61533,2.12044,6.73577,3.94795,3.94795,0.72346,0.27654,2.85618,1.09176
10,22.0701,8.35435,30.4245,5.08638,2.52175,7.60814,3.99894,3.99894,0.725407,0.274593,2.90086,1.09808
11,22.1193,8.39883,30.5181,5.04505,2.59727,7.64232,3.9933,3.9933,0.724792,0.275208,2.89431,1.09899
12,22.0773,8.39523,30.4725,5.03169,2.51292,7.54461,4.03898,4.03898,0.724498,0.275502,2.92623,1.11275
13,22.0565,8.36204,30.4185,4.97779,2.5041,7.48189,4.06562,4.06562,0.7251,0.2749,2.94798,1.11764
14,21.9878,8.47971,30.4675,5.06494,2.46968,7.53461,4.04368,4.04368,0.72168,0.27832,2.91824,1.12543
15,20.3625,7.73781,28.1003,4.52895,2.29889,6.82783,4.11555,4.11555,0.724636,0.275364,2.98228,1.13327
16,21.5126,8.28384,29.7964,4.62871,2.49626,7.12497,4.18197,4.18197,0.721986,0.278014,3.01932,1.16265
17,22.2107,8.55085,30.7615,4.6337,2.50533,7.13903,4.30892,4.30892,0.722028,0.277972,3.11116,1.19776
18,21.0688,8.16222,29.2311,4.55672,2.23206,6.78877,4.3058,4.3058,0.720769,0.279231,3.10348,1.20231
19,20.6297,7.97335,28.603,4.5636,2.27967,6.84327,4.17973,4.17973,0.721241,0.278759,3.01459,1.16514
20,20.8862,8.06937,28.9555,4.63732,2.38576,7.02307,4.12292,4.12292,0.721319,0.278681,2.97394,1.14898
21,21.6674,8.33322,30.0006,4.71577,2.56703,7.2828,4.11937,4.11937,0.722231,0.277769,2.97514,1.14423
22,20.3873,7.91557,28.3028,4.60768,2.35983,6.9675,4.06212,4.06212,0.720326,0.279674,2.92605,1.13607
23,20.1276,7.83002,27.9576,4.67118,2.42444,7.09562,3.94013,3.94013,0.719933,0.280067,2.83663,1.1035
24,20.0935,7.82421,27.9177,4.61546,2.32179,6.93725,4.02431,4.02431,0.71974,0.28026,2.89646,1.12785
25,20.0939,7.82758,27.9215,4.61546,2.32179,6.93725,4.02487,4.02487,0.719658,0.280342,2.89653,1.12834
26,20.0843,7.8258,27.9101,4.63522,2.33217,6.96739,4.00582,4.00582,0.719607,0.280393,2.88261,1.1232
27,21.0419,8.28561,29.3275,5.07918,2.40442,7.4836,3.9189,3.9189,0.71748,0.28252,2.81173,1.10717
28,22.2335,8.74501,30.9785,5.10605,2.57188,7.67793,4.03475,4.03475,0.717707,0.282293,2.89577,1.13898
29,22.2275,8.74538,30.9729,5.03563,2.59735,7.63298,4.05777,4.05777,0.717644,0.282356,2.91204,1.14574
30,22.2346,8.74835,30.983,5.10643,2.57165,7.67808,4.03525,4.03525,0.71764,0.28236,2.89586,1.13939
31,22.6462,8.93559,31.5818,5.23519,2.53162,7.76682,4.06624,4.06624,0.717065,0.282935,2.91576,1.15048
32,22.4296,8.84386,31.2734,5.03533,2.59732,7.63265,4.09732,4.09732,0.717208,0.282792,2.93863,1.15869
33,22.496,8.86929,31.3653,5.2351,2.53191,7.76701,4.03827,4.03827,0.717226,0.282774,2.89635,1.14192
34,22.4941,8.86826,31.3624,5.23549,2.53167,7.76716,4.03782,4.03782,0.717233,0.282767,2.89606,1.14176
35,21.2162,8.30375,29.5199,4.81464,2.49396,7.3086,4.03906,4.03906,0.718707,0.281293,2.9029,1.13616
