step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,58.025,37.4632,95.4882,11.5411,7.28984,18.8309,5.07081,5.07081,0.607666,0.392334,3.08136,1.98945
2,38.5429,23.1715,61.7144,9.08632,4.32486,13.4112,4.60171,4.60171,0.624536,0.375464,2.87393,1.72778
3,33.118,18.7382,51.8562,6.63237,3.66015,10.2925,5.03824,5.03824,0.638651,0.361349,3.21768,1.82056
4,35.5222,19.421,54.9432,6.64494,3.99449,10.6394,5.16411,5.16411,0.646526,0.353474,3.33873,1.82538
5,34.5386,18.4511,52.9897,6.06258,4.15248,10.2151,5.18741,5.18741,0.651798,0.348202,3.38115,1.80627
6,37.2538,19.0331,56.2869,6.13109,3.83515,9.96624,5.64776,5.64776,0.661856,0.338144,3.738,1.90976
7,34.0945,17.3768,51.4713,5.34671,3.60506,8.95177,5.74984,5.74984,0.662398,0.337602,3.80868,1.94116
8,35.2285,17.9971,53.2255,6.47864,3.93594,10.4146,5.11068,5.11068,0.661872,0.338128,3.38261,1.72806
9,33.9814,17.675,51.6564,6.67382,3.71009,10.3839,4.97466,4.97466,0.657836,0.342164,3.27251,1.70215
10,37.9619,20.5888,58.5506,7.17909,4.20794,11.387,5.14187,5.14187,0.64836,0.35164,3.33378,1.80809
11,38.8764,21.1933,60.0697,7.13886,4.59916,11.738,5.11753,5.11753,0.647188,0.352812,3.312,1.80552
12,38.7918,21.093,59.8847,7.35443,4.87794,12.2324,4.89559,4.89559,0.647774,0.352226,3.17124,1.72436
13,41.8482,22.577,64.4253,8.32422,3.95714,12.2814,5.24578,5.24578,0.649562,0.350438,3.40746,1.83832
14,40.7144,22.3058,63.0202,7.81192,4.66908,12.481,5.04929,5.04929,0.646053,0.353947,3.26211,1.78718
15,38.5656,21.4647,60.0303,7.09941,4.3216,11.421,5.25613,5.25613,0.642435,0.357565,3.37672,1.8794
16,39.4757,21.5832,61.0589,7.27174,4.20081,11.4725,5.32217,5.32217,0.646518,0.353482,3.44088,1.88129
17,40.5017,22.0979,62.5996,7.2113,4.01906,11.2304,5.57414,5.57414,0.646996,0.353004,3.60645,1.96769
18,39.7712,21.3915,61.1626,7.68832,4.57224,12.2606,4.98857,4.98857,0.650253,0.349747,3.24383,1.74474
19,41.7199,22.4338,64.1537,6.71709,4.10563,10.8227,5.92768,5.92768,0.650312,0.349688,3.85484,2.07284
20,45.0273,23.3457,68.3731,6.69874,4.30539,11.0041,6.2134,6.2134,0.658554,0.341446,4.09186,2.12154
21,43.5059,23.0223,66.5282,6.80021,4.37908,11.1793,5.95102,5.95102,0.653947,0.346053,3.89165,2.05937
22,42.0661,22.4402,64.5064,6.7447,4.49555,11.2402,5.73888,5.73888,0.652124,0.347876,3.74246,1.99642
23,43.6736,22.9286,66.6022,6.52687,4.33064,10.8575,6.13421,6.13421,0.655739,0.344261,4.02244,2.11177
24,37.5481,19.2603,56.8084,6.04691,4.2163,10.2632,5.53515,5.53515,0.66096,0.33904,3.65851,1.87664
