step,conflict,conformity,total,opt_conflict,opt_conformity,opt_total,poa,poa_stored,conflict_share,conformity_share,poa_conflict,poa_conformity
1,50.4666,26.477,76.9435,6.32689,3.57928,9.90617,7.76723,7.76723,0.655891,0.344109,5.09446,2.67277
2,46.2157,25.8666,72.0823,7.60151,4.57135,12.1729,5.92156,5.92156,0.641152,0.358848,3.79662,2.12494
3,46.2568,26.3098,72.5666,7.00847,4.04688,11.0553,6.56394,6.56394,0.637439,0.362561,4.18411,2.37983
4,43.6152,24.8583,68.4735,5.81921,3.59987,9.41908,7.26966,7.26966,0.636965,0.363035,4.63051,2.63914
5,44.4826,25.2374,69.72,6.02586,3.9785,10.0044,6.96896,6.96896,0.638018,0.361982,4.44632,2.52264
6,44.949,25.5551,70.5041,4.87472,3.89746,8.77217,8.03724,8.03724,0.637538,0.362462,5.12405,2.9132
7,45.0036,25.5214,70.525,5.54201,3.6801,9.22211,7.64738,7.64738,0.638123,0.361877,4.87997,2.76741
8,45.5417,25.5243,71.0659,6.13122,3.7329,9.86412,7.20449,7.20449,0.640837,0.359163,4.6169,2.58759
9,46.1298,25.7909,71.9207,5.91018,3.64745,9.55763,7.52496,7.52496,0.641398,0.358602,4.82649,2.69847
10,46.0588,25.7595,71.8183,6.20552,3.79315,9.99867,7.18278,7.18278,0.641324,0.358676,4.60649,2.57629
11,45.8875,25.6246,71.5121,6.20425,3.77861,9.98287,7.16349,7.16349,0.641675,0.358325,4.59663,2.56686
12,46.4748,25.943,72.4178,6.2045,3.79064,9.99514,7.2453,7.2453,0.64176,0.35824,4.64974,2.59556
13,46.7149,25.9926,72.7075,6.1206,3.85242,9.97302,7.29042,7.29042,0.642504,0.357496,4.68413,2.60629
14,45.3832,25.4246,70.8078,6.70257,4.02161,10.7242,6.60263,6.60263,0.640935,0.359065,4.23185,2.37078
15,45.3065,25.3051,70.6116,6.55535,3.8201,10.3754,6.80565,6.80565,0.64163,0.35837,4.36671,2.43894
16,45.4831,25.4631,70.9463,6.38297,3.88469,10.2677,6.90968,6.90968,0.641093,0.358907,4.42975,2.47993
17,44.8243,25.3195,70.1437,6.4997,4.00458,10.5043,6.67763,6.67763,0.639034,0.360966,4.26724,2.41039
18,44.7211,25.3147,70.0357,6.18778,3.78901,9.9768,7.01986,7.01986,0.638546,0.361454,4.48251,2.53735
19,45.4432,25.5988,71.0419,6.53575,3.98363,10.5194,6.75343,6.75343,0.639667,0.360333,4.31995,2.43348
20,45.1815,25.5922,70.7737,6.1663,3.7826,9.9489,7.11372,7.11372,0.638394,0.361606,4.54135,2.57236
21,45.3033,25.6302,70.9335,6.1663,3.7826,9.9489,7.12978,7.12978,0.638673,0.361327,4.5536,2.57618
22,45.5811,25.7585,71.3396,6.24041,3.73284,9.97325,7.1531,7.1531,0.638931,0.361069,4.57034,2.58276
23,45.7707,25.7334,71.5041,6.68567,4.0978,10.7835,6.6309,6.6309,0.640113,0.359887,4.24452,2.38638
24,45.4777,25.6998,71.1776,6.24041,3.73284,9.97325,7.13685,7.13685,0.638933,0.361067,4.55997,2.57688
25,45.2093,25.5954,70.8047,5.93915,3.85338,9.79253,7.23047,7.23047,0.638507,0.361493,4.61671,2.61377
26,45.3141,25.7355,71.0496,5.93915,3.85338,9.79253,7.25549,7.25549,0.637781,0.362219,4.62742,2.62807
27,45.5419,25.8082,71.3502,6.36525,4.04416,10.4094,6.85439,6.85439,0.638288,0.361712,4.37507,2.47932
28,45.4712,25.7431,71.2143,6.36525,4.04416,10.4094,6.84134,6.84134,0.638512,0.361488,4.36828,2.47306
29,45.4713,25.7419,71.2132,6.36525,4.04416,10.4094,6.84124,6.84124,0.638524,0.361476,4.36829,2.47295
30,45.5117,25.7783,71.2901,6.36525,4.04416,10.4094,6.84862,6.84862,0.638402,0.361598,4.37217,2.47645
31,45.5666,25.8052,71.3718,6.36525,4.04416,10.4094,6.85648,6.85648,0.63844,0.36156,4.37745,2.47903
